sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a basic fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to describe specific actions or facts, such as 'President Trump has approved the sale of offensive weapons.' It also uses the perfect aspect to express completed actions, as in 'President Obama refused to provide serious weapons.'""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about specific steps President Trump has taken against Russia.""
}",['simple'],0
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the investigation and the secret efforts by top Obama administration officials.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence is expressing a simple fact about the investigation and the secret efforts by top Obama administration officials.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the investigation and the secret efforts of the Obama administration officials.""
}",['simple'],1
956,[6],Nothing good can be said about his four years of sanctimony and incompetence.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'can be said' indicates an ongoing or habitual action, fitting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about his four years of sanctimony and incompetence without indicating completed or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence is expressing a simple fact about the four years of sanctimony and incompetence.""
}",['simple'],0
963,[6],"An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact (the man sold ammunition) and refers to a completed action (the man was disturbed).""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the man's feelings without referencing the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the man being disturbed, without indicating completion, ongoing action, or a combination of both.""
}",['simple'],0
989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Aspect,['progressive'],['progressive'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being put' indicates an ongoing or continuous action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The phrase 'being put through the ringer' indicates a ongoing or continuous action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being put through the ringer' indicates an ongoing or continuous action, suggesting the progressive aspect.""
}",['progressive'],1
994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['perfect'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact and also refers to a completed action ('I've never understood').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact ('I’ve never understood') and the perfect aspect to express a completed action ('have viewed').""
}","['simple', 'perfect']","{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'I've never understood' indicates a completed action in the past, emphasizing the speaker's current state of not understanding.""
}",['perfect'],0
1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Archbishop Viganò's testimony and Bergoglio's relations with McCarrick.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Archbishop Viganò's testimony, without indicating completion, ongoingness, or a combination of the two.""
}",['simple'],1
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the potential outcome of a purge (simple), but also describes the ongoing and habitual action of priests and bishops leading healthy and faithful lives (progressive).""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about what would happen in the event of a purge, without specifying a specific point in time or completion of an action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a hypothetical situation without emphasizing completion (perfect), ongoing nature (progressive), or end of an ongoing action (perfect progressive).""
}",['simple'],0
1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the failure to include a crucial point in an article.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'failed to conclude' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],0
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'successfully carried out' indicates a completed action, which is a characteristic of the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'successfully carried' indicates a completed action, suggesting the past perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact about a completed action. The use of 'successfully carried out' indicates a completed action, and the sentence overall presents a simple statement of fact.""
}","['simple', 'perfect']",0
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Aspect,['simple'],"['progressive', 'simple']",['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the testimony of an honest man.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect progressive""],
  ""Explanation"": ""The sentence expresses a simple fact about the testimony of an honest man, and it also suggests an ongoing action or situation with the mention of 'standing against something so much worse than Liberius.'""
}","['simple', 'perfect_progressive']",0
1145,[9 8 6],To call them nativists and parade their moral superiority.,Aspect,['simple'],['simple'],,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitualness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing action, or the end of an ongoing action.""
}",['simple'],1
1194,[6 9],"Julian Assange called it ""a hack job in the purest sense of the term"".",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Julian Assange's opinion without any indication of completed or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or progression of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoing nature, or habitual aspect of the action.""
}",['simple'],1
1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""none""],
  ""Explanation"": ""The provided text does not contain any aspect properties. It simply states a fact without specifying completion, ongoingness, or habitual nature of the action.""
}",[''],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Rich Penkoski protesting a submission to a brutal ideology.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about Rich Penkoski protesting the submission to an ideology.""
}",['simple'],0
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Rep. Danny Davis defending Louis Farrakhan.""
}",['simple'],1
1234,[7],"He was treated very unfairly by our government!""",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple past tense, indicating a completed action, but the addition of 'was' also implies a sense of ongoing or incomplete action, suggesting a progressive aspect.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence uses the simple aspect to express a fact ('He was treated very unfairly') and the progressive aspect to indicate an ongoing or incomplete action ('was treated').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the past: he was treated unfairly by the government.""
}",['simple'],0
1259,[7],Does Berg and the AMA support our military?,Aspect,['simple'],['simple'],['simple'],[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the support for the military without indicating any specific timing or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of a completed or ongoing action.""
}",['simple'],"{""Properties"": [], ""Explanation"": ""The question is a simple factual inquiry and does not involve specific actions or states of actions that would necessitate the use of aspect properties.""}",[],1
1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'you knew about it and you held it' expresses an ongoing or habitual action, indicating the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to state a simple fact and the progressive aspect to express an ongoing or incomplete action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The statement uses the simple aspect to express a simple fact ('you knew about it and you held it') and the progressive aspect to express an ongoing or habitual action ('I hope the American people can see through this sham').""
}","['simple', 'progressive']",0
1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about the current state of feeling for a certain group of people.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current emotional state of a specific group of people.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the state of being a freedom-loving American and the feeling that should not be present.""
}",['simple'],1
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact without indicating any specific time frame or completion of an action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact or statement without any specific reference to the timing or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact or statement without any specific focus on the completion or duration of the action.""
}",['simple'],1
1309,[7],What is happening in the Brett Kavanaugh nomination process should concern every American.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is happening' indicates an ongoing or incomplete action, hence the progressive aspect is used in the sentence.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is happening' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about the ongoing Brett Kavanaugh nomination process without indicating any completion or ongoing aspect of the action.""
}",['simple'],0
1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoing action, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific time frame or completion of an action.""
}",['simple'],1
1332,[7 8],These pardons cleanse another stain from our nation's history in the dark years of Obama.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific time frame or completion of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact that these pardons cleanse another stain from our nation's history in the dark years of Obama.""
}",['simple'],1
1344,[7 7],“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about what needs to happen in Washington, without focusing on the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence is expressing a simple fact ('It's time for our leaders...') and also an ongoing or habitual action ('to follow the lead of America's mayors...').""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the need for leaders to prioritize public safety over NRA priorities.""
}",['simple'],0
1350,[7],"As far as the labor market is concerned, “America First” has not translated to Americans First.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['simple'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The sentence uses the perfect progressive aspect to express an ongoing action (the translation of 'America First' to 'Americans First').""
}",['perfect_progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or habitual aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the present situation in the labor market.""
}",['simple'],0
1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have noted' indicates a completed action, suggesting that the speaker has made the intelligence findings known on multiple occasions.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have noted' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [
    ""perfect"",
    ""progressive""
  ],
  ""Explanation"": ""The use of 'have noted' indicates a completed action (perfect aspect), and 'attempted to interfere' indicates an ongoing or incomplete action (progressive aspect).""
}","['perfect', 'progressive']",0
1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the behavior of former CIA Director Brennan and former Director of National Intelligence Clapper.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],1
1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about importing goods 'Made in China' and exporting our future.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or repetition.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the action of importing goods, without indicating any completion, ongoingness, or habitual nature of the action.""
}",['simple'],1
1371,[7],"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact without indicating completion, ongoingness, or a combination of the two.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact about the past actions of the Bush-Obama administration and the consequences of their policies.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example uses the simple aspect to express a simple fact about the past action of 'bringing in tens of millions of Third World peoples.'""
}",['simple'],1
1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple"", ""perfect progressive""],
  ""Explanation"": ""The sentence contains a simple fact ('Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran') and also implies an ongoing action with an end ('all the while cutting quiet deals, behind closed doors, with the rogue nation').""
}","['simple', 'perfect_progressive']","{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains a simple fact about Barack Obama's actions towards Iran, as well as an ongoing or habitual action of selling the idea of a cooperative Iran.""
}","['simple', 'progressive']","{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about an action in the past without indicating completion, ongoingness, or repetition.""
}",['simple'],0
1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact without any indication of completion, ongoingness, or habitualness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'Trump said' expresses a simple fact.""
}",['simple'],1
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of the issue. There are no indications of completed or ongoing actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the problem being national.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'it's a national problem' expresses a simple fact without any indication of the completion or ongoing nature of the action.""
}",['simple'],1
1487,[8],"My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains the simple aspect ('was based'), perfect aspect ('has been') and progressive aspect ('exposition').""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the reader's acceptance of the Church's orthodox eucharistic doctrine.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the speaker's acceptance of the Church's orthodox eucharistic doctrine.""
}",['simple'],0
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the stunning tower audio providing proof about the narrative related to Stephen Paddock.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the tower audio providing proof.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about the tower audio providing proof.""
}",['simple'],1
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact about the ongoing investigation ('authorities are still hunting') and the progressive aspect to denote an ongoing or incomplete action ('describes').""
}","['simple', 'progressive']","{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are still hunting' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text contains a simple statement about ongoing or incomplete actions.""
}","['simple', 'progressive']",0
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Aspect,['simple'],['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence contains a simple past tense 'was' to express a simple fact, and also uses the progressive aspect 'was shuffling' to describe an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence simply expresses a fact about the past: 'He said the group was a toothless, paper-shuffling exercise.'""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was' indicates a past ongoing or habitual action, making the progressive aspect relevant.""
}",['progressive'],0
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are breaking down' indicates an ongoing or incomplete action, qualifying this as a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of the Netherlands without focusing on the completion, ongoing nature, or duration of the situation.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion or ongoing action.""
}",['simple'],0
2128,[8],"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",Aspect,,['simple'],['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the devastating experiences suffered by the victims.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the experiences suffered by victims of homosexual clerics.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about the experiences of the victims, without indicating completion, ongoing action, or the end of an ongoing action.""
}",['simple'],1
2198,[16  6  8],"That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The text expresses a completed action by using the past perfect tense 'had been imposed' to indicate that the sanctions were imposed before the action of ignoring them.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had been imposed' and 'until forced to act' indicates a completed action, which aligns with the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'that had been imposed' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],1
2241,[8],"Because in those texts—above all Gaudium et Spes, Dignitatis Humanae, Unitatis Redintegratio, Nostra Aetate and Sacrosanctum Concilium—the Council verbally prostrated itself before “the modern world” and the practitioners of other religions while authorizing Bugnini (Secretary of the liturgical Preparatory Commission that drafted what would become Sacrosanctum Concilium) to begin demolition of the sacred liturgy that was the very foundation Catholic of orthodoxy and orthopraxis.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text uses the simple aspect to express straightforward facts and events, without emphasizing the completion, ongoing nature, or repetition of the actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the Council prostrating itself before the modern world and other religions, as well as authorizing Bugnini to begin the demolition of the sacred liturgy.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact that the Council verbally prostrated itself before 'the modern world' and practitioners of other religions. It does not express a completed, ongoing, or habitual action.""
}",['simple'],1
2456,[8],NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,Aspect,"['simple', 'perfect']","['simple', 'perfect']",['perfect'],['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the release of a photograph by NASA. There is no indication of a completed or ongoing action, so the use of 'simple' aspect is sufficient.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the release of a photograph by NASA.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has released' indicates a completed action, suggesting the perfect aspect.""
}",['perfect'],0
2472,[8],"Ricki Seidman, a Democratic operative and former Clinton White House official who is now an advisor to Mrs. Ford, said in July (at roughly the same time as the letter was submitted) that she predicted a ""strategy"" forming to destroy Brett Kavanaugh.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a prediction made by Ricki Seidman in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about a past event with no indication of completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about something that was said in the past.""
}",['simple'],1
