sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
650,[5 8],She offered no evidence — nor was asked for any — to back her grave allegations.,Series,[],[],[],"{
  ""Properties"": [
    ""asyndeton""
  ],
  ""Explanation"": ""The example text uses asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton"", ""polysyndenton""],
  ""Explanation"": ""The use of a dash to connect 'no evidence' and 'nor was asked for any' suggests asyndenton, while the repeated use of 'and' before each item indicates polysyndenton.""
}","['asyndenton', 'polysyndenton']","{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by omitting any conjunction between 'evidence' and 'was asked'.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'nor' without any conjunction before it indicates the use of asyndeton in the sentence.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'nor' without any conjunctions between the items 'evidence' and 'was asked for any' indicates the presence of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'nor' without any conjunctions between the items 'evidence' and 'was asked for any' indicates the presence of asyndeton.""
}",['asyndenton'],1
659,[5],"“Under these circumstances, we did not have confidence that Strzok’s decision to prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop was free from bias,” the report said.",Series,[],[],[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The text uses asyndeton to list the reasons for not having confidence in Strzok's decision.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing items without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton because it lists items without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing items without any conjunctions ('prioritize the Russia investigation over following up on the Midyear-related investigative lead discovered on the Weiner laptop').""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],1
747,[9 5],"And finally, in a bizarre tweet, Greenwald opined, “I hope the story [maligning Assange] turns out true” – apparently because maintenance of the Guardian’s reputation is more important than Assange’s fate and the right of journalists to dig up embarrassing secrets without fear of being imprisoned.",Series,[],[],[],"``` 
{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and finally' followed by a list without any conjunctions indicates the use of asyndenton in the example text.""
}
```",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text includes a list of items without the use of any conjunctions, as seen in the phrase 'I hope the story [maligning Assange] turns out true'.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'fate', 'the right of journalists', and 'being imprisoned' demonstrates polysyndenton.""
}",['polysyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'Assange’s fate' and 'the right of journalists' qualifies this as an example of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'Assange’s fate' and 'the right of journalists' qualifies the text as an example of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'Assange’s fate' and 'the right of journalists' qualifies as polysyndenton.""
}",['polysyndenton'],1
748,[5 9],"Rather than being the reason for the Guardian violating basic journalistic standards and ethics, the paper’s hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media.",Series,[],[],[],timeout,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton when listing 'the Guardian violating basic journalistic standards and ethics'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a chain of causality, suggesting that the Guardian's hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media.""
}",['gradatio'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'Guardian', 'journalistic standards', and 'ethics' suggests polysyndenton in the sentence.""
}",['polysyndenton'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The sentence presents a chain of causality, suggesting that the Guardian's hatred of Assange is a symptom of a deeper malaise in the Guardian and the wider corporate media.""
}",['gradatio'],0
751,[5 9],"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses the conjunction 'and' between the items 'Russian trolls', 'ever-tighter restrictions', and 'critical voices of the dissident left'.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by listing items without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses polysyndenton by using the conjunction 'and' between 'Russian trolls', 'ever-tighter restrictions', and 'critical voices of the dissident left'.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the conjunction 'that' to link the different parts of the argument, creating a polysyndeton effect.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the polysyndenton technique by using the conjunction 'that' between the listed items 'Russian trolls' and 'ever-tighter restrictions'.""
}",['polysyndenton'],1
804,[5],"Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage, contradicting a timeline they had offered earlier this week….",Series,[],[],[],"{
  ""Properties"": [
    ""asyndenton""
  ],
  ""Explanation"": ""The text uses an asyndenton as there are no conjunctions used when listing the actions of the gunman."" 
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by listing actions without using any conjunctions, as in 'did not shoot a security guard six minutes before that rampage, contradicting a timeline they had offered earlier this week.'""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The list of items (country music festival, hotel suite, security guard, timeline) is implicitly lumped together as part of the same event or situation.""
}",['bracketing'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the actions of the Las Vegas police without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the actions of the Las Vegas police without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing the actions of the Las Vegas police without using any conjunctions between them.""
}",['asyndenton'],1
812,[5],This Guardian Fake News Story Proves That The Media Can't Be Trusted,Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'Guardian', 'Fake News Story', and 'The Media' are implicitly lumped into the same category as things that can't be trusted.""
}",['bracketing'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing 'The Guardian Fake News Story Proves That The Media Can't Be Trusted' without any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'The Guardian' and 'fake news' in the same sentence implicitly lumps them together as untrustworthy sources.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'The Guardian' and 'Fake News Story' in the title implicitly lumps them together as untrustworthy, demonstrating bracketing.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'The Guardian' and 'fake news' in the headline implicitly lumps them together as untrustworthy sources, demonstrating bracketing.""
}",['bracketing'],1
848,[5],Judge: I don’t understand why the witness is having such trouble with the question.,Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between every item in the listed elements.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as there are no conjunctions used when listing the items ('I came, I saw, I conquered').""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as there are no conjunctions used when listing the items 'truth', 'love', 'courage', and 'honesty'.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the items 'understand', 'witness', and 'trouble' without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the reasons without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the reasons without using any conjunctions.""
}",['asyndenton'],1
852,[5],"On top of that, we have questions as to whether the body was even that of Stephen Paddock, given the fact that certain elements of the Paddock in the preliminary police report, which mentioned the autopsy, are apparently at odds with the Paddock of other documentation.",Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses the conjunction 'and' between every item in the list, suggesting a chain of related elements.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'preliminary police report' and 'autopsy' are listed together, implicitly lumping them into the same category of elements of the Paddock.""
}",['bracketing'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the elements of the preliminary police report, the autopsy, and other documentation.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'given the fact that' without any conjunctions between the elements of the list qualifies as asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'as well as' between 'questions' and 'whether' qualifies as polysyndenton.""
}",['polysyndenton'],0
863,[5],Capitol Police didn’t make arrests despite numerous red flags and then ‘inadvertently’ gave evidence to defense attorneys that was supposed to go to prosecutors,Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list actions or events without using any conjunctions between them.""
}",['asyndenton'],timeout,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and then' without a conjunction between 'arrests' and 'despite numerous red flags' indicates the asyndenton property.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and then' without any conjunction between 'arrests' and 'inadvertently' indicates the use of asyndenton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and then' without any conjunction between 'arrests' and 'inadvertently' indicates the presence of asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'and then' without any conjunction between 'numerous red flags' and 'inadvertently' indicates the presence of asyndeton in the text.""
}",['asyndenton'],1
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Series,[],[],[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The phrase 'Islamic profession of faith' lumps together multiple specific items into one category.""
}",['bracketing'],"```json
{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'Islamic profession of faith' and 'calligraphy' are listed together and implicitly lumped into the same category, suggesting they are related.""
}
```",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The all male Saudi rulers, Catholic priesthood, Taliban, and the boys club running Enron - the items are lumped together into the same category as sources of power and control.""
}",['bracketing'],[],['bracketing'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the items 'write', 'Islamic profession of faith', and 'practice calligraphy' without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the items 'instructing junior high students to write the Islamic profession of faith' without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'to write the Islamic profession of faith ostensibly to practice calligraphy' without any conjunctions suggests an asyndeton structure.""
}",['asyndenton'],1
900,[6 9],His warning against making the resistance to jihad a “battle between us and the entire religion” is odd.,Series,[],[],[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton by listing three items (us, entire religion, jihad) without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of 'and' between 'truth,' 'love,' 'courage,' and 'honesty' in the text demonstrates the polysyndenton property.""
}",['polysyndenton'],"{
  ""Properties"": [""bracketing"", ""polysyndeton""],
  ""Explanation"": ""The list of items (Saudi rulers, Catholic priesthood, Taliban, and Enron) are implicitly lumped into the same category. Additionally, the conjunction 'and' is used between every item in the list.""
}","['bracketing', 'polysyndenton']",[],['asyndenton'],-1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'us' and 'the entire religion' suggests the presence of polysyndenton.""
}",['polysyndenton'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'us' and 'the entire religion' implicitly lumps them together in the same category, creating a sense of bracketing.""
}",['bracketing'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'us' and 'the entire religion' suggests polysyndenton.""
}",['polysyndenton'],0
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Series,[],[],['bracketing'],"{
  ""Properties"": [
    ""gradatio""
  ],
  ""Explanation"": ""The text lists specific steps with overlapping or increasing importance, suggesting a chain of causality, which is an example of gradatio.""
}",['gradatio'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'pressuring our allies' and 'consider these specific steps' suggests a series of actions or considerations.""
}",['polysyndenton'],"{
  ""Properties"": [
    ""gradatio"",
    ""asyndenton""
  ],
  ""Explanation"": ""The text includes a chain of causality, suggesting a progression from one action to another (gradatio). Additionally, the listing of specific steps is done without the use of conjunctions (asyndenton).""
}","['gradatio', 'asyndenton']",[],['gradatio'],-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The text presents a chain of causality by listing specific steps taken by President Trump against Russia, suggesting a progression from one action to the next.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The text presents a list of specific steps taken by President Trump against Russia, with the second step presented as a contrast to the action taken by President Obama. This creates a chain of causality, suggesting a progression from one action to the next.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The text presents a chain of causality by listing specific steps taken by President Trump against Russia, suggesting a progression of actions in response to the previous administration's approach.""
}",['gradatio'],1
953,[6],"And it gets even worse: “The investigation, published Wednesday by the House Permanent Subcommittee on Investigations, further discloses secret efforts by top Obama administration officials to assure European countries they would receive a pass from U.S. sanctions if they engaged in business with Iran.”",Series,[],[],[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'top Obama administration officials' and 'European countries' are implicitly lumped into the same category as they are both affected by the secret efforts.""
}",['bracketing'],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'top Obama administration officials' and 'European countries' are implicitly lumped into the same category of entities involved in secret efforts.""
}",['bracketing'],"{
  ""Properties"": [""bracketing"", ""polysyndeton""],
  ""Explanation"": ""The use of 'The investigation' and 'published Wednesday by the House Permanent Subcommittee on Investigations' implies that both phrases are related and bracketed together. The use of 'and further discloses secret efforts' shows the use of polysyndeton.""
}","['bracketing', 'polysyndenton']",[],['bracketing'],-1,[],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'top Obama administration officials' and 'European countries' suggests a polysyndeton structure.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'top Obama administration officials' and 'European countries' suggests polysyndenton in the text.""
}",['polysyndenton'],0
956,[6],Nothing good can be said about his four years of sanctimony and incompetence.,Series,[],[],[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'sanctimony' and 'incompetence' suggests a series of negative characteristics of his four years.""
}",['polysyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton, as there is no conjunction between the two items 'sanctimony' and 'incompetence'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the negative qualities of 'sanctimony' and 'incompetence' without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'sanctimony' and 'incompetence' suggests a chain of causality, with 'sanctimony' leading to 'incompetence'.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'sanctimony' and 'incompetence' suggests a chain of causality, with 'sanctimony' leading to 'incompetence'.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'sanctimony' and 'incompetence' suggests a chain of causality, with one leading to the other.""
}",['gradatio'],1
963,[6],"An Arizona man who sold ammunition to the gunman in the deadliest mass shooting in modern U.S. history was disturbed that he didn't spot any suspicious signs about his one-time customer, the man's lawyer said Wednesday.",Series,[],[],[],"```{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton when listing the reasons for the man's disturbance - 'that he didn't spot any suspicious signs about his one-time customer'.""
}```",['asyndenton'],"``` 
        {
            ""Properties"": [""bracketing""],
            ""Explanation"": ""The items 'ammunition' and 'gunman' are listed together, implicitly lumping them into the same category.""
        }
```",['bracketing'],timeout,[],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The sentence uses asyndeton by listing the qualities of the Arizona man's one-time customer without any conjunctions, creating a sense of urgency and directness.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing the actions 'sold ammunition to the gunman' and 'was disturbed that he didn't spot any suspicious signs' without any conjunctions.""
}",['asyndenton'],1
989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Series,[],[],[],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The example text uses asyndeton, as there are no conjunctions used when listing the items 'comfort in being put through the ringer without a shred of evidence'.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses no conjunctions when listing items, creating a punchy and dramatic effect.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses a list of items without any conjunctions when listing them, which is an example of asyndenton.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'without a shred of evidence' without any conjunctions suggests an asyndeton structure.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses a series of actions ('being put through the ringer without a shred of evidence') without any conjunctions, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndeton""],
  ""Explanation"": ""The use of 'without a shred of evidence' without any conjunctions suggests an asyndeton structure.""
}",['asyndenton'],1
994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Series,['bracketing'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The sentence uses the conjunction 'and' between each item in the list: 'chaos, anarchy, and illegal border crossings.'""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'chaos', 'anarchy', and 'illegal border crossings' indicates the presence of polysyndenton in the text.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of 'and' between 'chaos', 'anarchy', and 'illegal border crossings' indicates the presence of polysyndenton.""
}",['polysyndenton'],1
1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Series,[],[],[],"```json
{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The items 'Winters, Allen and Shea' are listed together and implicitly lumped into the same category of people who are conveniently ignoring certain details.""
}
```",['bracketing'],"{
  ""Properties"": [""polysyndeton""],
  ""Explanation"": ""The use of the conjunction 'and' between the names Winters, Allen, and Shea suggests an exhaustive list.""
}",['polysyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The text uses the conjunction 'and' between the names Winters, Allen, and Shea, making it an example of polysyndenton.""
}",['polysyndenton'],[],['polysyndenton'],-1,[],"{
  ""Properties"": [""bracketing""],
  ""Explanation"": ""The use of 'Winters, Allen and Shea' implicitly lumps them together as individuals who conveniently ignored the details of Archbishop Viganò’s testimony.""
}",['bracketing'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is omitted when listing the individuals who ignored the details, creating an asyndeton.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is absent when listing the individuals who ignored the details, creating an asyndeton.""
}",['asyndenton'],0
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as there are no conjunctions used when listing the priests and bishops who lead healthy lives."" 
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton to list the qualities of the priests and bishops without any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""polysyndenton""],
  ""Explanation"": ""The use of the conjunction 'and' between 'service' and 'faithful lives' qualifies for the polysyndenton property.""
}",['polysyndenton'],0
1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Series,[],[],[],"``` 
        {
          ""Properties"": [""bracketing""],
          ""Explanation"": ""The items 'former CIA Director Richard Helms' are implicitly lumped together as one unit within the same category.""
        }
```",['bracketing'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton by listing 'one great big important point' without using any conjunctions between the items.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'and' is not present when listing the qualities of truth, love, courage, and honesty.""
}",['asyndenton'],[],['asyndenton'],-1,[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The text uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The sentence uses asyndenton by listing items without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The use of 'one great big important point' without any conjunctions between the adjectives is an example of asyndenton.""
}",['asyndenton'],1
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Series,[],[],[],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The example text uses asyndenton, as it lists a series of actions without using any conjunctions.""
}",['asyndenton'],"{
  ""Properties"": [""asyndenton""],
  ""Explanation"": ""The listing of actions uses no conjunctions between them, creating a rapid and impactful effect.""
}",['asyndenton'],"{
  ""Properties"": [],
  ""Explanation"": ""None of the properties of Series are used in the example text. The text does not list items in a way that demonstrates bracketing, order, gradatio, polysyndenton, or asyndenton."" 
}",[],[],['asyndenton'],-1,[],"{
  ""Properties"": [""order (incrementum)""],
  ""Explanation"": ""The sentence lists the course-correction manoeuvre as the most-distant, indicating an increasing level of distance for the accomplishment.""
}",['order_(incrementum)'],"{
  ""Properties"": [""order (incrementum)""],
  ""Explanation"": ""The sentence describes a course-correction manoeuvre that is the most-distant ever, indicating an increasing level of distance achieved.""
}",['order_(incrementum)'],"{
  ""Properties"": [""order (incrementum)""],
  ""Explanation"": ""The sentence describes a course-correction manoeuvre as the most-distant ever, indicating an increasing level of distance for the accomplishment.""
}",['order_(incrementum)'],1
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Series,[],[],[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The list of items (testimony, honest man, modern-day Athanasius) suggest a chain of causality, building on each other to create a stronger argument.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The example text uses gradatio by listing the items 'honest man', 'good of the Church', 'modern-day Athanasius', and 'something so much worse than Liberius' in a way that suggests a chain of causality.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The example text uses a gradatio by listing a chain of virtues to be added to faith, suggesting a sequence of causality.""
}",['gradatio'],[],['gradatio'],-1,[],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'something so much worse than Liberius' suggests a gradatio, a list of items with overlapping, suggesting a chain of causality.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'something so much worse than Liberius' suggests a chain of causality, indicating a gradatio.""
}",['gradatio'],"{
  ""Properties"": [""gradatio""],
  ""Explanation"": ""The use of 'something so much worse than' suggests a gradatio, a list of items with overlapping, suggesting a chain of causality.""
}",['gradatio'],1
