sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency
989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Phrases_built_on_verbs,['participal_phrases'],['participal_phrases'],['participal_phrases'],,[],,[],,[],['participal_phrases'],['participal_phrases'],1,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being put through the ringer without a shred of evidence' is a participial phrase modifying 'comfort'. It describes the state of Judge Kavanaugh during the process.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being put through the ringer without a shred of evidence' is a participial phrase modifying 'comfort'. It describes the state in which Judge Kavanaugh is comfortable.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being put through the ringer without a shred of evidence' is a participial phrase modifying 'comfort'. It describes the state or condition of Judge Kavanaugh.""
}",['participal_phrases'],1
994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'illegal border crossings' is built on the verb 'crossings' and functions as a participial phrase describing the type of chaos and anarchy."" 
}",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'which we view as the best example of discipline and the rule of law' is a participal phrase acting as an adjective modifying 'country like Germany'.""
}
```",['participal_phrases'],timeout,[],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'viewed as something good' which modifies the noun phrase 'chaos, anarchy and illegal border crossings'. This participial phrase functions as an adjective phrase.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'viewed as something good' which modifies the noun phrase 'chaos, anarchy and illegal border crossings'. This participial phrase provides additional information about the perception of these concepts.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'viewed as something good' which modifies the noun phrase 'chaos, anarchy and illegal border crossings'. This participial phrase provides additional information about how these concepts are perceived.""
}",['participal_phrases'],1
1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Phrases_built_on_verbs,['inifinitive_phrases'],['participal_phrases'],[],,[],,[],,[],['inifinitive_phrases'],['participal_phrases'],-1,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose' is a participal phrase, as it is describing the details of Archbishop Viganò’s testimony.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'conveniently ignored by Winters, Allen and Shea' is a participial phrase, as it describes the action of ignoring and modifies the noun 'details'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose' modifies the noun 'testimony' and provides additional information about the nature of the testimony.""
}",['participal_phrases'],1
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participial phrase 'who lead healthy lives of service and faithful lives of celibacy' describing the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The example text contains a participal phrase 'having done something': 'who lead healthy lives of service and faithful lives of celibacy.'""
}",['participal_phrases'],"```json
{
  ""Properties"": [
    ""participal phrases""
  ],
  ""Explanation"": ""The phrase 'who lead healthy lives of service and faithful lives of celibacy' is a participal phrase describing the priests and bishops.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'leading healthy lives of service and faithful lives of celibacy', which modifies the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'who lead healthy lives of service and faithful lives of celibacy', which describes the priests and bishops.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'leading healthy lives of service and faithful lives of celibacy', which modifies 'priests and bishops'. This participial phrase provides additional information about the priests and bishops.""
}",['participal_phrases'],1
1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],['inifinitive_phrases'],-1,['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'about former CIA Director Richard Helms', which modifies the noun 'point'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'failing to conclude his article' which modifies the subject 'he'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'about former CIA Director Richard Helms', which modifies the noun 'point'.""
}",['participal_phrases'],1
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Phrases_built_on_verbs,['participal_phrases'],['participal_phrases'],['participal_phrases'],,[],,[],,[],['participal_phrases'],['participal_phrases'],1,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019', which modifies the noun 'mission team'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.' This phrase modifies the noun 'mission team' and provides additional information about their action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.' This phrase modifies the noun 'mission team' and provides additional information about their action.""
}",['participal_phrases'],1
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Phrases_built_on_verbs,['participal_phrases'],[],['participal_phrases'],,[],,[],,[],['participal_phrases'],[],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'standing against something so much worse than Liberius', which modifies the noun 'Athanasius'. This participial phrase provides additional information about Athanasius and his actions.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'standing against something so much worse than Liberius' is a participial phrase, as it uses the present participle 'standing' to describe the action of the modern-day Athanasius.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'standing against something so much worse than Liberius' is a participial phrase, as it is headed by the participle 'standing' and functions as an adjective to describe the modern-day Athanasius.""
}",['participal_phrases'],1
1145,[9 8 6],To call them nativists and parade their moral superiority.,Phrases_built_on_verbs,['inifinitive_phrases'],['inifinitive_phrases'],['inifinitive_phrases'],,[],,[],,[],['inifinitive_phrases'],['inifinitive_phrases'],1,['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'To call them nativists and parade their moral superiority' is a participal phrase, as it is headed by the participle 'calling' and 'parading' and functions as an adjective to describe the subject of the sentence.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'To call them nativists and parade their moral superiority' is a participial phrase, as it is headed by the participle 'calling' and 'parading', and functions as an adjective to describe the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'To call them nativists and parade their moral superiority' is a participial phrase, as it is headed by the participle 'parade' and describes the action of the subject.""
}",['participal_phrases'],1
1194,[6 9],"Julian Assange called it ""a hack job in the purest sense of the term"".",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'called it' is a participial phrase with 'called' as the participle.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'called it' is used in the example text.""
}",['participal_phrases'],"```json
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participle phrase 'in the purest sense of the term' functions as an adjective to modify the noun 'hack job'.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' is a participial phrase, as it is headed by the participle 'hack' and functions as an adjective to describe the noun 'job'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' is a participial phrase, as it is headed by the participle 'hack' and functions as an adjective describing the noun 'job'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'a hack job in the purest sense of the term' is a participial phrase, as it is headed by the participle 'hack' and functions as an adjective to describe the noun 'job'.""
}",['participal_phrases'],1
1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'protest this egregious submission to the most vicious and brutal ideology on the face of the Earth', which modifies the subject 'Rich Penkoski'.""
}",['participal_phrases'],1
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Phrases_built_on_verbs,[],[],[],"{
    ""Properties"": [""participal phrases""],
    ""Explanation"": ""The phrase 'defended Nation of Islam leader Louis Farrakhan' is a participal phrase, expressing the action as a participle rather than a verb.""
}",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'defended Nation of Islam leader Louis Farrakhan' modifies the noun 'Danny Davis'.""
}
```",['participal_phrases'],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participle phrase 'defended Nation of Islam leader Louis Farrakhan' modifies the noun 'Rep. Danny Davis'.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'defended Nation of Islam leader Louis Farrakhan' which modifies the subject 'Democratic Illinois Rep. Danny Davis'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'defended Nation of Islam leader Louis Farrakhan' which modifies the subject 'Democratic Illinois Rep. Danny Davis'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'defended Nation of Islam leader Louis Farrakhan' which modifies the subject 'Democratic Illinois Rep. Danny Davis'.""
}",['participal_phrases'],1
1234,[7],"He was treated very unfairly by our government!""",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'treated very unfairly by our government' modifies the subject 'He' and describes the action in a way that changes the relation of the action to the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The participial phrase 'treated very unfairly' modifies the subject 'He' by describing the action done to him.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'being treated very unfairly' is a participal phrase, expressing the action in a different form.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'treated very unfairly' which describes the action 'was treated'. This participial phrase modifies the subject 'He' and provides additional information about the action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'treated very unfairly' which modifies the subject 'he'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'treated very unfairly' which describes the action 'was' in the main clause.""
}",['participal_phrases'],1
1259,[7],Does Berg and the AMA support our military?,Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any participal or infinitive phrases built on verbs. The text is a simple question without any additional phrases.""
}",[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'support our military' can be considered as a participal phrase, as it describes the action of supporting in the form of a present participle.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'support our military' can be interpreted as a participial phrase, functioning as an adjective to describe Berg and the AMA.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'supporting our military', which modifies the noun 'Berg and the AMA'. This participial phrase indicates that Berg and the AMA are involved in supporting our military.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The question contains a participial phrase 'supporting our military', which indicates the action of supporting the military. This participial phrase modifies the subject 'Berg and the AMA'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The question contains a participial phrase 'supporting our military', which is a present participle phrase modifying the noun 'Berg and the AMA'.""
}",['participal_phrases'],1
1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [
    ""participal phrases""
  ],
  ""Explanation"": ""The example text contains a participal phrase 'held it', which describes the action 'you' performed.""
}",['participal_phrases'],"```json
{
  ""Properties"": [""participal phrases"", ""inifinitive phrases""],
  ""Explanation"": ""The participal phrase 'to see through this sham' and the infinitive phrase 'to see through this sham' are both used in the example text.""
}
```","['participal_phrases', 'inifinitive_phrases']","```json
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'having done something' occurs in the text as 'I hope the American people can see through this sham'.""
}
```",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'knowing about it and holding it', which modifies the pronoun 'you'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'knowing about it and holding it', which modifies the pronoun 'you'.""
}",['participal_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to see through this sham' which functions as the object of the verb 'hope'. It tells us why the speaker hopes the American people can do something.""
}",['inifinitive_phrases'],0
1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Phrases_built_on_verbs,[],[],[],"``` 
{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'freedom-loving American' is used to describe the type of person being referred to in the sentence.""
}
```",['participal_phrases'],"``` 

{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'who values your liberties and the God-given right to defend them' is a participial phrase, as it is describing the noun 'American' and is headed by the participle 'valuing'.""
}
```",['participal_phrases'],timeout,[],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'freedom-loving American' which modifies the subject 'you'. This phrase is built on the participle 'loving' and functions as an adjective to describe the type of American being referred to.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'freedom-loving American' which modifies the subject 'you'. This participial phrase provides additional information about the type of American being referred to.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'freedom-loving American' which modifies the subject 'you'.""
}",['participal_phrases'],1
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to stop this Rigged Witch Hunt' which functions as the object of the verb 'should'. This infinitive phrase tells us the purpose or reason for the action.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The sentence contains an infinitive phrase 'to stop this Rigged Witch Hunt' which functions as the object of the verb 'should'. This infinitive phrase tells us why Attorney General Jeff Sessions should stop the hunt.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Rigged Witch Hunt' which modifies the noun 'situation'. This participial phrase is used to convey the nature of the situation.""
}",['participal_phrases'],0
1309,[7],What is happening in the Brett Kavanaugh nomination process should concern every American.,Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The participal phrase 'happening in the Brett Kavanaugh nomination process' is used in the example text to describe the action of concern.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'happening in the Brett Kavanaugh nomination process' is a participial phrase, indicating the action and its relation to the process.""
}",['participal_phrases'],"{
    ""Properties"": [""participal phrases""],
    ""Explanation"": ""The participial phrase 'happening in the Brett Kavanaugh nomination process' modifies the noun 'what', providing additional information about it.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to concern every American' functions as an adverb, telling us why the action 'is happening' in the sentence.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to concern every American' functions as an adverb, telling us why the action 'is happening' occurred.""
}",['inifinitive_phrases'],"{
  ""Properties"": [""infinitive phrases""],
  ""Explanation"": ""The infinitive phrase 'to concern every American' functions as an adverb, telling us why the action 'is happening' in the sentence.""
}",['inifinitive_phrases'],1
1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'grandly proclaimed', which modifies the subject 'Trump'.""
}",['participal_phrases'],1
1332,[7 8],These pardons cleanse another stain from our nation's history in the dark years of Obama.,Phrases_built_on_verbs,[],[],[],"{
    ""Properties"": [""participial phrases""],
    ""Explanation"": ""The phrase 'in the dark years of Obama' functions as a participial phrase as it describes the action of cleansing another stain from our nation's history.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' serves as a participle phrase modifying the verb 'cleanse'.""
}",['participal_phrases'],"{
    ""Properties"": [""participal phrases""],
    ""Explanation"": ""The example text contains a participal phrase 'in the dark years of Obama', which modifies the verb 'cleanse'.""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' functions as a participial phrase, modifying the noun 'stain'. It describes the stain as being associated with the dark years of Obama.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' functions as a participial phrase, modifying the noun 'stain'. It describes the stain as being associated with the dark years of Obama.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'in the dark years of Obama' is a participial phrase modifying the noun 'stain'. It is expressing the state of the stain during the specified time period.""
}",['participal_phrases'],1
1344,[7 7],“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the noun 'leaders'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the action of the leaders in Washington.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'following the lead of America's mayors', which modifies the noun 'leaders'.""
}",['participal_phrases'],1
1350,[7],"As far as the labor market is concerned, “America First” has not translated to Americans First.",Phrases_built_on_verbs,[],[],[],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The participial phrase 'Americans First' functions as an adjective describing the effect of the action 'translate' and is headed by the participle 'translated'.""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The participial phrase 'concerned' modifies the noun 'labor market'""
}",['participal_phrases'],"{
  ""Properties"": [""participial phrases""],
  ""Explanation"": ""The phrase 'America First' is being modified by the participial phrase 'has not translated to Americans First.'""
}",['participal_phrases'],[],['participal_phrases'],-1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'concerned' which modifies the noun 'labor market'. This participial phrase functions as an adjective to provide additional information about the labor market.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'concerned', which modifies 'labor market'. The phrase 'concerned' acts as an adjective to provide more information about the labor market.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'America First' is used as a participle phrase to modify the verb 'translated', indicating the action associated with 'America First'.""
}",['participal_phrases'],1
1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions, noted our intelligence findings', which modifies the subject 'I'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions' which modifies the verb 'noted'. This participial phrase functions as an adverbial phrase, providing additional information about the action of noting the intelligence findings.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'on numerous occasions' which modifies the verb 'noted'. This participial phrase functions as an adverbial phrase providing additional information about the action of noting.""
}",['participal_phrases'],1
1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' which modifies the noun 'intensity and nastiness'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' functions as a participial phrase, describing the intensity and nastiness of the individuals.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'former CIA Director Brennan and former Director of National Intelligence Clapper' which modifies the noun 'intensity and nastiness'.""
}",['participal_phrases'],1
1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Phrases_built_on_verbs,['participal_phrases'],[],[],,[],,[],,[],[],['participal_phrases'],-1,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Made in China,' which modifies the noun 'goods.' This participial phrase provides additional information about the origin of the goods.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The phrase 'Made in China' is a participial phrase modifying the noun 'goods'. It describes the origin of the goods.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'Made in China,' which modifies the noun 'goods.'""
}",['participal_phrases'],1
1371,[7],"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],[],1,[],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'forced to bear the economic and social costs' which modifies 'Americans'. This participial phrase presents the action in a way that changes the relation of the action to the agent.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'forced to bear the economic and social costs', which modifies the noun 'Americans'. This participial phrase provides additional information about the Americans and their situation.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'forced to bear the economic and social costs', which modifies the noun 'Americans'.""
}",['participal_phrases'],1
1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Phrases_built_on_verbs,['participal_phrases'],[],['participal_phrases'],,[],,[],,[],['participal_phrases'],['participal_phrases'],1,['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran' which modifies the subject 'Barack Obama'. This participial phrase provides additional information about the action of 'Barack Obama' and changes the relation of that action to the agent.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran', which modifies the subject 'Barack Obama'.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'selling the American people on the idea of a cooperative Iran', which modifies the subject 'Barack Obama'. This participial phrase provides additional information about the action of the subject.""
}",['participal_phrases'],1
1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Phrases_built_on_verbs,['inifinitive_phrases'],[],[],,[],,[],,[],[],['inifinitive_phrases'],-1,['inifinitive_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence does not contain any infinitive phrases, but it does contain a participial phrase 'bringing our soldiers back home,' which modifies the subject 'Trump' and functions as an adjective.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'bringing our soldiers back home,' which modifies the noun 'soldiers' and provides additional information about the action.""
}",['participal_phrases'],"{
  ""Properties"": [""participal phrases""],
  ""Explanation"": ""The sentence contains a participial phrase 'bringing our soldiers back home,' which modifies the subject 'Trump' and functions as an adjective.""
}",['participal_phrases'],1
