sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,res1_x,gpt_props1_x,res2_x,gpt_props2_x,res3_x,gpt_props3_x,,props_a_majority,props_gpt_majority,ann_gpt_agreemnt,props_gpt4_majority,res1_y,gpt_props1_y,res2_y,gpt_props2_y,res3_y,gpt_props3_y,gpt3.5_consistency_y,gpt3.5_majority
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Aspect,['simple'],['simple'],['simple'],TRUE,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses simple facts without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The text includes simple (e.g. 'Obama pardoned drug dealers'), perfect (e.g. 'Trump pardons ranchers'), and progressive (e.g. 'Obama locking up ranchers') aspects in describing the actions of Obama and Trump.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The use of simple aspect is seen in the simple fact expressed in the sentence. The perfect aspect is used to indicate the completed actions of pardoning and locking up.""
}","['simple', 'perfect']",,['simple'],['simple'],1,[],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple contrast between the actions of Obama and Trump, without specifying completion or ongoing nature of the actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion or ongoing nature of the actions described.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about actions performed by Obama and Trump.""
}",['simple'],TRUE,
300,[3],"You do not like to beat around the bush, and neither do we, so allow us to say frankly that we do not understand your teaching about Islam, as we read in paragraphs 252 and 253 of Evangelii Gaudium, because it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist (see 1 Jn 2.22), and one of the most dangerous because it presents itself as the fulfillment of Revelation (of which Jesus would have been only a prophet).",Aspect,['simple'],"['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact without any indication of completed or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text uses the simple aspect to express a simple fact or statement without indicating the specific time of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the speaker's understanding of Islam without indicating a specific timeframe or completion of the action.""
}",['simple'],TRUE,
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Aspect,['simple'],[],['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific timing or completion of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the state of having to choose between two mutually exclusive alternatives.""
}",['simple'],TRUE,
319,[3],It’s not coming back.,Aspect,['progressive'],['progressive'],['simple'],FALSE,,[],,[],,[],,['progressive'],['simple'],-1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement 'It’s not coming back.' expresses a simple fact about the present situation.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence 'It's not coming back.' expresses a simple fact, indicating a general truth without specifying a particular time frame or completion of action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'It’s not coming back.' expresses a simple fact, indicating a general truth or statement of fact.""
}",['simple'],TRUE,
325,[3],A caller to the Michael Savage radio show who says he was neighbors with Las Vegas gunman Stephen Paddock asserts that Paddock could not have carried out the massacre and that it was actually a “set-up”.,Aspect,['simple'],"['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the caller's assertion without any indication of completion, ongoing action, or the end of an ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact about the caller's assertion regarding the Las Vegas gunman. It does not indicate ongoing, habitual, or incomplete action, nor does it express a completed or ongoing action."" 
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the caller's assertion without indicating any specific timing or completion of the action.""
}",['simple'],FALSE,
349,[4],"Recently, a video clip of anti-Semitic pastor Steve Anderson – making the claim that Jews have experienced such abuse because they have somehow been cursed – wound up on the personal Facebook page of South Florida Muslim leader Sofian Zakkout.",Aspect,['perfect'],"['simple', 'progressive', 'perfect']",['simple'],FALSE,,[],,[],,[],,['perfect'],['simple'],-1,['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completion, ongoingness, or progressiveness.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact or event without emphasizing on the completion, progress, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains simple aspect, as it expresses a simple fact about an event in the past. It also contains perfect aspect, as it describes a completed action. Additionally, it includes progressive aspect, as it indicates an ongoing or habitual action.""
}","['simple', 'perfect', 'progressive']",FALSE,
392,[ 9 13  4],"“Their only defense was that the activities they described were either non-partisan or were not officially taken by the company,” Carlson said Monday night, describing Google’s official response to his requests for comment, before challenging the company’s response: “But of course they were both.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company' expresses a simple fact without indicating any completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Their only defense was that the activities they described were either non-partisan or were not officially taken by the company' expresses a simple fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact or statement about the past without any indication of completion, ongoingness, or duration.""
}",['simple'],TRUE,
405,[5 4 8 8 9],"So, according to Faggioli, the same Pope who sacks conservative bishops and cardinals according to his pleasure and has just removed a cardinal from the College of Cardinals in an unprecedented disciplinary act under fire from the media, is somehow powerless to dismiss Modernist bishops who have created an obscene “gay culture” in the Church and replace them with orthodox, normal heterosexual males.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['perfect'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the actions of the Pope and does not focus on the completion or ongoing nature of those actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the actions of the Pope and does not indicate completion, ongoingness, or end of an action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the actions and attributes of the Pope and the bishops. It does not involve expressing completed or ongoing actions.""
}",['simple'],TRUE,
407,[4 8],Faggioli has no answer because what he is really arguing—the final beachhead of the neo-Catholic defense of their disintegrating regime—is that homosexuals in the hierarchy must remain in authority as an indispensable seawall against a “neo-traditionalist” storm surge.,Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has' indicates a completed action, suggesting that Faggioli currently has no answer.""
}",['perfect'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The text contains simple aspect to convey simple facts or general truths, perfect aspect to indicate a completed action, and progressive aspect to discuss an ongoing or habitual action.""
}","['simple', 'perfect', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion, ongoing nature, or duration of the action.""
}",['simple'],FALSE,
417,[4],That’s why they had shots fired from the front and placed Oswald in the rear.,Aspect,['perfect'],"['simple', 'perfect']",['perfect'],FALSE,,[],,[],,[],,['perfect'],['simple'],-1,['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'had' indicates a completed action, suggesting that shots were already fired before Oswald was placed at the rear.""
}",['perfect'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence contains both a simple past tense 'had shots fired' and a perfect tense 'placed Oswald in the rear'.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a completed and simple fact about the past: shots were fired from the front and Oswald was placed in the rear.""
}","['simple', 'perfect']",FALSE,
430,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement is expressing a simple fact about the testimony of an honest man without indicating any completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been standing' indicates the ongoing action that is coming to an end, suggesting the completed nature of the action.""
}",['perfect_progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the testimony of an honest man.""
}",['simple'],FALSE,
474,[4 9],This leftwing witch hunt has been ongoing since day one of Trump’s presidency in order to impair and impede his ability to get the job done.,Aspect,['perfect_progressive'],"['perfect_progressive', 'simple']","['progressive', 'perfect']",FALSE,,[],,[],,[],,['perfect_progressive'],['progressive'],-1,['progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been ongoing' indicates a continuous action that started in the past and is still continuing, which aligns with the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been ongoing' indicates the ongoing nature of the leftwing witch hunt up to the present moment, expressing the end of an ongoing action.""
}",['perfect_progressive'],"{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'has been ongoing' indicates the ongoing and completed nature of the action, suggesting a sense of duration and completion.""
}",['perfect_progressive'],TRUE,
514,[5 7],"Instead of preaching out against sin, they advocate for that which God clearly condemns, thereby making war against God (Micah 3:5), which at length destroys our government, our country and our families.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or repetition.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the actions of the subject without indicating completion, ongoingness, or habitualness. It simply states a fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],TRUE,
515,[5 8 4],"Wicked men in the sight of God are those who have the knowledge of what to do when it comes to the right, but over and over again, they turn their shoulders and choose the wrong, through tolerance and apathy Americans are bringing upon themselves destruction (Deuteronomy 30:19) that will not be reversed, which leaves no alternative as to why God judges and is judging America today (Deuteronomy 28:63).",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple"", ""perfect progressive""],
  ""Explanation"": ""The text contains a simple statement about the actions of wicked men and also includes a perfect progressive aspect to express the ongoing judgment of God on America.""
}","['simple', 'perfect_progressive']","{
  ""Properties"": [""perfect progressive""],
  ""Explanation"": ""The use of 'are bringing' and 'is judging' indicates an ongoing action that has been happening continuously. This fits the definition of perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses simple facts about the actions and judgements of wicked men and God without focusing on the completion or ongoing nature of the actions.""
}",['simple'],FALSE,
532,[5 8],"While we may never know what actually happened during the Las Vegas Massacre, the fact remains that the official story has been proven, time and time again, to be absolutely false and in fact nothing more than a pathetic attempt at a cover-up.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""perfect"", ""simple""],
  ""Explanation"": ""The text uses the perfect aspect to express a completed action ('has been proven') and the simple aspect to express a simple fact ('remains').""
}","['perfect', 'simple']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the official story being proven false.""
}",['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has been proven' indicates a completed action.""
}",['perfect'],FALSE,
751,[5 9],"The Guardian has painted social media chiefly as a platform overrun by Russian trolls, arguing that this should justify ever-tighter restrictions that have so far curbed critical voices of the dissident left more than the right.",Aspect,"['simple', 'perfect']","['simple', 'progressive', 'perfect']",['perfect'],FALSE,,[],,[],,[],,"['simple', 'perfect']","['past', 'present']",-1,"['past', 'present']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about how The Guardian has painted social media.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The statement expresses a simple fact about how The Guardian has portrayed social media.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence contains aspects of simple fact ('has painted'), perfect ('have curbed'), and progressive ('arguing')."" 
}","['simple', 'perfect', 'progressive']",FALSE,
804,[5],"Las Vegas police said Friday that the gunman who opened fire on a country music festival far below his hotel suite did not shoot a security guard six minutes before that rampage, contradicting a timeline they had offered earlier this week….",Aspect,['simple'],"['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the gunman's actions, without any indication of completed, ongoing, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the Las Vegas police's statement that contradicts an earlier timeline.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Las Vegas police said... the gunman did not shoot a security guard' expresses a simple fact.""
}",['simple'],TRUE,
848,[5],Judge: I don’t understand why the witness is having such trouble with the question.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['progressive'],0,['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the judge's lack of understanding, without any indication of completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without emphasizing the completion, progressiveness, or ongoing nature of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without any indication of completed, ongoing, or habitual action.""
}",['simple'],TRUE,
866,[6],A West Virginia school has come under fire for instructing junior high students to write the Islamic profession of faith ostensibly to practice calligraphy.,Aspect,['perfect'],['perfect'],['perfect'],TRUE,,[],,[],,[],,['perfect'],['simple'],-1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without emphasizing completion, ongoing nature, or the end of an ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without focusing on the completion, ongoing nature, or duration of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect"", ""progressive""],
  ""Explanation"": ""The sentence describes an ongoing, habitual action (instructing junior high students) and also refers to a completed action (has come under fire), as well as expresses a simple fact.""
}","['simple', 'perfect', 'progressive']",FALSE,
929,[13  6],"Beyond pressuring our allies, consider these specific steps President Trump has taken against Russia: Where President Obama refused to provide serious weapons to the Ukrainians to help them defend themselves (his response was weakness on a pathetic scale), President Trump has approved the sale of offensive weapons to enable the Ukrainians to increase the cost of Russian aggression.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",TRUE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about President Trump's actions against Russia.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text contains simple aspect to express simple facts, and perfect aspect to indicate completed actions.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text uses the simple aspect to express simple facts about actions taken by President Trump. It also uses the perfect aspect to denote completed actions by President Trump.""
}","['simple', 'perfect']",FALSE,
989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Aspect,['progressive'],['progressive'],['simple'],FALSE,,[],,[],,[],,['progressive'],['simple'],-1,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being put' indicates an ongoing or habitual action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being put' in 'being put through the ringer' indicates a progressive aspect, expressing an ongoing action.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'being put' indicates an ongoing or continuous action, suggesting the progressive aspect.""
}",['progressive'],TRUE,
994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",TRUE,,[],,[],,[],,"['simple', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'I've never understood' indicates a completed action of not understanding in the past leading up to the present moment.""
}",['perfect'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence expresses a simple fact (chaos, anarchy, and illegal border crossings are viewed as something good in a country like Germany), and it also refers to a completed action (the speaker never understood). Therefore, both simple and perfect aspects are used.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The text contains the simple aspect to express a simple fact, and the perfect aspect to express a completed action.""
}","['simple', 'perfect']",FALSE,
1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'successfully carried out' indicates a completed action, which aligns with the perfect aspect.""
}",['perfect'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence uses the simple aspect to express a simple fact about the spacecraft's action in the past ('successfully carried out') and the perfect aspect to express a completed action ('has... manoeuvre ever').""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a completed action ('it successfully carried out') and expresses a simple fact about the past ('In December it successfully carried out the most-distant course-correction manoeuvre ever').""
}","['simple', 'perfect']",FALSE,
1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'has' before 'standing' signifies a completed action, indicating the completion of the speaker's intended act of standing against something."" 
}",['perfect'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the testimony of the honest man.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The example text expresses a simple fact about the testimony of the honest man.""
}",['simple'],FALSE,
1145,[9 8 6],To call them nativists and parade their moral superiority.,Aspect,['simple'],['simple'],[],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any completion, ongoingness, or repetition of the action. It simply states a fact.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of completion, ongoingness, or habitual action.""
}",['simple'],TRUE,
1259,[7],Does Berg and the AMA support our military?,Aspect,['simple'],['simple'],['simple'],TRUE,,[],,[],,[],,['simple'],[],-1,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about whether Berg and the AMA support the military.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habituality.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The question is asking about a simple fact, whether Berg and the AMA support the military or not.""
}",['simple'],TRUE,
1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of being of the freedom-loving American.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about the current state of being of a freedom-loving American.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of being for a specific group of people. It does not indicate a completed or ongoing action, so perfect, progressive, and perfect progressive aspects are not applicable.""
}",['simple'],TRUE,
1309,[7],What is happening in the Brett Kavanaugh nomination process should concern every American.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is happening' indicates an ongoing or incomplete action, suggesting that the concern about the Brett Kavanaugh nomination process is currently unfolding.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is happening' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating the completion or ongoing nature of the action.""
}",['simple'],FALSE,
1350,[7],"As far as the labor market is concerned, “America First” has not translated to Americans First.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",TRUE,,[],,[],,[],,"['simple', 'perfect']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the present situation in the labor market.""
}",['simple'],"{
  ""Properties"": [
    ""perfect progressive""
  ],
  ""Explanation"": ""The use of 'has not translated' indicates a completed ongoing action, which is the essence of the perfect progressive aspect.""
}",['perfect_progressive'],"{
  ""Properties"": [
    ""perfect""
  ],
  ""Explanation"": ""The use of 'has not translated' indicates a completed action in the past without specifying a specific point in time. Hence, the perfect aspect is used in this sentence.""
}",['perfect'],FALSE,
1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],FALSE,,[],,[],,[],,"['simple', 'perfect']",['perfect'],0,['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have' indicates a completed action, suggesting that the speaker's noting of intelligence findings has been completed.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have noted' indicates a completed action in the past.""
}",['perfect'],"{
  ""Properties"": [""perfect""],
  ""Explanation"": ""The use of 'have noted' indicates a completed action, hence the perfect aspect.""
}",['perfect'],TRUE,
1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about importing goods and exporting our future.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about importing goods. There is no indication of a completed or ongoing action.""
}",['simple'],TRUE,
1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Aspect,['simple'],"['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,['simple'],['simple'],1,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Barack Obama's action in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Barack Obama's actions without any focus on completion, ongoingness, or duration.""
}",['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence uses the simple aspect to express a simple fact about Barack Obama spending time selling the idea and making deals with Iran. The use of 'spent' indicates a completed action, aligning with the perfect aspect as well.""
}","['simple', 'perfect']",FALSE,
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without specifying the completion, ongoing nature, or duration of the action.""
}",['simple'],"{
  ""Properties"": [
    ""simple""
  ],
  ""Explanation"": ""The sentence expresses a simple fact about the narrative and authorities without indicating completion, ongoingness, or progression of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the tower audio providing proof.""
}",['simple'],TRUE,
1589,[8 6],"In the tragic comedy of denial that every Islamic terrorism investigation inevitably becomes, the authorities are still hunting around for his motiv Yonathan Halimi, Sarah Lucy’s son, describes the killer’s family as being known for its anti-Semitism.",Aspect,"['simple', 'progressive']","['simple', 'progressive']","['simple', 'progressive']",TRUE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'The authorities are still hunting around for his motiv' expresses a simple fact about the current state of the investigation.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Yonathan Halimi...describes the killer’s family as being known for its anti-Semitism.' expresses a simple fact about Yonathan Halimi's description of the killer's family.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing investigation without specifying completed or ongoing actions.""
}",['simple'],TRUE,
2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Aspect,"['simple', 'progressive']","['simple', 'progressive']",['simple'],FALSE,,[],,[],,[],,"['simple', 'progressive']",['simple'],0,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are breaking down' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the current state of the Netherlands, without indicating any ongoing or completed action.""
}",['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are breaking down' indicates an ongoing action, therefore the progressive aspect is used.""
}",['progressive'],FALSE,
