sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,res_0.0_V3_1,property__0.0_V3_1,res_0.0_V3_2,property__0.0_V3_2,res_0.0_V3_3,property__0.0_V3_3
2629,[ 8 13],ADVANTAGE AMERICANS,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text contains no verbs, so no properties of predication are used.""
}",[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb 'AMERICANS'. This verb is not actively doing anything, it simply denotes a state of being.""
}",['stative'],"{
  ""Properties"": [],
  ""Explanation"": ""The example does not contain any active, stative, or compound predicates. It is a simple statement without any verbal components.""
}",[],FALSE,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound predicate with the verbs 'advantage' and 'Americans' both referring to the same subject.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'advantage' which is a verb directly performed by the subject 'Americans'.""
}",['active'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any active, stative, or compound predicates. It is a simple noun phrase without any verbal elements.""
}",[],0,['compound'],1,1,,[],,"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence 'ADVANTAGE AMERICANS' exhibits the property of compound predication. It contains multiple predications ('ADVANTAGE' and 'AMERICANS') about one subject, making it a compound predication.""
}",['compound'],"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence 'ADVANTAGE AMERICANS' is an example of a compound predication. It contains multiple predications ('advantage' and 'Americans') about one subject, which is 'Americans.'""
}",['compound'],"{
  ""Answer"": [""compound""],
  ""Explanation"": ""The sentence 'ADVANTAGE AMERICANS' is an example of a compound predication. It contains multiple predications ('ADVANTAGE' and 'AMERICANS') about one subject, making it a compound predication.""
}",['compound']
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'made' in the past tense, which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'made' and 'balance' which signify action being performed.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""]
}","['active', 'compound']",FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'made', 'balance', and 'reporting', which indicate actions being performed.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('made', 'balance', 'reporting', 'is') and also has a compound structure with multiple verbs ('made', 'balance').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'made' which indicates an action performed by the subject.""
}",['active'],0,['active'],0,0,,['compound'],,"{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains the active property as it describes an action performed by the subject ('it earlier made attempts'). It also contains the stative property as it expresses a state or condition ('it is now solidly main stream'). Additionally, the sentence exhibits the compound property as it combines multiple predications about one subject ('it earlier made attempts' and 'it is now solidly main stream').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active property as it describes an action performed by the subject ('it earlier made attempts'). It also contains the stative property as it expresses a state or condition ('it is now solidly main stream'). Additionally, the sentence exhibits the compound property as it combines multiple predications about one subject ('it earlier made attempts' and 'it is now solidly main stream').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains the active property as it describes an action performed by the subject ('it earlier made attempts'). It also contains the stative property as it expresses a state or condition ('it is now solidly main stream'). Additionally, the sentence exhibits the compound property as it combines multiple predications about one subject ('it earlier made attempts' and 'it is now solidly main stream').""
}","['active', 'stative', 'compound']"
3062,[ 9  9 13  9  9],"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'be' and 'do', which express a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do' which describe a state of being or a state of action rather than an ongoing action or process.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs, such as 'be' and 'should be', which express a state of being rather than action.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence provided contains a stative predication, as it expresses a state or condition rather than an activity or event. The phrase 'That be far from thee' is an example of a stative predication, as it expresses a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication, as it expresses a state or condition rather than an activity or event. The phrase 'That be far from thee' is an example of a stative predication, as it expresses a state of being or a condition rather than an action.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'That be far from thee' expresses a state or condition rather than an activity or event, using the verb 'be' to convey a sense of existence or state. Therefore, the stative property is used in this sentence.""
}",['stative']
3249,[9],When Cain complains that being a “vagabond .,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'being' which describes a state of existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example contains a stative verb 'complains.' Stative verbs express a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'complains', which describes a state of being rather than an action.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which expresses a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which describes a state of existence rather than an action.""
}",['stative'],1,['stative'],1,0,,['active'],,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence 'When Cain complains that being a “vagabond' contains a stative predication. The verb 'complains' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence 'When Cain complains that being a “vagabond' contains a stative predication. The verb 'complains' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence 'When Cain complains that being a “vagabond' contains a stative predication. The verb 'complains' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
3374,[4 9],"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['compound', 'active']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The example contains a compound structure with two verbs 'would be' and 'have systematically enabled' in relation to the same subject 'Bergoglio'.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('would be', 'have enabled') and a compound structure with multiple verbs about one subject ('would be', 'have enabled').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with two verbs 'would be' and 'have enabled' related to the subject 'Bergoglio and his Vatican henchmen'.""
}",['compound'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'would be', 'have systematically enabled'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('would be', 'have enabled') and also has a compound structure with multiple verbs ('would be', 'have enabled') about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('would be', 'have enabled') about one subject ('Bergoglio').""
}",['compound'],0,['active'],1,0,,"['stative', 'active']",,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action being performed by the subject. In this case, 'Bergoglio and his Vatican henchmen have systematically enabled' is an active predication. Additionally, the sentence also contains a compound predication as it combines multiple predications about one subject, 'Bergoglio’s resignation be unthinkable' and 'a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.'""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action being performed by the subject. In this case, 'Bergoglio and his Vatican henchmen have systematically enabled' is an active predication. Additionally, the sentence also contains a compound predication as it combines multiple predications about one subject, 'Bergoglio’s resignation be unthinkable' and 'a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.'""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The sentence contains the active predication as it describes the actions of the subject 'Bergoglio' and 'his Vatican henchmen' in enabling certain prelates. It also contains the stative predication as it expresses a state or condition with 'would be unthinkable.' Additionally, the sentence contains a compound predication as it combines multiple predications ('would be unthinkable' and 'would a purge') about one subject ('Bergoglio').""
}","['active', 'stative', 'compound']"
3387,[ 8  9 13  8  9],"This will be a final victory over the enemies within and their apologists, such as Faggioli, who, in typical neo-Catholic style, imperiously scoffs at the notion of “a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages” and busies himself defending an unsalvageable mass of corruption he dares to describe as “a Church-world relationship based on a principle of reality.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs such as 'scoffs' and a stative verb 'is' in the phrase 'who, in typical neo-Catholic style, imperiously scoffs at the notion of.'""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains active verbs such as 'imperiously scoffs' and 'busies himself defending', which indicates the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('be', 'win') and it also has compound verbs ('be', 'scoffs', 'busies', 'defending').""
}","['active', 'compound']",FALSE,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g., 'imperiously scoffs', 'busies himself defending') and stative verbs (e.g., 'is', 'marked', 'describes').""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g. 'imperiously scoffs', 'busies himself defending') and stative verbs (e.g. 'is', 'marked', 'describes').""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g. 'defending', 'describes') and stative verbs (e.g. 'is', 'busies').""
}","['active', 'stative']",1,"['active', 'stative']",1,1,,"['stative', 'active']",,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication as it expresses a state or condition rather than an activity or event. For example, 'This will be a final victory over the enemies within and their apologists.' Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs about one subject. For instance, '...but also by a fascination for a mythical Middle Ages' and '...defending an unsalvageable mass of corruption he dares to describe as 'a Church-world relationship based on a principle of reality.'""
}","['stative', 'compound']","{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the use of 'be' in the phrase 'This will be a final victory.' Additionally, the sentence also contains a compound predication with multiple predications of verbs used about one subject, as seen in the complex structure of the sentence.""
}","['stative', 'compound']","{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'This will be a final victory' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
3785,[10],“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen.,Predication,['active'],['active'],['active'],TRUE,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'something is coming up'. This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs indicating action such as 'coming up', 'going to hit', and 'are going to happen.'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (is coming, are going) and a compound structure with multiple verbs (are going to hit, are going to happen).""
}","['active', 'compound']",FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is coming up', which indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which describes the state of something.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which indicates a state of being rather than action.""
}",['stative'],1,['stative'],1,0,,['active'],,"{
  ""Answer"": [""stative"", ""compound""],
  ""Explanation"": ""The sentence contains a stative predication with the phrase 'is coming up and down' expressing a state or condition. Additionally, the sentence also contains a compound predication with the phrase 'alot of different things are going to happen' where multiple predications of verbs are used about one subject.""
}","['stative', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The provided sentence contains both active and stative properties of predication. The phrase 'is coming up and down' is an example of an active predication, where the subject 'something' is performing the action of 'coming up and down.' Additionally, the phrase 'something is...going to happen' is an example of a stative predication, expressing a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The provided sentence contains both active and stative properties of predication. The phrase 'is coming up and down' is an example of an active predication, where 'is' is the auxiliary verb, and 'coming' is the main verb, indicating an action performed by the subject. The phrase 'something is' is an example of a stative predication, expressing a state or condition ('is') rather than an activity or event.""
}","['active', 'stative']"
3787,[10],“The insistence with which Francis defends Barros is mystifying.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which directly expresses the action of Francis defending Barros.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' used to describe the action of Francis defending Barros.""
}",['active'],"{
  ""Properties"": [""active""]
  ,
  ""Explanation"": ""The sentence contains an active verb 'defends.'""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which shows the subject 'Francis' performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which indicates an action performed by the subject 'Francis'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which indicates an action performed by the subject 'Francis'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'The insistence with which Francis defends Barros is mystifying' contains both active and stative properties of predication. 'Defends' is an active predication as it involves an action performed by the subject 'Francis' (performing the action) on the object 'Barros.' On the other hand, 'is mystifying' is a stative predication, expressing a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'The insistence with which Francis defends Barros is mystifying' contains both active and stative properties of predication. 'Defends' is an active predication as it involves an action performed by the subject 'Francis' (the person performing the action), and 'is mystifying' is a stative predication expressing a state or condition rather than an activity or event.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence 'The insistence with which Francis defends Barros is mystifying' contains both active and stative properties. The verb 'defends' is in the active voice, as it shows the action performed by the subject 'Francis.' Additionally, the verb 'is' in 'is mystifying' is a stative verb, expressing a state or condition rather than an action.""
}","['active', 'stative']"
3795,[11],"The jury of six men and six women, including three immigrants, found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm.",Predication,['active'],['active'],['active'],TRUE,"['compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains both active verbs ('found') and compound verbs ('found' and 'guilty').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs, such as 'found' and 'including', and a compound structure with multiple verbs about 'the jury'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence uses active verbs to describe the actions of the jury ('found') and contains a compound structure with multiple verbs ('found', 'guilty').""
}","['active', 'compound']",TRUE,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, including) and compound verbs (found, guilty).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, not guilty, guilty) and compound verbs (found, not guilty, guilty).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, including) and compound verbs (found, guilty).""
}","['active', 'compound']",1,"['active', 'compound']",,,,,,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'jury' (found). Additionally, the sentence also contains a compound predication as it combines multiple predications ('found...not guilty' and 'guilty only of felony possession') about one subject ('the Mexican national').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'jury' (found). Additionally, the sentence also contains a compound predication as it combines multiple predications ('found...not guilty' and 'guilty only of') about one subject ('the Mexican national').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject 'jury' (found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm). Additionally, the sentence also contains a compound predication as it combines multiple predications ('found...not guilty' and 'guilty only of felony possession of a firearm') about one subject ('the Mexican national').""
}","['active', 'compound']"
3803,[ 8 11],"Of course, the reality is that bringing something like this up more than 30 years later is ridiculous, but this is the Democrats for you.",Predication,['stative'],['stative'],['stative'],TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'bringing' and 'is.' These denote actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is', indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'bringing' and 'is', demonstrating action taking place.""
}",['active'],FALSE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'bringing' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'bringing' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'bringing' which indicates an action being performed.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'is ridiculous' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'is ridiculous' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The provided sentence contains a stative predication. The phrase 'is ridiculous' expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative']
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",TRUE,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out', indicating an action performed by the subject 'Shapira'.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' which indicates an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'left out' which indicates an action performed by the subject 'Shapira'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as the sentence involves the action of leaving out something, and the subject 'Shapira' is performing this action. The stative property is also present as the sentence includes the state or condition of something being 'important' and 'great big', which are expressing a state rather than an action.""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is present as the sentence involves an action being performed ('left out'). The stative property is also present as the sentence expresses a state or condition ('is that great big important point').""
}","['active', 'stative']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active predication as it involves the subject 'Shapira' performing the action of leaving out something. Additionally, it also contains a stative predication as it expresses a state or condition with the use of 'is' in 'What is that great big important point.'""
}","['active', 'stative']"
3895,[13],Impossible.,Predication,[],[],[],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb ('impossible'). There are no active or compound verbs present.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb expressing a static condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'impossible', which describes a state of being rather than an action.""
}",['stative'],TRUE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, as it describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Impossible' is an example of a stative predication, as it expresses a state or condition rather than an activity or event. In this case, it conveys a state of impossibility.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Impossible' is an example of a stative predication. It expresses a state or condition rather than an activity or event, as it conveys a state of impossibility without a specific action being performed.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Impossible' is an example of a stative predication as it expresses a state or condition rather than an activity or event. In this case, it conveys a state of impossibility.""
}",['stative']
4037,[13],"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",Predication,['stative'],['stative'],['stative'],TRUE,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' which shows the action of being the former roommate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'was' and 'was the former roommate.' These verbs show action and are not stative.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' describing the action of being the former roommate.""
}",['active'],TRUE,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'was' and 'was the former roommate.' These verbs indicate action and therefore the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' in the past tense.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' in the phrase 'was the former roommate'.""
}",['active'],1,['active'],,,,,,"{
  ""Answer"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active predication as it describes an action performed by the subject. In this case, 'was' is the verb indicating the action. Additionally, the sentence also contains a compound predication as it involves multiple predications of verbs ('was' and 'contained') about one subject ('the telegram').""
}","['active', 'compound']","{
  ""Answer"": [""active"", ""stative"", ""compound""],
  ""Explanation"": ""The provided sentence contains elements of active predication as it describes an action performed by the subject ('was the former roommate'). It also includes stative predication as it expresses a state or condition ('was late'). Additionally, the sentence exhibits compound predication as it involves multiple predications of verbs about one subject ('was late but contained exciting news').""
}","['active', 'stative', 'compound']","{
  ""Answer"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both active and stative properties of predication. The active property is evident in the phrase 'was the former roommate,' where 'was' is the verb indicating the action of being a roommate. The stative property is evident in the phrase 'that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate,' where 'was' is a form of the verb 'to be,' expressing a state or condition."" 
}","['active', 'stative']"
4270,[14],Long live the Fifth Estate!”,Predication,['active'],['active'],['active'],TRUE,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'live' which expresses a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'live' which is used to express a call for the long-lasting existence of the Fifth Estate.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' uses the stative verb 'live' to express a state of being rather than action.""
}",['stative'],FALSE,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' contains the stative verb 'live,' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'live' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' contains the stative verb 'live', which expresses a state rather than an action.""
}",['stative'],1,['stative'],,,,,,"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Long live the Fifth Estate!' contains a stative predication. The verb 'live' in this context expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Long live the Fifth Estate!' contains a stative predication. The verb 'live' in this context expresses a state or condition rather than an activity or event, fitting the definition of a stative predication.""
}",['stative'],"{
  ""Answer"": [""stative""],
  ""Explanation"": ""The sentence 'Long live the Fifth Estate!' contains a stative predication. The verb 'live' in this context expresses a state or condition rather than an activity or event, as it is used in an exclamation to express a wish for the longevity or continued existence of the Fifth Estate."" 
}",['stative']
