sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_0.0_V3_2,property_0.0_V3_2
2629,[ 8 13],ADVANTAGE AMERICANS,Predication,[],[],[],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The provided text contains no verbs, so no properties of predication are used.""
}",[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb 'AMERICANS'. This verb is not actively doing anything, it simply denotes a state of being.""
}",['stative'],"{
  ""Properties"": [],
  ""Explanation"": ""The example does not contain any active, stative, or compound predicates. It is a simple statement without any verbal components.""
}",[],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The text contains a compound predicate with the verbs 'advantage' and 'Americans' both referring to the same subject.""
}",['compound'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'advantage' which is a verb directly performed by the subject 'Americans'.""
}",['active'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any active, stative, or compound predicates. It is a simple noun phrase without any verbal elements.""
}",[],0,['compound'],1.0,1.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence ADVANTAGE AMERICANS does not use active predication. Active predication typically involves a subject performing an action and often taking a direct object. In the given sentence, ADVANTAGE AMERICANS, there is no clear action being performed by a subject, and there is no direct object. It seems to be a headline or a phrase lacking a clear verb or action, and therefore does not fit the criteria of active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence ADVANTAGE AMERICANS does not use stative predication. Stative predication typically involves a state or condition, such as be or know, as in the example He is wet. The sentence ADVANTAGE AMERICANS does not express a state or condition; instead, it seems to be a command or a statement lacking a verb, and therefore does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence ADVANTAGE AMERICANS does not use compound predication. Compound predication involves multiple predications of verbs about one subject, as in the example The telegram was late but contained exciting news. The sentence ADVANTAGE AMERICANS does not contain multiple predications of verbs about one subject; it is a simple statement without multiple verbs or predications.', 'Property': 'compound'}]",[]
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'made' in the past tense, which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'made' and 'balance' which signify action being performed.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""]
}","['active', 'compound']",False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'made', 'balance', and 'reporting', which indicate actions being performed.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('made', 'balance', 'reporting', 'is') and also has a compound structure with multiple verbs ('made', 'balance').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'made' which indicates an action performed by the subject.""
}",['active'],0,['active'],0.0,0.0,,['compound'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. However, in the provided sentence, the subject it is not directly performing an action with a clear direct object. Instead, the sentence is describing a state or condition of it being solidly main stream in the worst sense, which does not align with the characteristics of active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event. In the given sentence, it is now solidly main stream in the worst sense, the verb is is not expressing a state or condition, but rather an ongoing state of being or a characteristic. Therefore, it does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the provided sentence, there is only one main verb is and one subject it, and the rest of the sentence functions as a single predication. Therefore, it does not demonstrate compound predication.', 'Property': 'compound'}]",[]
3062,[ 9  9 13  9  9],"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs like 'be' and 'do', which express a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do' which describe a state of being or a state of action rather than an ongoing action or process.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs, such as 'be' and 'should be', which express a state of being rather than action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state of being or existence rather than action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains stative verbs such as 'be' and 'do', which express a state of being or existence rather than action.""
}",['stative'],1,['stative'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence, the subject thee is not performing any action, but rather the sentence is expressing a state of being or a desire. The sentence is more about expressing a concept or idea rather than an action being performed by the subject. Therefore, it does not fit the definition of active predication, where the subject typically performs an action and can take a direct object.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event. The sentence provided is a question and does not directly express a state or condition using be or know as in the example He is wet. Instead, it presents a moral and ethical inquiry, making it more of a rhetorical question rather than a stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the provided sentence, there is only one predication of the verb be about the subject that. The sentence expresses a series of related ideas, but it does not involve multiple predications of verbs about one subject, which is the characteristic of compound predication.', 'Property': 'compound'}]",[]
3249,[9],When Cain complains that being a “vagabond .,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'being' which describes a state of existence rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example contains a stative verb 'complains.' Stative verbs express a state or condition rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'complains', which describes a state of being rather than an action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which expresses a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'being' which describes a state of existence rather than an action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],"[{'Answer': 'no', 'Explanation': 'The sentence When Cain complains that being a vagabond does not use active predication. The sentence does not contain a subject performing an action and taking a direct object. Instead, it seems to be a dependent clause within a larger sentence, and it does not follow the structure of an active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided, When Cain complains that being a vagabond, does not use stative predication. Stative predication typically involves expressing a state or condition, such as be or know, as in the example He is wet. The sentence provided does not directly express a state or condition, but rather introduces a reported speech or thought, and therefore does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use compound predication. Compound predication involves multiple predications of verbs used about one subject. The sentence When Cain complains that being a vagabond does not exhibit multiple predications of verbs about one subject. Instead, it introduces a subordinate clause (When Cain complains) followed by a noun phrase (that being a vagabond).', 'Property': 'compound'}]",[]
3374,[4 9],"For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The example contains a compound structure with two verbs 'would be' and 'have systematically enabled' in relation to the same subject 'Bergoglio'.""
}",['compound'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('would be', 'have enabled') and a compound structure with multiple verbs about one subject ('would be', 'have enabled').""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with two verbs 'would be' and 'have enabled' related to the subject 'Bergoglio and his Vatican henchmen'.""
}",['compound'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'would be', 'have systematically enabled'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('would be', 'have enabled') and also has a compound structure with multiple verbs ('would be', 'have enabled') about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound structure with multiple verbs ('would be', 'have enabled') about one subject ('Bergoglio').""
}",['compound'],0,['active'],1.0,0.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. In the provided sentence, Faggioli is the subject, but it is not performing any action. Instead, the sentence is expressing Faggiolis perspective and beliefs about Bergoglios resignation and the potential purge of prelates. Therefore, the sentence does not fit the criteria for active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event, such as be or know. The sentence provided does not directly express a state or condition, but rather discusses potential actions and events related to Bergoglios resignation and the potential purge of certain prelates. Therefore, it does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses compound predication. It contains multiple predications of verbs (would be, would, have enabled) about one subject (Bergoglio’s resignation and a purge of the homosexual and pro-homosexual prelates). This structure fits the definition of compound predication, where multiple predications of verbs are used about one subject.', 'Property': 'compound'}]",['compound']
3387,[ 8  9 13  8  9],"This will be a final victory over the enemies within and their apologists, such as Faggioli, who, in typical neo-Catholic style, imperiously scoffs at the notion of “a young clergy marked by personal sanctity but also by a fascination for a mythical Middle Ages” and busies himself defending an unsalvageable mass of corruption he dares to describe as “a Church-world relationship based on a principle of reality.”",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs such as 'scoffs' and a stative verb 'is' in the phrase 'who, in typical neo-Catholic style, imperiously scoffs at the notion of.'""
}","['active', 'stative']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains active verbs such as 'imperiously scoffs' and 'busies himself defending', which indicates the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('be', 'win') and it also has compound verbs ('be', 'scoffs', 'busies', 'defending').""
}","['active', 'compound']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g., 'imperiously scoffs', 'busies himself defending') and stative verbs (e.g., 'is', 'marked', 'describes').""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g. 'imperiously scoffs', 'busies himself defending') and stative verbs (e.g. 'is', 'marked', 'describes').""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The text contains both active verbs (e.g. 'defending', 'describes') and stative verbs (e.g. 'is', 'busies').""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']","[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. However, in the provided sentence, the structure is more complex and does not clearly present a subject performing a direct action. Instead, the sentence seems to involve a more complex set of relationships and descriptions, making it difficult to identify a clear subject performing a direct action.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event, using verbs like be or know. The sentence provided describes an ongoing or future event (This will be a final victory over the enemies within and their apologists...) and does not express a static state or condition, therefore it does not use stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'Yes, the given sentence uses compound predication. The sentence contains multiple predications of verbs (scoffs, busies, defending) about one subject (Faggioli). This structure aligns with the definition of compound predication, where multiple predications of verbs are used about one subject.', 'Property': 'compound'}]",['compound']
3785,[10],“When something is coming up and down or at least from a different angle they are either going to hit the ground or… alot of different things are going to happen.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'something is coming up'. This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs indicating action such as 'coming up', 'going to hit', and 'are going to happen.'""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (is coming, are going) and a compound structure with multiple verbs (are going to hit, are going to happen).""
}","['active', 'compound']",False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'is coming up', which indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which describes the state of something.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' and an adjective 'different' which indicates a state of being rather than action.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. Active predication typically involves a subject performing an action and can take a direct object. In the given sentence, the subject is not clearly performing an action with a direct object. Instead, the sentence seems to describe a situation without a clear action being performed by a specific subject.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event. The sentence given describes a dynamic action involving movement (coming up and down) and potential future events (a lot of different things are going to happen), which aligns more with dynamic predication rather than stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the given sentence, there are multiple clauses and verbs, but they are not predications about a single subject. The sentence contains a complex series of conditional statements and does not fit the structure of compound predication as defined in the context of linguistics.', 'Property': 'compound'}]",[]
3787,[10],“The insistence with which Francis defends Barros is mystifying.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which directly expresses the action of Francis defending Barros.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' used to describe the action of Francis defending Barros.""
}",['active'],"{
  ""Properties"": [""active""]
  ,
  ""Explanation"": ""The sentence contains an active verb 'defends.'""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which shows the subject 'Francis' performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which indicates an action performed by the subject 'Francis'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'defends' which indicates an action performed by the subject 'Francis'.""
}",['active'],1,['active'],,,,,"[{'Answer': 'no', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying does not use active predication. In this sentence, The insistence is the subject, defends is the verb, and Barros is the object. However, the subject The insistence is not the person or thing performing the action, but rather the thing being described. Therefore, this sentence does not use active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying does not use stative predication. This sentence describes an ongoing action or behavior (defends), rather than a state or condition. It does not express a static state or condition, as in the case of be or know. Therefore, it does not fall under stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence The insistence with which Francis defends Barros is mystifying does not use compound predication. In this sentence, there is only one predication of the verb is about the subject The insistence with which Francis defends Barros. It does not contain multiple predications of verbs about one subject, which is characteristic of compound predication.', 'Property': 'compound'}]",[]
3795,[11],"The jury of six men and six women, including three immigrants, found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm.",Predication,['active'],['active'],['active'],True,"['compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains both active verbs ('found') and compound verbs ('found' and 'guilty').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs, such as 'found' and 'including', and a compound structure with multiple verbs about 'the jury'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence uses active verbs to describe the actions of the jury ('found') and contains a compound structure with multiple verbs ('found', 'guilty').""
}","['active', 'compound']",True,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, including) and compound verbs (found, guilty).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, not guilty, guilty) and compound verbs (found, not guilty, guilty).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (found, including) and compound verbs (found, guilty).""
}","['active', 'compound']",1,"['active', 'compound']",,,,,"[{'Answer': 'yes', 'Explanation': 'The given sentence uses active predication. The subject jury is performing the action of found and the sentence also includes a direct object the Mexican national.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event, such as be or know. The sentence provided describes an action (the jury found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm), which is not characteristic of stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'The sentence uses compound predication. It contains multiple predications of verbs (found, guilty, not guilty) about one subject (the Mexican national). This structure demonstrates compound predication, as it conveys multiple actions related to the subject within a single sentence.', 'Property': 'compound'}]","['active', 'compound']"
3803,[ 8 11],"Of course, the reality is that bringing something like this up more than 30 years later is ridiculous, but this is the Democrats for you.",Predication,['stative'],['stative'],['stative'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'bringing' and 'is.' These denote actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is', indicating a state of being.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'bringing' and 'is', demonstrating action taking place.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'bringing' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'bringing' which indicates an action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'bringing' which indicates an action being performed.""
}",['active'],1,['active'],,,,,"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In the sentence, bringing something like this up more than 30 years later is a gerund phrase acting as the subject of the sentence. The main verb is is a linking verb, and ridiculous is a subject complement, not a direct object. Therefore, the sentence does not exhibit active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition, such as be or know. In the provided sentence, the verb bringing is an active gerund form, indicating an ongoing action, rather than a state or condition. Therefore, it does not fit the criteria for stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the provided sentence, there is only one main predication bringing something like this up more than 30 years later is ridiculous, and the rest of the sentence but this is the Democrats for you is not another predication about the same subject. Instead, it provides additional information about the situation. Therefore, it does not demonstrate compound predication.', 'Property': 'compound'}]",[]
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out', indicating an action performed by the subject 'Shapira'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' which indicates an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'left out' indicating an action performed by the subject 'Shapira'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'left out' which indicates an action performed by the subject 'Shapira'.""
}",['active'],1,['active'],,,,,"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. However, in the provided sentence, the subject Shapira is not performing any action. Instead, the sentence is a question asking about a specific point that Shapira left out of his article. Therefore, the sentence does not exhibit active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically expresses a state or condition rather than an activity or event, such as be or know. The sentence provided is a question that does not express a state or condition, but rather seeks information about a specific point that the person mentioned left out of his article. Therefore, it does not fit the criteria of stative predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use compound predication. Compound predication involves multiple predications of verbs about one subject. In the provided sentence, there is only one main predication left out of his article with a relative clause who, according to his tagline on his article, enjoys writing about people who have served in the military and intelligence communities, modifying Shapira. Therefore, it does not meet the criteria for compound predication.', 'Property': 'compound'}]",[]
3895,[13],Impossible.,Predication,[],[],[],True,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text only contains a stative verb ('impossible'). There are no active or compound verbs present.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb expressing a static condition.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'impossible', which describes a state of being rather than an action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, as it describes a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The word 'impossible' is a stative verb, indicating a state of being rather than an action.""
}",['stative'],1,['stative'],,,,,"[{'Answer': 'no', 'Explanation': 'The sentence Impossible. does not use active predication. In active predication, there is typically a subject performing an action and possibly taking a direct object. However, the sentence Impossible. does not contain a clear subject performing an action, and it does not follow the structure of an active predication. Therefore, the answer is no.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence Impossible does not use stative predication. It is not a complete sentence and does not express a state or condition. It is an exclamation or a fragment, lacking a subject and a verb to form a complete predication.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence Impossible. does not use compound predication. Compound predication involves multiple predications of verbs used about one subject, as in the example The telegram was late but contained exciting news. The sentence Impossible. does not contain multiple predications of verbs about one subject; it is a single-word sentence expressing a state of impossibility.', 'Property': 'compound'}]",[]
4037,[13],"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",Predication,['stative'],['stative'],['stative'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' which shows the action of being the former roommate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'was' and 'was the former roommate.' These verbs show action and are not stative.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' describing the action of being the former roommate.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'was' and 'was the former roommate.' These verbs indicate action and therefore the use of active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' in the past tense.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'was' in the phrase 'was the former roommate'.""
}",['active'],1,['active'],,,,,"[{'Answer': 'no', 'Explanation': 'The given sentence does not use active predication. In active predication, the subject typically performs the action and can take a direct object. However, in the given sentence, the subject the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell is not performing an action but is rather being described in a complex manner. The sentence is a complex statement about the Cardinals relationship, and it does not follow the structure of an active predication.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The given sentence does not use stative predication. Stative predication typically involves expressing a state or condition rather than an activity or event, such as be or know. The sentence provided describes an event or situation rather than a state or condition. It discusses the past association between individuals, which is not a stative predication.', 'Property': 'stative'}, {'Answer': 'yes', 'Explanation': 'The given sentence uses compound predication. It contains multiple predications of verbs (was, was, was) about one subject (the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell). The sentence conveys multiple pieces of information about the subject, making it an example of compound predication.', 'Property': 'compound'}]",['compound']
4270,[14],Long live the Fifth Estate!”,Predication,['active'],['active'],['active'],True,[],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'live' which expresses a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'live' which is used to express a call for the long-lasting existence of the Fifth Estate.""
}",['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' uses the stative verb 'live' to express a state of being rather than action.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' contains the stative verb 'live,' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'live' which expresses a state rather than an action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The phrase 'Long live the Fifth Estate' contains the stative verb 'live', which expresses a state rather than an action.""
}",['stative'],1,['stative'],,,,,"[{'Answer': 'no', 'Explanation': 'The sentence Long live the Fifth Estate! does not use active predication. This is an example of an exclamation, where Long live is an idiomatic expression used to express good wishes for the longevity or success of something or someone. In this case, the Fifth Estate refers to the press or news media. The sentence does not follow the structure of an active predication, as it does not contain a subject performing an action with a direct object.', 'Property': 'active'}, {'Answer': 'no', 'Explanation': 'The sentence Long live the Fifth Estate! does not use stative predication. This sentence is an example of an exclamation or wish for something to continue or endure. It is not expressing a state or condition, but rather a desire or hope for the longevity of the Fifth Estate. Stative predication typically involves verbs that express a state or condition, such as be or know, as in the example He is wet.', 'Property': 'stative'}, {'Answer': 'no', 'Explanation': 'The sentence Long live the Fifth Estate! does not use compound predication. In this sentence, Long live is a fixed expression used to express good wishes for the continued success or existence of something, in this case, the Fifth Estate. It is not a case of multiple predications of verbs being used about one subject, as in the example The telegram was late but contained exciting news.', 'Property': 'compound'}]",[]
