sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_gpt3.5_0.0_V3_2,property_gpt3.5_0.0_V3_2
244,[2],"Why not, one could say, since the Church is ready to bless nearly everything on the earth?",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' summarizes or generalizes the preceding clause 'Why not, one could say'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' renames and provides more information about 'the Church'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'one could say' renames 'Why not' and functions as an appositive by providing additional information.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Church' is followed by an appositive 'ready to bless nearly everything on the earth' which renames and further describes the Church.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'since the Church is ready to bless nearly everything on the earth' renames or explains the noun 'one' in the sentence, making it an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Church' is followed by an appositive 'ready to bless nearly everything on the earth', which renames and further describes the noun 'the Church'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain an appositive phrase. An appositive phrase renames or explains a noun, typically right beside it. In the given sentence, since the Church is ready to bless nearly everything on the earth is not renaming or explaining a noun, but rather providing a reason for the preceding clause Why not, one could say.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the entire clause. In the given sentence, since the Church is ready to bless nearly everything on the earth is a dependent clause and does not meet the criteria for an absolute construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier is repeated, as in the example The letter from the president, a letter without precedent. In the given sentence, Why not, one could say, since the Church is ready to bless nearly everything on the earth?, there are no instances of a resumptive modifier. The sentence does not contain a repeated noun serving as a modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. The phrase since the Church is ready to bless nearly everything on the earth is not summarizing or generalizing a preceding clause or phrase. Instead, it is providing a reason for the preceding question Why not, one could say. Therefore, it does not fit the definition of a summative modifier.', 'Property': 'summative modifier'}]",[]
245,[2],"I am sure there are many many others, too, who think alike, but whom I do not know.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others' functions as a resumptive modifier by repeating and clarifying the noun 'others' that it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others' repeats and emphasizes the noun 'others,' serving as a resumptive modifier.""
}",['resumptive_modifier'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'many many others,' is a resumptive modifier, as it repeats and elaborates on the noun 'others' in the previous clause.""
}",['resumptive_modifier'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the group of people being referred to, similar to an appositive construction.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the noun 'people' in the sentence, making it an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'many many others' renames or identifies the group of people who think alike, serving as an appositive to the noun 'others'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns categorized as appositives. An appositive typically renames or restates a noun, providing additional information about it. In the given sentence, there are no noun phrases that rename or restate other nouns in an appositive manner.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The given sentence does not contain any phrases built on nouns that can be categorized as absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for a noun within the sentence. The provided sentence does not contain such a construction.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, I am sure there are many many others, too does not contain a resumptive modifier. It is a complex sentence with multiple clauses, but it does not contain a resumptive modifier as per the definition provided.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a phrase built on a noun that can be categorized as a summative modifier. The sentence does not contain a noun summarizing or generalizing a preceding clause or phrase. Instead, it focuses on expressing uncertainty about the existence of others who share similar thoughts.', 'Property': 'summative modifier'}]",[]
247,[13  2],"“But it is extremely dangerous as the head of the Catholic Church — you know, the last appeal — that this is the kind of behavior that is going to be mimicked around the world by bishops, [who will say] ‘Well if the Pope is not going to intervene and impose zero tolerance, why should I?’”",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [
    ""appositives""
  ],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive that renames 'it', providing additional information about the noun 'dangerous'.""
}",['appositives'],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'the last appeal' serves as a resumptive modifier, repeating and clarifying the noun 'head of the Catholic Church.'""
}",['resumptive_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' renames 'it' in the sentence, making it an appositive.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' which it modifies.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' (referring to the head of the Catholic Church).""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the head of the Catholic Church' is an appositive, renaming the noun 'it' (referring to the Pope) that it modifies.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but in the given sentence, the phrase as the head of the Catholic Church does not directly rename or clarify dangerous. Instead, it provides additional information about the danger associated with the head of the Catholic Church. Therefore, it does not fit the criteria of an appositive phrase.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for a noun within the sentence. In the given sentence, there are no phrases that fit this description. Instead, the sentence contains a complex structure with multiple clauses and appositive phrases, but not absolute constructions.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a resumptive modifier. The sentence contains a complex noun phrase the head of the Catholic Church and a relative clause who will say, but neither of these functions as a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not contain a phrase built on a noun that can be categorized as a summative modifier. The sentence does not contain a noun summarizing or generalizing a preceding clause or phrase. Instead, it includes a complex noun phrase (the head of the Catholic Church) and a relative clause (who will say).', 'Property': 'summative modifier'}]",[]
249,[2],"Although the claims are intriguing, it is important to remember that after virtually every terror attack and mass shooting, friends and neighbors express shock that the culprit would be capable of carrying out such horrors, with some outright denying it to be possible.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""resumptive modifier""],
  ""Explanation"": ""The phrase 'friends and neighbors' is repeated using 'shock' and 'outright denying' as resumptive modifiers, indicating the repetition of the noun it modifies.""
}",['resumptive_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'after virtually every terror attack and mass shooting' summarizes or generalizes the preceding clause 'it is important to remember that' by providing a broad overview of the situations being discussed.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives"", ""resumptive modifier""],
  ""Explanation"": ""The phrase 'friends and neighbors' serves as an appositive, renaming the earlier noun 'people'. Additionally, the resumptive modifier 'some' repeats the noun 'friends and neighbors', creating a resumptive modifier.""
}","['appositives', 'resumptive_modifier']",False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'friends and neighbors' renames the noun 'people' and provides additional information about them.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns categorized as appositives. An appositive typically renames or restates a noun, providing additional information about it. In the given sentence, there are no noun phrases that rename or restate other nouns in an appositive construction.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, and it functions as a modifier for the entire clause. In the given sentence, there are no phrases that fit this description. Instead, the sentence contains participial phrases and prepositional phrases, but not absolute constructions.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The provided sentence does not contain any phrases built on nouns that can be categorized as resumptive modifiers. A resumptive modifier repeats the noun it modifies, such as a letter without precedent in the given example. However, the sentence provided does not contain a similar construction.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. A summative modifier typically summarizes or generalizes a preceding clause or phrase. In the given sentence, there are no phrases built on nouns that serve as summative modifiers. Instead, the sentence contains a complex structure with multiple clauses and phrases, but none of them function as a summative modifier.', 'Property': 'summative modifier'}]",[]
253,[3 8],Either that or they can go whine to the New York Times some more because the Jewish community won't let them burn crosses on their lawn.,Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or further identifies the subject 'they'.""
}",['appositives'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'the Jewish community won't let them burn crosses on their lawn' summarizes or generalizes the preceding clause 'they can go whine to the New York Times some more'.""
}",['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' acts as an appositive, renaming and providing additional information about the noun 'them'.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or identifies the noun 'them', serving as an appositive.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' is an appositive, renaming the noun 'them'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the Jewish community' renames or identifies the noun 'them', serving as an appositive.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as appositives. An appositive typically renames or restates the noun it follows, providing additional information about it. In the given sentence, there are no such constructions that rename or restate a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for a noun within the sentence. In the given sentence, there are no phrases that fit this description. Instead, the sentence contains a complex sentence structure with a conditional clause (Either that or they can go whine to the New York Times some more) and a main clause (because the Jewish community wont let them burn crosses on their lawn).', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a noun being repeated to modify another noun. Instead, the sentence contains a complex structure with multiple clauses and does not fit the pattern of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as summative modifiers. The sentence does not include a noun summarizing or generalizing a preceding clause or phrase. Instead, it contains a complex sentence structure with a conditional statement and a cause-and-effect relationship, but it does not fit the definition of a summative modifier.', 'Property': 'summative modifier'}]",[]
263,[3],"While Obama pardoned drug dealers and locked up ranchers, Trump pardons ranchers and locks up drug dealers.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'Obama pardoned drug dealers and locked up ranchers' acts as a summative modifier, summarizing or generalizing the preceding clause. Additionally, 'drug dealers' and 'ranchers' act as appositives, renaming the nouns 'Obama' and 'Trump' respectively.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' serves as a summative modifier, summarizing the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause 'While Obama pardoned drug dealers and locked up ranchers'.""
}",['summative_modifier'],False,"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],"{
  ""Properties"": [""summative modifier""],
  ""Explanation"": ""The phrase 'Trump pardons ranchers and locks up drug dealers' summarizes or generalizes the preceding clause about Obama's actions.""
}",['summative_modifier'],1,['summative_modifier'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as appositives. Appositives typically rename or restate a noun, providing additional information about it. In the given sentence, there are no such constructions that rename or restate a noun in the manner of an appositive.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle, functioning as a modifier for the whole sentence or for another noun. In the given sentence, there are no such constructions present. Instead, the sentence contains parallel structures, contrasting the actions of Obama and Trump, without utilizing absolute constructions.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a resumptive modifier. The phrases drug dealers and ranchers are not repeated in a way that forms a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as summative modifiers. The sentence contrasts the actions of Obama and Trump using parallel structure, but it does not contain a summative modifier as defined in the context provided.', 'Property': 'summative modifier'}]",[]
271,[3],"That is to say, one could not consecrate a brothel, one could not bless a concentration camp or weapons which are not explicitly ordained for hunting or for legitimate self-defense.",Phrases_built_on_nouns,[],[],[],True,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, renaming the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The noun 'brothel' is renamed and further explained by the appositive 'a concentration camp'.""
}",['appositives'],"{
  ""Properties"": [
    ""appositives"",
    ""summative modifier""
  ],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' acts as an appositive, renaming and further explaining the noun 'weapons'. Additionally, the phrase 'one could not consecrate a brothel, one could not bless a concentration camp' functions as a summative modifier, summarizing the preceding clauses.""
}","['appositives', 'summative_modifier']",False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, as it renames and further describes the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, renaming the noun 'weapons'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'weapons which are not explicitly ordained for hunting or for legitimate self-defense' is an appositive, as it renames or further describes the noun 'weapons'.""
}",['appositives'],1,['appositives'],1.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns categorized as appositives. An appositive typically renames or restates a noun, providing additional information about it. In the given sentence, there are no instances where a noun is renamed or restated to provide additional information.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun or pronoun followed by a participle or participial phrase and is related to the rest of the sentence. In the given sentence, there are no phrases built on nouns that fit the criteria of an absolute construction. Instead, the sentence contains a series of clauses and phrases expressing prohibitions and limitations.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as resumptive modifiers. A resumptive modifier repeats the noun it modifies, such as in the example The letter from the president, a letter without precedent. However, the sentence given does not contain this type of construction. Instead, it includes a series of clauses and lists various actions that one could not perform.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as summative modifiers. The sentence consists of a series of statements expressing what one could not consecrate or bless, and it does not contain a summarizing or generalizing phrase built on a noun that would qualify as a summative modifier.', 'Property': 'summative modifier'}]",[]
313,[3],"“The Prologue set this choice before us, the world or Our Lord, as mutually exclusive alternatives; we cannot remain neutral, but must belong wholly to the one or wholly to the other.”",Phrases_built_on_nouns,['summative_modifier'],['summative_modifier'],['summative_modifier'],True,['summative_modifier'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the world or Our Lord' acts as an appositive, renaming 'choice' to provide additional information. Additionally, the phrase 'as mutually exclusive alternatives' serves as a summative modifier, summarizing the preceding clause.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive as it renames the choice set before us in the Prologue.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the world or Our Lord' is an appositive, renaming the choice set before us in the Prologue.""
}",['appositives'],1,['appositives'],1.0,0.0,GPT mixes up appositives with summative modifiers,['summative_modifier'],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain any phrases built on nouns that can be categorized as appositives. An appositive renames or restates the noun it modifies, typically providing additional information about it. In the given sentence, there are no noun phrases that rename or restate other nouns in an appositive construction.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically involves a noun and a participle, and it functions as a modifier for the entire clause. In the given sentence, there are no phrases built on nouns that fit the criteria of an absolute construction. Instead, the sentence contains a complex series of coordinated phrases and clauses.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, the Prologue and the world are not repeated as modifiers, so they do not form resumptive modifiers.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a phrase built on a noun that can be categorized as a summative modifier. The phrase the world or Our Lord, as mutually exclusive alternatives is not functioning as a summative modifier. Instead, it is presenting a choice between two options and does not summarize or generalize the preceding clause or phrase.', 'Property': 'summative modifier'}]",[]
4375,[ 9 15],"Under an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR), Wilson was accused of exporting weapons without a license, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet.",Phrases_built_on_nouns,[],['appositives'],[],False,[],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'known as the International Trade in Arms Regulations (ITAR)' acts as an appositive, renaming the noun 'set of US regulations'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR)' acts as an appositive, renaming the noun 'set of US regulations' and providing additional information.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'known as the International Trade in Arms Regulations (ITAR)' is an appositive, as it renames the noun 'US regulations'.""
}",['appositives'],True,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'known as the International Trade in Arms Regulations (ITAR)' is an appositive, renaming the noun 'set of US regulations'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'known as the International Trade in Arms Regulations (ITAR)' is an appositive, renaming the noun 'set of US regulations'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'known as the International Trade in Arms Regulations (ITAR)' is an appositive, renaming the noun 'set of US regulations'.""
}",['appositives'],1,['appositives'],0.0,0.0,,[],"[{'Answer': 'no', 'Explanation': 'The sentence provided does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but in the given sentence, there is no such construction. The phrase known as the International Trade in Arms Regulations (ITAR) is a prepositional phrase providing additional information about the US regulations, but it does not function as an appositive phrase.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain an absolute construction. An absolute construction typically consists of a noun and a participle, and it functions as a modifier for the entire clause. In the given sentence, there are no phrases built on nouns that fit the criteria of an absolute construction. Instead, the sentence contains a complex noun phrase (an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR)) and a comparison using just as if, but these do not constitute absolute constructions.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase where the modifier repeats the noun it is modifying. In the given sentence, there are no instances of a repeated noun serving as a modifier. Instead, the sentence contains a complex noun phrase an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR) but this does not fit the definition of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a summative modifier. The phrase Under an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR) is a prepositional phrase providing additional information about the context, but it does not summarize or generalize the preceding clause or phrase. Similarly, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet is a comparison clause, not a summative modifier.', 'Property': 'summative modifier'}]",[]
7011,[],Her ex-husband heads up Teneo Strategy: the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin.,Phrases_built_on_nouns,['appositives'],['absolute_construction'],[],False,['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' is an appositive, renaming 'Teneo Strategy.'""
}",['appositives'],"{
  ""Properties"": [""appositives"", ""summative modifier""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' serves as an appositive to 'Teneo Strategy', renaming and providing additional information about it. Additionally, the phrase 'and which employed Huma Abedin' acts as a summative modifier, summarizing the preceding clause about the organization's origin and adding further information.""
}","['appositives', 'summative_modifier']","{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' renames 'Teneo Strategy' and provides additional information about it.""
}",['appositives'],False,"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' is an appositive, as it renames 'Teneo Strategy'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' is an appositive, as it renames 'Teneo Strategy'.""
}",['appositives'],"{
  ""Properties"": [""appositives""],
  ""Explanation"": ""The phrase 'the organization created by the same man who made the Clinton Foundation happen' renames and provides additional information about 'Teneo Strategy'.""
}",['appositives'],1,['appositives'],0.0,1.0,,['appositives'],"[{'Answer': 'no', 'Explanation': 'The sentence does not contain an appositive phrase. An appositive phrase typically renames or clarifies a noun, but in the given sentence, the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin is not directly renaming or clarifying Teneo Strategy. Instead, it provides additional information about the organization, making it a relative clause rather than an appositive phrase.', 'Property': 'appositives'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain any absolute constructions. An absolute construction typically consists of a noun and a participle (often ending in -ing or -ed) and provides additional information about the main clause. In the given sentence, there are no phrases that fit this structure. Instead, the sentence contains relative clauses (who made the Clinton Foundation happen and which employed Huma Abedin) providing additional information about the noun Teneo Strategy.', 'Property': 'absolute construction'}, {'Answer': 'no', 'Explanation': 'The sentence provided does not contain a resumptive modifier. A resumptive modifier is a type of noun phrase that repeats the noun it modifies, as in the example The letter from the president, a letter without precedent. In the given sentence, Her ex-husband heads up Teneo Strategy does not repeat the noun it modifies, so it does not fit the definition of a resumptive modifier.', 'Property': 'resumptive modifier'}, {'Answer': 'no', 'Explanation': 'The sentence does not contain a summative modifier. The phrase created by the same man who made the Clinton Foundation happen and which employed Huma Abedin is not summarizing or generalizing a preceding clause or phrase. Instead, it provides specific details about the organization, Teneo Strategy, and its origins. Therefore, it does not fit the definition of a summative modifier.', 'Property': 'summative modifier'}]",[]
