sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth
4482,[ 9 17],"Throughout his book, Wills’ assurances that the Qur’an is not really as bad as “right-wing Islamophobes” say, or that the Bible contains material that is just as bad or worse, dissolve under close scrutiny.",Tense,['present'],['present'],['present'],TRUE,['past'],"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence uses the present tense to emphasize the ongoing nature of Wills' assurances, and then changes to past tense to indicate the specific action of dissolving under close scrutiny. This is an example of progression in tense for rhetorical effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence starts with the present tense 'dissolve' to emphasize the immediate effect of the action, and then switches to the past tense 'contained' for a progression effect, to emphasize the change in time from when the assurances were made to when they were scrutinized.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'assurances' and 'dissolve' suggest present tense, while 'assurances...dissolve' demonstrates a change in tense for effect, indicating the use of the progression property.""
}","['present', 'progression']",1,"{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence uses the present tense 'dissolve' for immediacy effect, and changes tense in the middle of the sentence from 'assurances' (present) to 'is' (present) to 'say' (present) to 'contains' (present) to 'dissolve' (present) for a progression effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence uses the present tense 'dissolve' to emphasize the ongoing nature of the action. Additionally, there is a change in tense from present to past ('is' to 'say') for effect, demonstrating the use of progression.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The sentence uses the present tense 'dissolve' for immediacy effect, and changes tense in the middle of the sentence from 'assurances' (present) to 'is' (present) to 'say' (present) to 'contains' (present) to 'dissolve' (present) for effect.""
}","['present', 'progression']",1,"['present', 'progression']",,,,
4487,[ 8 17],"Irony of ironies, the latter-day Pharisees and legalists Francis sees around every corner are hard at work defending Amoris Laetitia at the very moment it is being cited by bishop after bishop as their sole authority for admitting public adulterers to Holy Communion---while Francis does nothing but approve.",Tense,['present'],['present'],['present'],TRUE,"['past', 'present']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'sees' and 'are' in the present tense creates immediacy and emphasizes the ongoing nature of the situation. The change in tense from 'sees' to 'are' in the middle of the sentence adds emphasis and effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The text contains the use of present tense to emphasize the ongoing action, and also a change in tense ('defending' to 'is being cited') for added effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""]
}","['present', 'progression']",1,"{
  ""Properties"": [""present"", ""progression""]
}

 	","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'sees' and 'are' in the first part of the sentence indicates present tense, while the shift to 'is' and 'does' in the latter part creates a progression in tense for effect.""
}","['present', 'progression']","{
  ""Properties"": [""present"", ""progression""],
  ""Explanation"": ""The use of 'sees' and 'are' in the present tense creates immediacy and emphasizes the ongoing action. Additionally, the change in tense from 'sees' to 'are' in the middle of the sentence creates a progression for effect.""
}","['present', 'progression']",1,"['present', 'progression']",,,,
4767,[],- No new deaths -,Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of the present tense 'are' in the phrase 'No new deaths' is often used in news updates to convey immediacy and to emphasize the current state of affairs."" 
}",['present'],"{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'No new deaths' in the present tense emphasizes the current situation, a common technique in news headlines.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'No new deaths' indicates the present state of a situation, often used in news headlines for immediacy effect.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'No new deaths' in the present tense creates an immediacy effect, emphasizing the current state of affairs.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'No new deaths' in the present tense is typical in news headlines to convey immediacy and emphasize the current situation.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'No new deaths' in the present tense emphasizes the current state of affairs, which is a common technique in news headlines.""
}",['present'],1,['present'],,,,
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a past-tense verb 'tweeted' and refers to a specific date in the past, indicating the use of the past tense.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a link to a news article from July 5, 2018. Since the date is in the past, the usage of past tense is implied in the context of the tweet.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a past tense verb 'July 5, 2018' indicating an event that already occurred.""
}",['past'],1,"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a past tense verb 'July 5, 2018', indicating that the event or action occurred in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a past tense verb 'July 5, 2018', indicating that the event occurred in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The tweet contains a past tense verb 'July 5, 2018' indicating that the event occurred in the past.""
}",['past'],1,['past'],,,,
9396,[],Also on communion between the communities.,Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' indicates a current or ongoing topic, suggesting the use of present tense for immediacy.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'Also' indicates a current or ongoing topic, suggesting a present focus in the text.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' in 'Also on communion between the communities' indicates a present focus or immediate relevance, as in a headline.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' indicates a current or ongoing discussion or focus on the topic of communion between communities.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' indicates a current or ongoing discussion or focus on the topic of communion between communities.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'on' indicates a current or ongoing discussion or focus on the topic of communion between communities.""
}",['present'],1,['present'],,,,
9681,[],"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.",Tense,['past'],['past'],['past'],TRUE,"['past', 'future']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer' and also changes tense in the middle of the sentence from past 'was reported' to future 'had been completed', for an effect of describing a sequence of events.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer' and changes tense in the middle of the sentence from past to future, which is a progression of tenses for effect.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense 'was reported', future tense 'would answer', and changes tense in the middle of the sentence for effect with 'had been completed'.""
}","['past', 'future', 'progression']",1,"{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer', and a change in tense in the middle of the sentence for effect, from 'was reported' to 'after an FBI investigation had been completed'.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer', and a change in tense from past to future 'had been completed' for effect.""
}","['past', 'future', 'progression']","{
  ""Properties"": [""past"", ""future"", ""progression""],
  ""Explanation"": ""The sentence uses past tense 'was reported', future tense 'would answer', and changes tense in the middle of the sentence from past to future, creating a progression effect.""
}","['past', 'future', 'progression']",1,"['past', 'future', 'progression']",,,,
9939,[],"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",Tense,"['past', 'present']","['past', 'present']","['past', 'present']",TRUE,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the quoted statement.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'wrote' indicates that the action of writing took place in the past, therefore the past tense is utilized in this sentence.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the statement.""
}",['past'],1,"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the statement.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the statement.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'wrote' to indicate that Janet Smith already wrote the statement.""
}",['past'],1,['past'],,,,
10448,[],Anybody?,Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text includes the use of present tense in the headline 'Scientists discover new species' and past tense in the sentence 'The researchers conducted a thorough analysis.'""
}","['present', 'past']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The text uses the present tense in the headline 'Eruption shakes city' to emphasize the immediacy of the event. It also uses the past tense in the article body to describe events that have already occurred.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense 'Guerrilas take Afgan capital' for immediacy effect and to emphasize the action happening currently.""
}",['present'],0,"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The example text contains the use of present tense in the headline 'Guerrillas take Afghan capital' for immediacy effect, and past tense in the sentence 'He told reporters' to express something that already happened.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The example text contains the use of present tense in the headline 'Guerrillas take Afgan capital' for immediacy effect, and past tense in the sentence 'He told reporters' to express something that already happened.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The example text uses the present tense in the headline 'Guerrillas take Afghan capital' to create immediacy and emphasize the action.""
}",['present'],0,"['present', 'past']",,,,
11737,[],"But May’s growth was less than that in April and March, possibly an emerging trend.",Tense,['past'],['past'],['past'],TRUE,"['past', 'present']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense 'was' to express something that already happened. Additionally, the sentence changes tense in the middle for effect, using the modal 'possibly' and 'an emerging trend' to convey a sense of potentiality and progression.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates past tense, while transitioning to 'is' indicates a change in tense for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'was' to indicate that May's growth already happened.""
}",['past'],0,"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates past tense, and the change from 'was' to 'is' in 'possibly an emerging trend' creates a progression in tense for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates past tense, and the change from 'was' to 'is' in 'is less than' creates a progression in tense for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates the past tense, while the change from 'was' to 'is' in 'possibly an emerging trend' creates a progression for effect.""
}","['past', 'progression']",1,"['past', 'progression']",,,,
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense '1605' indicates that the painting was created in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The example text uses the past tense to describe the creation of a painting in 1595.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of past tense indicates that the painting 'St. Francis in Ecstacy' was created in 1595, and is already an event that has occurred in the past.""
}",['past'],1,"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of '1595' indicates that the painting was created in the past, so the past tense is used to describe the artwork.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of '1595' indicates that the painting was created in the past, so the past tense is used to describe the artwork.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of '1595' indicates that the painting was created in the past, and the title 'St. Francis in Ecstacy' also suggests a past event.""
}",['past'],1,['past'],,,,
11936,[],America's Immigration Voice.,Tense,[],[],[],TRUE,[],"{
    ""Properties"": [""present""],
    ""Explanation"": ""The headline uses the present tense to convey immediacy and to emphasize the importance of the topic.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create immediacy and emphasize the organization's current role and impact.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create an immediacy effect and emphasize the importance of the topic.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create immediacy and emphasize the importance of the topic.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'America's Immigration Voice' in the present tense creates an immediate and impactful effect, often used in headlines.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The headline uses the present tense to create immediacy and emphasize the importance of the topic.""
}",['present'],1,['present'],,,,
12475,[],"For though unpleasant, it is not unfair to say that if there was one desire common to Bernie Sanders, Ted Cruz and Donald Trump voters, it was be rid of the regime resting on top of all of us.",Tense,"['past', 'present']","['past', 'present']","['past', 'present']",TRUE,['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The sentence uses the past tense 'was' to express that the desire was common to the mentioned voters.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates the past tense, expressing something that has already happened.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The text uses the past tense 'was' to express something that already happened.""
}",['past'],1,"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates that the action of having a common desire is in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates that the action of having a common desire is in the past.""
}",['past'],"{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'was' indicates that the action of having a common desire is in the past.""
}",['past'],1,['past'],,,,
12751,[],"To keep up everyone’s morale, the museum staff, while bombs were falling and they and their patrons were equally starving, continued to give tours and lectures, describing perfectly the artworks that had been removed.",Tense,['past'],['past'],['past'],TRUE,"['progression', 'past']","{
  ""Properties"": [""progression""],
  ""Explanation"": ""The example text uses the progression property by changing tense in the middle of the sentence to emphasize the contrast between the past action (while bombs were falling) and the present action (continued to give tours and lectures).""
}",['progression'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, and also changes tense in the middle of a sentence for effect, by switching from past tense 'were falling' to present tense 'continued' for the immediacy effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened ('continued', 'were falling', 'were starving'). Additionally, there is a change in tense within the sentence for effect ('continued' - past tense, 'describing' - present participle).""
}","['past', 'progression']",0,"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, and also changes tense in the middle of a sentence for effect, emphasizing the contrast between the ongoing actions and the past actions.""
}","['past', 'progression']","{
  ""Properties"": [""progression""],
  ""Explanation"": ""The sentence changes tense in the middle, from 'were falling' (past) to 'continued' (past) to 'describing' (present), creating a sense of immediacy and emphasizing the ongoing action.""
}",['progression'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe actions that have already happened, and it also changes tense in the middle of the sentence for effect, emphasizing the contrast between the ongoing actions and the past actions.""
}","['past', 'progression']",0,"['past', 'progression']",,,,
12857,[],Florida law already mandates a three-day waiting period for the purchase of a handgun but a person as young as 18 can buy a rifle with no waiting period.,Tense,['present'],['present'],['present'],TRUE,"['past', 'present']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The sentence uses the present tense ('mandates') to emphasize the current state of the law, and the past tense ('mandated') to indicate that the waiting period for handgun purchase is already in place.""
}","['present', 'past']","{
  ""Properties"": [""past""],
  ""Explanation"": ""The use of 'already mandates' indicates the past tense, expressing something that has already happened.""
}",['past'],"{
  ""Properties"": [""present"", ""past""]
  ,
  ""Explanation"": ""The use of 'already mandates' indicates the past tense, while 'can buy' indicates the present tense.""
}","['present', 'past']",0,"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'already' indicates a past action, while 'can buy' indicates a present action.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'already mandates' indicates the past tense, while 'can buy' indicates the present tense.""
}","['present', 'past']","{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'mandates' and 'can buy' indicates the present tense, while 'already' indicates that the law is already in place, suggesting the past tense.""
}","['present', 'past']",1,"['present', 'past']",,,,
12899,[],Yore called the example Pope Francis set in the way he handled the abuse information “extremely dangerous.”,Tense,['past'],['past'],['past'],TRUE,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The present tense 'set' is used to emphasize an action and create immediacy in the statement.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'set' indicates that the present tense is being used to emphasize Pope Francis' actions in handling the abuse information.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses present tense to emphasize the immediacy and impact of Pope Francis' actions.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'set' indicates the present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of present tense 'set' in the context of discussing a recent event emphasizes the immediacy and relevance of the action, which is a common feature of present tense usage in news text.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'set' indicates the present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],1,['present'],,,,
13007,[],"In a series of tweets on Thursday, President Trump said the right things.",Tense,['past'],['past'],['past'],TRUE,['active'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in the past tense indicates the presence of the past tense property.""
}",['present'],"{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'said' in the past tense indicates the past tense property, but 'President Trump said' is in the present tense, indicating the present property. This creates an immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in past tense would imply that the statement was made in the past, but the use of 'President Trump says' gives the immediate effect often used in headlines for immediacy.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in the past tense indicates that the action has already happened, so the tense used is past.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' in the past tense indicates that the action has already occurred, so the tense used is the past.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'said' indicates the present tense, which is often used in headlines for immediacy effect or to emphasize an action.""
}",['present'],1,['present'],,,,
13483,[],"Before the sale, Paddock told him ""that he was going to go out to the desert and put on a light show"" with the ammunition -- that he was ""going to go out and shoot it at night with friends.""",Tense,['past'],['past'],['past'],TRUE,['past'],"{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'going to' indicates a future action in the reported speech.""
}",['future'],"{
  ""Properties"": [""past"", ""future""]
  , ""Explanation"": ""The use of 'told' indicates past tense, while 'was going to' indicates future tense.""
}","['past', 'future']","{
  ""Properties"": [
    ""past"",
    ""future""
  ],
  ""Explanation"": ""The text uses the past tense to describe what Paddock told him before the sale. Additionally, the future tense is used to convey Paddock's plans of going out to the desert."" 
}","['past', 'future']",0,"{
  ""Properties"": [""past"", ""future""],
  ""Explanation"": ""The use of 'told' indicates past tense, while 'going to' indicates future tense.""
}","['past', 'future']","{
  ""Properties"": [""future""],
  ""Explanation"": ""The use of 'going to' indicates a future action, suggesting the expression of something that has yet to happen.""
}",['future'],"{
  ""Properties"": [""past"", ""future""]
  ,
  ""Explanation"": ""The text uses the past tense 'told' to express something that already happened, and the future tense 'going to' to express something that has yet to happen.""
}","['past', 'future']",0,"['past', 'future']",,,,
14038,[],And in Russia.,Tense,[],[],[],TRUE,[],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense to emphasize an action or to create an effect of immediacy.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'And' implies a continuation of the ongoing events, suggesting a use of present tense for immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'and' indicates a continuation of current events, suggesting the present tense.""
}",['present'],1,"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'in Russia' suggests a current or ongoing situation, indicating the use of the present tense for immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'in Russia' suggests a current or ongoing situation, indicating the use of the present tense for immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'in' indicates that the statement is about the current situation, hence the use of present tense for immediacy effect.""
}",['present'],1,['present'],,,,
14878,[],"In 1953, the CIA was in the process of developing a top-secret manual on assassinations, one that showed that the CIA was specializing not only in the art of assassination but also in the art of covering up its role in state-sponsored assassinations.",Tense,['past'],['past'],['past'],TRUE,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe the CIA's actions in 1953, and then switches to the present tense to emphasize the ongoing nature of their specialization in covering up its role in state-sponsored assassinations.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to indicate that the CIA was developing a manual in 1953. Additionally, it switches to the present tense to emphasize the ongoing nature of the CIA's specialization in covering up its role in assassinations.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was' indicates the past tense, and the change from 'was' to 'is' in the middle of the sentence creates a progression for effect.""
}","['past', 'progression']",1,"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe the actions of the CIA in 1953. Additionally, it switches to the present tense ('is specializing') to emphasize the ongoing nature of the CIA's activities.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe events that have already happened ('was in the process', 'was specializing'), and also changes tense in the middle of the sentence for effect ('showed' - past tense, 'specializing' - present participle).""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The text uses the past tense to describe the actions of the CIA in 1953. Additionally, it switches to the present tense ('is specializing') to emphasize the ongoing nature of the CIA's activities.""
}","['past', 'progression']",1,"['past', 'progression']",,,,
15168,[],"“If code is speech, the constitutional contradictions are evident,” Wilson explained to WIRED when he first launched the lawsuit in 2015.",Tense,"['past', 'present']","['past', 'present']","['past', 'present']",TRUE,['past'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of present tense in 'explained' adds immediacy to the statement, which is common in news headlines.""
}",['present'],"{
  ""Properties"": [
    ""present""
  ],
  ""Explanation"": ""The use of 'explained' in the present tense in the reported speech creates an immediacy effect.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The text uses the present tense 'is' to emphasize the current and ongoing nature of the statement being made.""
}",['present'],1,"{
  ""Properties"": [""present"", ""past""],
  ""Explanation"": ""The use of 'is' in 'code is speech' indicates the present tense, while 'explained' and 'launched' indicate past tense.""
}","['present', 'past']","{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'explained' in the present tense indicates the immediate context of the explanation.""
}",['present'],"{
  ""Properties"": [""present""],
  ""Explanation"": ""The use of 'explained' in the present tense indicates the immediacy effect, emphasizing the action as if it is currently happening.""
}",['present'],0,['present'],,,,
15233,[],"At first, Campos, a guard at the Mandalay Bay Resort and Casino, was hailed a hero for helping guide police to gunman Stephen Paddock’s room on the 32nd floor.",Tense,['past'],['past'],['past'],TRUE,['past'],"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The sentence uses past tense to describe the initial reaction to Campos' actions, and then changes to past progressive tense to describe the ongoing action at that time.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was hailed' indicates past tense, while 'was hailed' followed by 'a guard at the Mandalay Bay Resort and Casino' and 'helping guide' creates a progression of tenses within the sentence.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The use of 'was hailed' in the past tense and the shift to the past tense 'helping guide' in the middle of the sentence indicate the use of past tense and tense progression.""
}","['past', 'progression']",1,"{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense to describe an action that already happened ('was hailed') and then switches to the past progressive tense ('helping guide') for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense to describe an action that already happened ('was hailed') and then changes to the present tense ('helping guide') for effect.""
}","['past', 'progression']","{
  ""Properties"": [""past"", ""progression""],
  ""Explanation"": ""The sentence uses the past tense to describe Campos' initial perception as a hero, and then switches to the past progressive tense to describe his actions at that time.""
}","['past', 'progression']",1,"['past', 'progression']",,,,
