sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,
1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause with the use of 'and' to compare the intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper.""
}",['comparative'],"{
  ""Properties"": [""adjective""]
}

  ",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of the comparative conjunction 'than' comparing the intensity and nastiness of Brennan and Clapper suggests a comparative modifying clause.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'former CIA Director' and 'former Director of National Intelligence' creates a comparative clause, comparing the intensity and nastiness of Brennan and Clapper.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of the comparative clause 'of former CIA Director Brennan and former Director of National Intelligence Clapper' using the conjunction 'and' indicates a comparative relationship.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'and' to compare the intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper.""
}",['comparitive'],1,['comparitive'],,,,,
1371,[7],"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'if', indicating a hypothetical situation and its consequences: 'if Americans are forced to bear the economic and social costs'.""
}",['conditional'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause using the conjunction 'as' (Bush-Obama 'open borders' brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans).""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence includes a comparitive clause using the conjunction 'as' (Bush-Obama 'open borders' brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs).""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as' to compare the actions of Bush and Obama with the resulting resistance from Americans.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as' to compare the actions of Bush and Obama with the result of rising resistance from Americans.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'to rising resistance from Americans' uses the comparative conjunction 'to' to show a comparison between the Third World peoples and the resistance from Americans.""
}",['comparitive'],1,['comparitive'],,,,,
1407,[7],And itâ€™s a problem not just in West Virginia â€“ itâ€™s a national problem.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The comparative conjunction 'not just... - it's' is used to show a comparison between West Virginia and the national level, indicating a similarity or relationship between the two.""
}",['comparative'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The phrase 'not just in West Virginia - it's a national problem' contains a comparative clause using the conjunction 'not just...- but', indicating a comparison between two locations.""
}",['comparative'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'not just... but'. This structure compares the extent of the problem in West Virginia to the extent of the problem nationally.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'not just... - it's a national problem' forms a comparative clause, comparing the issue in West Virginia to a broader national problem.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'not just...but'. This structure compares the extent of the problem in West Virginia to its extent nationally.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'not just... - it's a national problem' forms a comparative clause, comparing the issue in West Virginia to a broader national problem.""
}",['comparitive'],1,['comparitive'],,,,,
1487,[8],"My acceptance from the reading of this document of the Churchâ€™s orthodox eucharistic doctrine was based in part on Pope Paulâ€™s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective"", ""comparitive""],
  ""Explanation"": ""The sentence includes a comparative clause 'beautiful exposition' and an adjective clause 'the sheer radical, mad unlikeliness of it'. These modifying clauses provide additional details and descriptions to further explain the acceptance of the doctrine.""
}","['adjective', 'comparitive']","{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative (adjective) clause 'of the Churchâ€™s orthodox eucharistic doctrine' which provides additional information about the document being discussed.""
}",['adjective'],"{
  ""Properties"": [""adjective"", ""comparitive""],
  ""Explanation"": ""The sentence contains a relative clause 'of the Churchâ€™s orthodox eucharistic doctrine' using the relative pronoun 'that'. It also includes a comparative clause 'as...as the sheer radical, mad unlikeliness of it' using the comparative conjunction 'as'.""
}","['adjective', 'comparitive']",FALSE,"{
  ""Properties"": [""comparitive"", ""adjective""],
  ""Explanation"": ""The sentence contains a comparative clause using 'in part on' and an adjective clause using 'of the Churchâ€™s orthodox eucharistic doctrine'.""
}","['comparitive', 'adjective']","{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause using 'of the Churchâ€™s orthodox eucharistic doctrine' to provide additional detail about the acceptance from the reading of the document.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause using 'of the Churchâ€™s orthodox eucharistic doctrine' to provide additional detail about the acceptance from the reading of the document.""
}",['adjective'],0,['adjective'],,,,,
2128,[8],"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The text contains a relative clause 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics.' The relative pronoun 'by' introduces the relative clause modifying 'lives.'""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence includes a relative clause using the adjective 'homosexual' to provide details about the type of clerics responsible for the devastation suffered by the victims.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics' contains a relative clause using 'of' as the relative pronoun. This clause provides additional information about the 'lives' mentioned in the text.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics' is a relative clause using the relative pronoun 'of' and provides additional detail about the 'lives' mentioned in the sentence.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example contains a relative clause using 'of homosexual clerics' to provide additional detail and specify the type of victims.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of homosexual clerics' is a relative clause modifying the noun 'victims', providing additional detail about the type of clerics involved in the described devastation.""
}",['adjective'],1,['adjective'],,,,,
2508,[8],"â€œIt was a foolish mistake by a very young man,â€ Saucierâ€™s lawyer, Greg Rinckey, said.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'by a very young man' which functions as an adjective describing the noun 'mistake', and a noun clause 'Saucierâ€™s lawyer, Greg Rinckey, said' which reports the lawyer's statement.""
}","['adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause ('Saucierâ€™s lawyer, Greg Rinckey, said') that is used to incorporate indirect speech from the lawyer.""
}",['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains an adjective clause 'by a very young man' which describes the noun 'mistake'. Additionally, it includes a noun clause 'Saucierâ€™s lawyer, Greg Rinckey, said' used for indirect speech.""
}","['adjective', 'noun']",FALSE,"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'Saucierâ€™s lawyer, Greg Rinckey, said' (adjective) and a noun clause 'It was a foolish mistake by a very young man' (noun).""
}","['adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'Saucierâ€™s lawyer, Greg Rinckey, said' functions as a noun clause, incorporating the detail of who made the statement.""
}",['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'Saucierâ€™s lawyer, Greg Rinckey, said' which functions as an adjective by providing additional information about the noun 'lawyer'. Additionally, the clause 'Saucierâ€™s lawyer, Greg Rinckey, said' serves as a noun clause, incorporating the indirect speech of the lawyer.""
}","['adjective', 'noun']",0,"['adjective', 'noun']",,,,,
2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],TRUE,['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' contains a comparative relationship, contrasting its previous attempts with its current state.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of the comparative conjunction 'than' in 'earlier...than' indicates a comparative relationship, making this a comparative modifying clause.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' is used to compare the newspaper's previous actions with its current state.""
}",['comparitive'],TRUE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'While it earlier made attempts to balance its shoddier side with some interesting reporting' contains a comparative structure with the use of the conjunction 'while' to compare the newspaper's past and present characteristics.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' uses the subordinating conjunction 'while' to show a comparison between the past and present behavior of the subject.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'While it earlier made attempts to balance its shoddier side with some interesting reporting' uses the comparative conjunction 'while' to compare the past behavior of the subject with its current state.""
}",['comparitive'],1,['comparitive'],,,,,
3090,[9 9 8],This provocation was the first of two major spring military exercises planned by the US and its reluctant South Korean satrap.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'than the other' is used to compare the two major military exercises planned by the US.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause with 'as' comparing the military exercises in spring.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises planned by the US and its reluctant South Korean satrap' uses the comparative conjunction 'first of two'.""
}",['comparitive'],TRUE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises planned by the US and its reluctant South Korean satrap' uses the comparative conjunction 'first of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises' uses the comparative conjunction 'of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises' uses the comparative conjunction 'of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],1,['comparitive'],,,,,
3326,[5 9],"And Ms. Ford may be overestimating the integrity of the ""supportive"" lawmakers and lawyers currently handling her.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'may be overestimating the integrity' uses a comparitive conjunction 'than'.""
}",['comparitive'],"{
    ""Properties"": [""comparative""],
    ""Explanation"": ""The clause 'may be overestimating the integrity' uses the comparative conjunction 'than' to compare the integrity of Ms. Ford's supporters to her estimation of them.""
}",['comparative'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The phrase 'may be overestimating' forms a comparative clause using the conjunction 'overestimating the integrity of' to compare Ms. Ford's estimation with the actual integrity of the lawmakers and lawyers.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'may be overestimating the integrity' uses the comparative conjunction 'than' to compare the integrity of the 'supportive' lawmakers and lawyers.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The presence of the comparative conjunction 'than' in the phrase 'may be overestimating' indicates a comparative modifying clause.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'may be overestimating the integrity' uses the comparative conjunction 'than' to compare the integrity of the 'supportive' lawmakers and lawyers.""
}",['comparitive'],1,['comparitive'],,,,,
3397,[9],"After Oswald supposedly tried to â€œdefectâ€ to the Soviet Union and promised to give the Russians all the secrets he learned about in the military, why would U.S. officials agree to let him back in the country, and with a communist wife?",Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],TRUE,['subordinate'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'after', suggesting a causal connection.""
}",['conditional'],"{
  ""Properties"": [""conditional"", ""adjective""]
}

 	","['conditional', 'adjective']","{
  ""Properties"": [""conditional""]
}

  ",['conditional'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'after' suggesting a causal connection between Oswald's supposed attempt to defect and the U.S. officials' decision to let him back in the country.""
}",['conditional'],"{
  ""Properties"": [""conditional"", ""adjective""],
  ""Explanation"": ""The sentence contains a conditional clause ('if Oswald supposedly tried to 'defect' to the Soviet Union') and an adjective clause ('who promised to give the Russians all the secrets he learned about in the military').""
}","['conditional', 'adjective']","{
  ""Properties"": [""conditional"", ""adjective""],
  ""Explanation"": ""The sentence contains a conditional clause ('if Oswald supposedly tried to 'defect' to the Soviet Union') and an adjective clause ('who promised to give the Russians all the secrets he learned about in the military').""
}","['conditional', 'adjective']",0,"['conditional', 'adjective']",,,,,
3430,[9],"In Alexandra, Virginia â€“ the suburban home of Americaâ€™s war-making elite â€” a secret grand jury, a throwback to the middle ages â€” has spent seven years trying to concoct a crime for which Assange can be prosecuted.",Modifying_clauses,['adjective'],['adjective'],['adjective'],TRUE,['adjective'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The comparative clause 'the suburban home of Americaâ€™s war-making elite' is used to compare Alexandria, Virginia to the home of America's war-making elite.""
}",['comparative'],"{
  ""Properties"": [
    ""subordinate""
  ],
  ""Explanation"": ""The sentence contains a subordinate clause 'for which Assange can be prosecuted', which suggests a causal connection and uses the subordinating conjunction 'for'. This clause is providing additional information about the crime being concocted by the secret grand jury.""
}",['subordinate'],"{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The sentence contains an adjective clause 'of Americaâ€™s war-making elite' modifying 'suburban home'. It also includes a subordinate clause 'for which Assange can be prosecuted' with the subordinating conjunction 'for'.""
}","['adjective', 'subordinate']",FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the suburban home of Americaâ€™s war-making elite' uses a comparative conjunction 'of' to compare Alexandra, Virginia to the home of Americaâ€™s war-making elite.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the suburban home of Americaâ€™s war-making elite' uses a comparative conjunction 'of' to compare Alexandra, Virginia to the home of Americaâ€™s war-making elite.""
}",['comparitive'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'where' ('where Assange can be prosecuted'), suggesting a causal connection.""
}",['subordinate'],0,['comparitive'],,,,,
3498,[9],"In the end, Only the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'Only the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego' suggests a causal connection or contrast with the rest of the statement.""
}",['subordinate'],"{
  ""Properties"": [""subordinate"", ""adjective""]
}

 	","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence includes a subordinate clause ('the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego') which suggests a causal connection between the actions of the corrupt king and the mentioned god.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'Only the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego' which suggests a causal connection between the actions of the corrupt king and the God of Shadrach, Meshach, and Abednego.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego' which suggests a causal connection with the main clause 'In the end'.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('Only the corrupt king acknowledges the God of Shadrach, Meshach, and Abednego') which suggests a causal connection between the corrupt king and his acknowledgment of the God of Shadrach, Meshach, and Abednego.""
}",['subordinate'],1,['subordinate'],,,,,
3784,[10],Allahu Akbar usually means motive unknown.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'usually means motive unknown' is a relative clause using the relative pronoun 'that'. It provides additional details about the phrase 'Allahu Akbar'.""
}",['adjective'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The statement 'usually means motive unknown' suggests a causal connection and uses the subordinating conjunction 'usually'.""
}",['subordinate'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The presence of the 'that' in 'Allahu Akbar usually means motive unknown' indicates a noun clause used for indirect speech or paraphrasing.""
}",['noun'],FALSE,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of 'usually means' suggests a conditional relationship, as it implies that the meaning of 'Allahu Akbar' is dependent on certain conditions.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The statement contains a conditional clause starting with 'if', suggesting a hypothetical condition.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'usually means' suggests a conditional relationship, indicating that the meaning of 'Allahu Akbar' is not always known.""
}",['conditional'],1,['conditional'],,,,,
3789,[ 8 10 13],"Unlike previous administrations, my administration has and will continue to move aggressively to repeal any efforts â€“ and repel â€“ we will stop it, we will repel it â€“ any efforts to interfere in our elections.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The comparative clause 'Unlike previous administrations' is used to compare the speaker's administration to previous ones.""
}",['comparative'],"{
  ""Properties"": [""comparison"", ""subordinate""]
}
  
  ","['comparison', 'subordinate']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of the phrase 'Unlike previous administrations' introduces a comparative clause, comparing the speaker's administration to previous ones.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'unlike' to compare the current administration with previous administrations.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'unlike previous administrations' creates a comparative clause, comparing the speaker's administration to previous ones.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'unlike' in the clause 'Unlike previous administrations' creates a comparative relationship, indicating a difference between the speaker's administration and previous ones.""
}",['comparitive'],1,['comparitive'],,,,,
3790,[10],Over-excitement is a serious problem in the Muslim world.,Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying clause with the adjective 'in the Muslim world' providing additional detail about the problem of over-excitement.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The statement contains an adjective clause 'in the Muslim world' which modifies and adds detail to the noun 'problem'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying clause 'in the Muslim world' using the relative pronoun 'in' to provide additional detail about the problem of over-excitement.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'in the Muslim world' using the relative pronoun 'in' to provide additional detail about the noun 'problem'.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying clause 'in the Muslim world' which provides additional detail about the problem of over-excitement.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a modifying clause 'in the Muslim world' which provides additional detail about the noun 'problem'. This is an example of an adjective modifying clause.""
}",['adjective'],1,['adjective'],,,,,
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a yearâ€™s time?",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'who are unarmed', which functions as an adjective modifying the noun 'people'. This clause provides additional information about the type of people being referred to.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The clause 'defenseless (unarmed)' is a relative clause using the adjective 'defenseless' to provide additional detail about the type of people being described.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The adjective clause 'who are unarmed' provides additional information about the defenseless people being referred to.""
}",['adjective'],TRUE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The adjective clause 'defenseless (unarmed)' modifies the noun 'people' to provide additional detail and description.""
}",['adjective'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The use of 'how many' followed by a conditional clause beginning with 'are' and 'in a year's time' indicates a conditional context, suggesting a hypothetical situation or condition.""
}",['conditional'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The adjective clause 'defenseless (unarmed)' modifies the noun 'people' to provide additional detail and description.""
}",['adjective'],0,['adjective'],,,,,
3798,[ 6  4 11],"In other words, unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy, the national security establishment did have motive, a powerful motive, the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time, such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba (who Kennedy admired), Fidel Castro, and Salvador Allende.",Modifying_clauses,['adjective'],['adjective'],['adjective'],TRUE,['adjective'],"{
  ""Properties"": [""comparitive"", ""adjective"", ""noun""],
  ""Explanation"": ""The text contains a comparative clause ('unlike Lee Harvey Oswald') and an adjective clause ('who had absolutely no motive to kill President Kennedy'), along with a noun clause ('that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time').""
}","['comparitive', 'adjective', 'noun']","{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']","{
  ""Properties"": [""comparative"", ""adjective"", ""noun""],
  ""Explanation"": ""The text contains a comparative clause using 'who' and 'whom' for relative clauses (e.g., unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy) and noun clauses for indirect speech or incorporating detail (e.g., that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time).""
}","['comparative', 'adjective', 'noun']",FALSE,"{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}

 	","['comparitive', 'adjective']","{
  ""Properties"": [""comparitive"", ""adjective""]
}","['comparitive', 'adjective']",1,"['comparitive', 'adjective']",,,,,
3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'reputedly once' compares The Guardian's past status as a great liberal newspaper to its current reputation, indicating a comparative relationship.""
}",['comparitive'],"{
  ""Properties"": [""adjective""]
}
  
  ",['adjective'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('reputedly once a great liberal newspaper') suggesting a causal connection between The Guardian's previous reputation and its conduct towards Julian Assange.""
}",['subordinate'],FALSE,"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'reputedly once a great liberal newspaper' using the relative pronoun 'once'. This clause modifies 'The Guardian'.""
}",['adjective'],1,['adjective'],,,,,
3824,[ 7 12],"This â€œIâ€™m offendedâ€ or â€œhis gun scares meâ€ complaint is nothing but cover for little Nazis to try and deny another person their Natural, God-given liberty.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'than', comparing 'little Nazis' to 'another person'.""
}",['comparitive'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The conditional clause 'if' is used in the sentence with 'if ... to try and deny another person their Natural, God-given liberty.'""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The conditional property is used in the clause 'if his gun scares me' which presents a conditional situation.""
}",['conditional'],FALSE,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'his gun scares me' is a comparative clause using the conjunction 'than'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'his gun scares me' is a comparative clause using the conjunction 'than'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'his gun scares me' is a comparative clause using the conjunction 'than'.""
}",['comparitive'],1,['comparitive'],,,,,
3827,[12],"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",Modifying_clauses,[],[],[],TRUE,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'harking back to the days of Nazi Germany and the Nuremberg Laws.' This clause provides additional detail about the noun 'something.'""
}",['adjective'],"{
  ""Properties"": [
    ""adjective""
  ],
  ""Explanation"": ""The clause 'harking back to the days of Nazi Germany and the Nuremberg Laws' is a relative clause using 'to' and providing additional detail about the transformed school.""
}",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'harking back to the days of Nazi Germany and the Nuremberg Laws' uses a comparative conjunction 'to' to show similarity to a past situation.""
}",['comparitive'],FALSE,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example contains a relative clause using the adjective 'harking back to the days of Nazi Germany and the Nuremberg Laws.' This modifies the noun 'something' and provides additional detail about it.""
}",['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as' to compare the school's transformation to the days of Nazi Germany.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'as' to compare the transformation of the school to the historical period of Nazi Germany.""
}",['comparitive'],0,['comparitive'],,,,,
