sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,Unnamed: 28,property_gpt4,res_gpt4_0.0_V3_2
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,0.0,,['active'],,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a 'stative' voice as defined in the context provided. The sentence 'Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.' is in the active voice. The subject 'any purge' is performing the action 'would empty.' The verbs 'lead' and 'live' are also in the active voice, indicating that the priests and bishops are performing the actions. The sentence does not contain a form of 'be' as a helping verb, nor does it have a main verb ending in 'ing' that would indicate a stative voice as defined in the prompt. Therefore, the sentence does not fit the criteria for stative voice as described.""
}"
1042,[6],Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.”,Predication,['active'],['active'],['active'],True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'empty' which denotes action being performed.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'empty' in 'any purge would empty parishes', indicating the use of active predication.""
}",['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead'. 'Empty' is an active verb describing the potential action of a purge, while 'lead' is a stative verb describing the ongoing state of the priests and bishops.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'empty' and a stative verb 'lead' which indicate action and state respectively.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,0.0,,['active'],,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'Any purge would empty parishes and religious orders of the thousands of priests and bishops who lead healthy lives of service and faithful lives of celibacy.' utilizes stative voice. Stative voice is characterized by the description of a state or condition rather than an action. In this sentence, 'lead' is used to describe the ongoing state or condition of the priests and bishops' lives, which is one of service and celibacy. There is no action being performed upon the subject, nor is there a mix of active and passive voice that would characterize a compound voice. Therefore, the sentence is best described as using stative voice.""
}"
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,active,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence 'Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.' utilizes the active voice. In this sentence, the subject 'Democratic Illinois Rep. Danny Davis' is performing the action of defending, which is a clear indication of the active voice. The verb 'defended' directly relates to the subject, making it an active construction. There is no indication of the stative or compound voice in this sentence; the verb is simply showing an action performed by the subject.""
}"
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,stative,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence 'Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.' is in the active voice. In this sentence, the subject 'Democratic Illinois Rep. Danny Davis' is performing the action of the verb 'defended.' The sentence does not fit the description of the stative voice because the subject is actively doing the action, and it does not have the auxiliary verb 'be' nor is the main verb in a non-'ing' form as a requirement for stative verbs. Additionally, the sentence does not combine elements of both active and passive structures, which would be necessary to classify it as a compound voice.""
}"
1225,[6],Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'. There are no active or compound verbs in this sentence.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'defended' to express a state of action or being.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the action rather than an ongoing action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' describing the action of Danny Davis.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes a state of action rather than an active action.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'defended' which describes the state of the subject 'Danny Davis'.""
}",['stative'],1,['stative'],1.0,0.0,,['active'],,compound,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence 'Democratic Illinois Rep. Danny Davis defended Nation of Islam leader Louis Farrakhan as an “outstanding human being” on Monday.' utilizes the active voice. In the active voice, the subject of the sentence ('Democratic Illinois Rep. Danny Davis') performs the action of the verb ('defended'). The sentence does not exhibit characteristics of the passive voice, where the subject would be the recipient of the action, nor does it combine both active and passive structures, which would be necessary for a compound voice. Additionally, the sentence does not describe a state of being, which would be characteristic of the stative voice.""
}"
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,active,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence 'This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further' contains verbs that are in the active voice. The subject 'Attorney General Jeff Sessions' is expected to perform the action 'should stop,' which is a directive for an action to be taken by the subject. There are no stative verbs that express a state of being or compound verbs that would indicate a compound voice. The verb 'is' in 'This is a terrible situation' is a linking verb, which is neither active nor passive, but since the main action verb 'should stop' dictates the overall voice of the sentence, the sentence is considered to be in the active voice.""
}"
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a 'stative' voice as defined in the context provided. The sentence 'This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further' contains both a stative verb phrase ('This is a terrible situation') and an active voice command ('Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now'). The stative verb phrase 'This is a terrible situation' does use 'is' as a helping verb, which is a form of 'be,' and the main verb 'is' does not end in 'ing,' which aligns with the definition of stative verbs given. However, the second part of the sentence ('Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now') is in the active voice, where 'Attorney General Jeff Sessions' is the subject performing the action of stopping. Therefore, the sentence as a whole cannot be classified exclusively under stative voice. It is a compound sentence with both stative and active elements.""
}"
1300,[1 7 9],"“This is a terrible situation and Attorney General Jeff Sessions should stop this Rigged Witch Hunt right now, before it continues to stain our country any further.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'should stop' as the main predicate.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'should stop' and 'continues', which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'should stop', indicating an action being performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'should stop' which indicates an action performed by the subject 'Attorney General Jeff Sessions'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'is' and 'should stop'. These active verbs indicate action being performed by the subject.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,compound,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a compound voice. It is primarily in the active voice. The subject 'Attorney General Jeff Sessions' is expected to perform the action, which is to 'stop this Rigged Witch Hunt right now.' There is no passive construction within the sentence where the subject is being acted upon. Therefore, the sentence does not exhibit a combination of active and passive voices about a single subject, which would be required to classify it as using a compound voice.""
}"
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],,active,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' utilizes a stative voice. Stative verbs describe a state of being or condition, and the verb 'is' in this context is used to describe the state of being of 'it' (the problem), which exists as a problem not just locally but also nationally. There is no action being performed by the subject; instead, the sentence is stating a fact or condition, which is characteristic of stative verbs.""
}"
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' does not utilize stative voice as defined in the context provided. The sentence is in the active voice, where 'it' is the subject and 'is' is the verb, indicating a state of being. There is no action being received by the subject, and the verb 'is' does not fit the definition of stative voice provided because it does not have a main verb that ends with something other than 'ing' nor is it accompanied by 'be' as a helping verb. The sentence simply states a fact about 'it' (the problem) being a national issue, without any action being performed on the subject.""
}"
1407,[7],And it’s a problem not just in West Virginia – it’s a national problem.,Predication,['stative'],['stative'],['stative'],True,['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains multiple verbs ('is', 'problem') about one subject ('it').""
}",['compound'],"{
  ""Properties"": [
    ""compound""
  ],
  ""Explanation"": ""The sentence contains a compound predicate 'is' and 'problem'. Both verbs are about the same subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is', which denotes a state of being ('is a national problem'). There are no active or compound verbs present in the given example.""
}",['stative'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' in the phrase 'it's a national problem.' This indicates a state of being rather than an action.""
}",['stative'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'is' and 'problem' as the verbs about the subject 'it'.""
}",['compound'],0,['compound'],1.0,0.0,,['stative'],,compound,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'And it’s a problem not just in West Virginia – it’s a national problem.' utilizes stative voice. Stative voice is used to describe a state or condition rather than an action. In this sentence, the verb 'is' relates to the state of being a problem, which is a condition, not an action performed by the subject. There is no action being done to something else, and there is no use of active or passive voice in this context.""
}"
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,active,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize active, stative, or compound voice as defined in the context of 'Predication'. Instead, it is a complex sentence that contains both active and passive elements. The phrase 'provides proof' is in the active voice, with 'this stunning tower audio' as the subject performing the action. However, the latter part of the sentence, 'that authorities are actually actively covering up what really happened,' contains a passive construction ('are covering up'), indicating something is being done by the authorities, not that they are performing an action onto something else. The sentence as a whole does not fit neatly into the categories of active, stative, or compound voice as defined.""
}"
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,stative,"{
  ""Answer"": ""no"",
  ""Explanation"": ""The sentence provided does not utilize a stative voice as defined in the context provided. The sentence is in the active voice, as it describes actions ('provides proof', 'claims', 'operated', 'covering up') performed by the subjects ('tower audio', 'narrative', 'Stephen Paddock', 'authorities'). A stative voice would involve the subject receiving the action and the use of 'be' as a helping verb, with the main verb not ending in 'ing', which is not the case here. Additionally, the sentence does not fit the definition of a compound voice, which would typically involve a combination of active and passive structures within the same sentence.""
}"
1535,[8 8 5],This stunning tower audio once again provides proof that the entire narrative that claims that Stephen Paddock operated alone from the 32nd floor of the Mandalay Bay Hotel is complete nonsense and that authorities are actually actively covering up what really happened on that fateful night.,Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'provides' and 'claims', indicating the use of active voice.""
}",['active'],"{
  ""Properties"": [
    ""active""
  ],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'are'. These active verbs indicate that the subject of the sentence is performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example text contains active verbs, such as 'provides', 'claims', 'is', 'covering', and 'happened', which indicate actions taken by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', 'covering'. These active verbs indicate actions being performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering'. These verbs indicate actions or states of being.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'provides', 'claims', 'is', and 'covering', indicating the use of active voice.""
}",['active'],1,['active'],1.0,0.0,,"['stative', 'active']",,compound,"{
  ""Answer"": ""active"",
  ""Explanation"": ""The sentence in question utilizes the active voice. In the active voice, the subject of the sentence performs the action expressed by the verb. In this case, 'the stunning tower audio' is the subject, and it 'provides proof,' which is the action. The sentence does not switch to passive voice at any point; the subject remains the doer of the action throughout the sentence. There is no indication of a compound voice, as the sentence does not contain a mix of active and passive constructions regarding a single subject.""
}"
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']",,active,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""In the sentence 'He said the group was a toothless, paper-shuffling exercise,' the verb 'was' is a stative verb. Stative verbs describe a state of being or condition, rather than an action being performed by the subject. In this case, 'was' indicates the state of the group, describing it as 'a toothless, paper-shuffling exercise,' rather than an action that the group is actively performing.""
}"
1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Predication,"['stative', 'active']","['stative', 'active']","['stative', 'active']",True,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a compound structure with 'said' and 'was' both being verbs about the same subject 'the group'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains both an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",False,"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']","{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The sentence contains an active verb 'said' and a stative verb 'was'.""
}","['active', 'stative']",1,"['active', 'stative']",1.0,1.0,,"['stative', 'active']",,stative,"{
  ""Answer"": ""stative"",
  ""Explanation"": ""The sentence 'He said the group was a toothless, paper-shuffling exercise.' utilizes stative voice. In this context, 'was' functions as a linking verb, which is a type of stative verb that connects the subject (the group) with a subject complement (a toothless, paper-shuffling exercise) that describes its state or quality. There is no action being performed by the subject; instead, the sentence is stating what the group is or is like. The verb 'was' does not show action but rather a state of being, which is characteristic of stative verbs. Additionally, there is no use of 'be' as a helping verb in conjunction with another action verb, nor is there a main verb ending in 'ing,' which aligns with the definition provided for stative voice verbs.""
}"
