sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consistency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency,gpt3.5_0.2_majority,humans isCorrect,gpt isCorrect,comments,ground truth,res_FT_B_gpt3.5_0.0_V3_2,property_FT_B_gpt3.5_0.0_V3_2
9396,[],Also on communion between the communities.,Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The provided text does not contain any aspect properties as it is a general statement without specifying any action or time frame.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoing action, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The given sentence Also on communion between the communities. does not contain a verb or any indication of an action being performed, so it does not express any aspect, including the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence Also on communion between the communities does not utilize the perfect aspect. The perfect aspect requires a form of the verb to have followed by a past participle, such as has eaten in the example provided. The given sentence does not contain such a construction, so it does not express a completed action using the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. It appears to be a fragment or incomplete thought rather than a complete sentence expressing an ongoing or habitual action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Also on communion between the communities does not utilize the perfect progressive aspect. The perfect progressive aspect requires a form of the verb to have (e.g., has or have) followed by been and the present participle of the main verb. The given sentence does not contain any form of to have followed by been and a present participle, so it does not express the end of an ongoing action characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
9866,[],But he is now a full-fledged member of the nuclear club.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state of being, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current status, qualifying for the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is' indicates the ongoing nature of the action, suggesting that he has recently become a full-fledged member of the nuclear club.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'is now' indicates an ongoing or current state, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club. does not utilize the simple aspect. The use of is indicates the present progressive aspect, which shows an ongoing action or state in the present, rather than a simple fact.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club does not utilize the perfect aspect. The verb is is in the present tense, indicating ongoing or habitual action, rather than a completed action expressed by the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club. does not utilize the progressive aspect. The verb is is not followed by a present participle (-ing form), which is necessary to indicate the progressive aspect. Instead, the sentence describes a current state of being, rather than an ongoing or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence But he is now a full-fledged member of the nuclear club does not utilize the perfect progressive aspect. The verb is is in the present tense, and there is no indication of ongoing action or a duration leading up to the present moment, which are characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is asking for an opinion."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is not a statement about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any examples of aspect as it is a straightforward question without any reference to actions or events.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""Aspect properties are not applicable in this context as the question is about a subjective opinion and not about an action or event."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any aspect properties as it is a question about opinion and not a statement about an action.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any aspect properties as it is a question seeking an opinion and does not describe any actions or events.""
}",[],0,[],1,0,do questions not hve an aspect?,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. It includes the verb consider to be, which indicates a continuous or ongoing action, rather than a simple fact expressed by the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the perfect aspect. It is a simple present tense construction, not expressing a completed action as the perfect aspect does.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the progressive aspect. It is a simple question asking for an opinion and does not express an ongoing, habitual, or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Whom do you consider to be the most corrupt Democrat Politician? does not utilize the perfect progressive aspect. The phrase to be is not indicating the ongoing nature of an action, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
10448,[],Anybody?,Aspect,,,,True,,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual aspect.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, progress, or ongoing action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text only contains simple and progressive aspects. There is no expression of completed or perfect ongoing actions.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The example text 'Rover eats bones.' uses the simple aspect to express a simple fact, while 'Rover is eating a bone.' uses the progressive aspect to express an ongoing action.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text 'Anybody?' expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],0,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The sentence Anybody? does not contain a verb, so it does not express any aspect, including the simple aspect. Aspect is a grammatical feature related to the way an action, state, or event is denoted by the verb, and since there is no verb in the given sentence, aspect cannot be determined.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The perfect aspect requires the use of a form of the auxiliary verb have (e.g., has, have) followed by the past participle of the main verb. Since the sentence provided does not contain any form of have followed by a past participle, it does not express a completed action using the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the progressive aspect, as it does not express an ongoing, habitual, or incomplete action. It is a simple statement or question without any indication of ongoing or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Anybody? does not utilize the perfect progressive aspect, as it does not contain any verb indicating ongoing action combined with the auxiliary verbs has been.', 'Property': 'perfect progressive'}]",[]
10497,[],SAN DIEGO -- People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana.,Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, which is an example of the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or habitual action, suggesting the use of the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'could be seen climbing' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],timeout,[],1,['progressive'],0,1,,['progressive'],"[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. Instead, it uses the could be seen climbing construction, which indicates the continuous aspect, suggesting ongoing or continuous action in the past.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The verb could be seen climbing is in the progressive aspect, indicating an ongoing or continuous action, rather than the completed action expressed by the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence People on the Mexican side of the border could be seen climbing the fence near Border Field State Park Tuesday afternoon after part of the Central American migrant caravan arrived in Tijuana utilizes the progressive aspect because it expresses an ongoing action of people climbing the fence at a specific time in the past.', 'Property': 'progressive'}, {'Answer': 'yes', 'Explanation': 'The sentence People on the Mexican side of the border could be seen climbing the fence utilizes the perfect progressive aspect, as it expresses an ongoing action that was happening up to a certain point in the past. The use of could be seen climbing indicates that the action was in progress and had not yet been completed at the time referred to in the sentence.', 'Property': 'perfect progressive'}]","['progressive', 'perfect_progressive']"
11846,[],"""St. Francis in Ecstacy"", Caravaggio, 1595",Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The given text is a title and artist attribution and does not contain any grammatical aspect to identify."" 
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text provides a simple statement of a fact - the title, artist, and year of the painting. There are no indications of completed, ongoing, habitual, or incomplete actions.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text is a simple fact providing the title, artist, and year of a painting.""
}",['simple'],1,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text simply provides information about the painting without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement providing a fact about the painting.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The provided text is a simple statement of fact, providing information about the title, artist, and year of a painting.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The given sentence does not contain a verb or any indication of an action, so it does not express any aspect of the verb tense, including the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the perfect aspect. It is a title and artist attribution, not a sentence expressing a completed action using the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. It appears to be a title and artist attribution rather than a sentence expressing an ongoing, habitual, or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence St. Francis in Ecstacy, Caravaggio, 1595 does not utilize the perfect progressive aspect. It is a title and artist attribution, not a grammatical sentence expressing an ongoing action with the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
11936,[],America's Immigration Voice.,Aspect,,,,True,,"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text 'America's Immigration Voice' presents a simple fact or statement without expressing any specific action or tense.""
}",['simple'],"{
    ""Properties"": [""simple""],
    ""Explanation"": ""The text expresses a simple fact without indicating any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The text expresses a simple fact about a group or organization. It also conveys a sense of ongoing or habitual action in advocating for immigration issues.""
}","['simple', 'progressive']",0,"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The text expresses a simple fact about America's immigration voice without indicating any specific aspect of time or completion.""
}",['simple'],1,['simple'],1,0,this should be an empty list,[],"[{'Answer': 'no', 'Explanation': 'The given text Americas Immigration Voice does not form a complete sentence, so it does not express any aspect of the verb tense, including the simple aspect.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given text Americas Immigration Voice does not form a complete sentence and therefore does not utilize the perfect aspect or any other grammatical aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the progressive aspect. The phrase does not contain a verb in the progressive form, so it does not express an ongoing, habitual, or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence Americas Immigration Voice does not utilize the perfect progressive aspect. It appears to be a fragment or incomplete thought rather than a grammatically structured sentence.', 'Property': 'perfect progressive'}]",[]
13573,[],I am not a fan of Donald Trump.,Aspect,['simple'],['simple'],['simple'],True,[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact or statement of opinion without conveying any specific aspect of the action.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The example text does not contain any aspect properties as it is a simple statement of opinion and does not describe any action or event.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact without indicating any ongoing or completed action.""
}",['simple'],1,"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the speaker's opinion of Donald Trump.""
}",['simple'],"{
  ""Properties"": [],
  ""Explanation"": ""The sentence does not contain any aspect properties as it simply expresses a simple fact without indicating completion, ongoingness, or habitual action.""
}",[],1,[],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the simple aspect. The use of am indicates the present progressive tense, which is not considered simple aspect in grammar.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the perfect aspect. The verb am is in the present tense and does not indicate a completed action, so the perfect aspect is not being used.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the progressive aspect. The verb am is a form of the verb to be and is not expressing an ongoing, habitual, or incomplete action.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence I am not a fan of Donald Trump does not utilize the perfect progressive aspect. The sentence is in the present simple tense, indicating a general state of being, and does not express the end of an ongoing action characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
14038,[],And in Russia.,Aspect,,,,True,,"{
  ""Properties"": [],
  ""Explanation"": ""The text fragment 'And in Russia.' does not include any aspectual properties as it does not relate to a specific action or event.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it is a disconnected fragment without a specific action or tense.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any explicit aspect properties as it does not convey any action or event.""
}",[],0,"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it does not express an action or state in a specific tense or aspect."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it does not express any action or state."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text 'And in Russia.' does not contain any aspect properties as it is not a complete sentence and does not express any specific action or state."" 
}",[],0,[],1,1,,[],"[{'Answer': 'no', 'Explanation': 'The phrase And in Russia does not contain a verb or express any action, so it does not utilize the simple aspect in the context of grammar.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not utilize the perfect aspect. In fact, it does not contain a verb or express any action, so it cannot be associated with any specific grammatical aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not contain a verb or any indication of an action, so it does not utilize the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The sentence And in Russia does not utilize the perfect progressive aspect. It is not a complete sentence and does not contain a verb to express an ongoing action in the perfect progressive aspect.', 'Property': 'perfect progressive'}]",[]
14356,[],"The Justice Department, FBI and Office of the Director of National Intelligence are going through a methodical review and can’t offer a timeline for finishing, said the people, who weren’t authorized to speak publicly about the sensitive matter.",Aspect,"['progressive', 'simple']","['progressive', 'simple']","['progressive', 'simple']",True,['simple'],"{
  ""Properties"": [""simple"", ""progressive""],
  ""Explanation"": ""The sentence 'are going through' indicates a progressive action, while 'are' indicates a simple fact.""
}","['simple', 'progressive']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing review process without specifying any completed, ongoing, or habitual action.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about the ongoing review process without indicating completion, habituality, or ongoing action.""
}",['simple'],0,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting a progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'are going through' indicates an ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,,"['progressive', 'simple']","[{'Answer': 'no', 'Explanation': 'The sentence does not utilize the simple aspect. Instead, it uses the present progressive aspect to indicate an ongoing action happening at the time of speaking.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The verb are going indicates an ongoing action, rather than a completed one, so it does not express the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence utilizes the progressive aspect because it expresses an ongoing action, the methodical review being conducted by the Justice Department, FBI, and Office of the Director of National Intelligence.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. The verb are going through indicates a continuous action in the present, but it does not express the completion of an ongoing action, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['progressive']
14484,[],"They noted Haig's LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013.",Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence contains simple aspect as it expresses a simple fact about Haig's employment at Boeing. It also contains perfect aspect as it indicates a completed action of working for Boeing from 2010 to 2013.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence describes a simple fact about Haig's work experience at Boeing in the past.""
}",['simple'],"{
  ""Properties"": [""simple""],
  ""Explanation"": ""The sentence expresses a simple fact about Haig's work history at Boeing without indicating any ongoing or completed actions.""
}",['simple'],0,"{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact about Haig's work history at Boeing, and it refers to a completed action within a specific time frame.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact about Haig's work history at Boeing, without emphasizing the ongoing or completed nature of the action.""
}","['simple', 'perfect']","{
  ""Properties"": [""simple"", ""perfect""],
  ""Explanation"": ""The sentence describes a simple fact about Haig's work history at Boeing, which is presented as a completed action in the past.""
}","['simple', 'perfect']",1,"['simple', 'perfect']",1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'yes', 'Explanation': 'The sentence They noted Haigs LinkedIn page, which says he worked for Boeing in Mesa as a senior liaison engineer in their unmanned helicopter division from 2010 to 2013. utilizes the simple aspect, as it expresses a simple fact about the past without emphasizing the duration or completion of the action.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. The verb worked is in the simple past tense, indicating a completed action without emphasizing its relevance to the present moment, unlike the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the progressive aspect. The verb says indicates a simple present tense, not an ongoing or incomplete action, which is characteristic of the progressive aspect.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. The sentence describes a past action without indicating ongoing or continuous duration, which is a characteristic of the perfect progressive aspect. Therefore, the aspect used in the sentence is not perfect progressive.', 'Property': 'perfect progressive'}]",['simple']
15233,[],"At first, Campos, a guard at the Mandalay Bay Resort and Casino, was hailed a hero for helping guide police to gunman Stephen Paddock’s room on the 32nd floor.",Aspect,['simple'],['simple'],['simple'],True,['simple'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was hailed' indicates an ongoing or incomplete action, which aligns with the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [
    ""progressive""
  ],
  ""Explanation"": ""The use of 'was hailed' indicates a past ongoing or incomplete action, so the progressive aspect is present in the sentence.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The sentence 'was hailed' indicates a past ongoing or incomplete action, fitting the progressive aspect.""
}",['progressive'],1,"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was hailed' indicates a past ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was hailed' indicates an ongoing or incomplete action, suggesting the initial perception of Campos as a hero was not a simple fact but rather a process that occurred over a period of time.""
}",['progressive'],"{
  ""Properties"": [""progressive""],
  ""Explanation"": ""The use of 'was hailed' indicates a past ongoing or incomplete action, suggesting the progressive aspect.""
}",['progressive'],1,['progressive'],1,0,Seems to be relying on the definition provided in a looser way,['simple'],"[{'Answer': 'no', 'Explanation': 'The given sentence does not utilize the simple aspect. It uses the past progressive aspect (was hailed) to indicate an ongoing action in the past, rather than a simple fact.', 'Property': 'simple'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect aspect. It describes a past event without indicating completion, so it does not express a completed action characteristic of the perfect aspect.', 'Property': 'perfect'}, {'Answer': 'yes', 'Explanation': 'The sentence utilizes the progressive aspect as it describes an ongoing action in the past, indicating that Campos was being hailed a hero during a specific period of time in the past.', 'Property': 'progressive'}, {'Answer': 'no', 'Explanation': 'The given sentence does not utilize the perfect progressive aspect. It describes a past ongoing action (was hailed a hero), but it does not express the completion of that ongoing action, which is characteristic of the perfect progressive aspect.', 'Property': 'perfect progressive'}]",['progressive']
