,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
115,1699,[8],"He said the group was a toothless, paper-shuffling exercise.",Modifying_clauses,['noun'],['noun'],['noun'],True,['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'the group was a toothless, paper-shuffling exercise' which is used for indirect speech, paraphrasing, and incorporating detail.""
}",['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains an adjective clause 'toothless, paper-shuffling exercise' describing the group, and a noun clause 'He said that the group was a toothless, paper-shuffling exercise.' incorporating indirect speech.""
}","['adjective', 'noun']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The example includes an adjective clause 'toothless, paper-shuffling exercise' describing the group, and a noun clause 'he said that the group was' used for indirect speech.""
}","['adjective', 'noun']",False,"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'the group was a toothless, paper-shuffling exercise' used for indirect speech.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'the group was a toothless, paper-shuffling exercise' used to report indirect speech.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'the group was a toothless, paper-shuffling exercise' used for indirect speech.""
}",['noun'],1
116,2116,[8],The case of the Netherlands is downright bizarre; sisters so old that even the federation structures are breaking down.,Modifying_clauses,['adjective'],['noun'],['adjective'],False,['adjective'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'so...that' forms a comparative clause comparing the age of the sisters to the breakdown of federation structures.""
}",['comparitive'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause with the use of 'so...that', indicating a comparison between the age of the sisters and the breakdown of federation structures.""
}",['comparative'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The text contains a comparative clause using the conjunction 'so...that' to compare the age of the sisters and the breakdown of federation structures.""
}",['comparative'],False,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'so...that' to compare the age of the sisters to the point where federation structures are breaking down.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'so...that' to compare the age of the sisters to the extent of the breakdown of federation structures.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'so...that' to compare the age of the sisters to the extent of the breakdown of federation structures.""
}",['comparitive'],1
117,2128,[8],"A litany of lives of total moral, physical, emotional devastation suffered by victims of homosexual clerics.",Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The text contains a relative clause 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics.' The relative pronoun 'by' introduces the relative clause modifying 'lives.'""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence includes a relative clause using the adjective 'homosexual' to provide details about the type of clerics responsible for the devastation suffered by the victims.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics' contains a relative clause using 'of' as the relative pronoun. This clause provides additional information about the 'lives' mentioned in the text.""
}",['adjective'],True,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of total moral, physical, emotional devastation suffered by victims of homosexual clerics' is a relative clause using the relative pronoun 'of' and provides additional detail about the 'lives' mentioned in the sentence.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The example contains a relative clause using 'of homosexual clerics' to provide additional detail and specify the type of victims.""
}",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The phrase 'of homosexual clerics' is a relative clause modifying the noun 'victims', providing additional detail about the type of clerics involved in the described devastation.""
}",['adjective'],1
118,2198,[16  6  8],"That’s all,” when he stated in his sworn account that Nuncio Pietro Sambi conveyed to McCarrick at the Nunciature in Washington the sanctions that had been imposed on him by Pope Benedict—sanctions Bergoglio ignored for five years until forced to act by a worldwide storm of outrage.",Modifying_clauses,"['noun', 'subordinate', 'adjective']","['subordinate', 'adjective']",['subordinate'],False,"['noun', 'subordinate']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause ('when he stated in his sworn account') that suggests a causal connection between the actions and events mentioned in the main clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'when he stated in his sworn account' suggests a temporal or causal relationship, indicating the timing of the statement in relation to the rest of the sentence.""
}",['subordinate'],"{
  ""Properties"": [
    ""subordinate""
  ],
  ""Explanation"": ""The clause 'when he stated in his sworn account' suggests a temporal relationship, indicating a subordinate clause.""
}",['subordinate'],True,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'when he stated in his sworn account' suggests a temporal relationship, indicating when the action in the main clause took place.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'when he stated in his sworn account' which suggests a temporal relationship between the actions described in the main clause and the subordinate clause.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The clause 'when he stated in his sworn account' suggests a temporal connection, indicating when the action in the main clause took place.""
}",['subordinate'],1
119,2241,[8],"Because in those texts—above all Gaudium et Spes, Dignitatis Humanae, Unitatis Redintegratio, Nostra Aetate and Sacrosanctum Concilium—the Council verbally prostrated itself before “the modern world” and the practitioners of other religions while authorizing Bugnini (Secretary of the liturgical Preparatory Commission that drafted what would become Sacrosanctum Concilium) to begin demolition of the sacred liturgy that was the very foundation Catholic of orthodoxy and orthopraxis.",Modifying_clauses,"['subordinate', 'adjective']","['subordinate', 'adjective']",['subordinate'],False,"['subordinate', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'Because' indicates a subordinate clause suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'because', which suggests a causal connection between the actions of the Council and the authorization of Bugnini.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause that starts with 'because', suggesting a causal connection between the actions of the Council and the authorization given to Bugnini.""
}",['subordinate'],True,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'because', suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'because', suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'because', suggesting a causal connection between the actions of the Council and the authorization of Bugnini.""
}",['subordinate'],1
120,2456,[8],NASA has released a record-breaking photograph taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.,Modifying_clauses,['subordinate'],['subordinate'],['adjective'],False,['subordinate'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause 'taken by the New Horizons spacecraft when it was 3.79 billion miles away from the Earth.' This is an example of an adjective clause as it provides additional detail about the photograph taken by specifying the circumstances.""
}",['adjective'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence includes a subordinate clause ('when it was 3.79 billion miles away from the Earth') that suggests a temporal connection between the action of releasing the photograph and the distance of the spacecraft from the Earth.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The use of 'when' introduces a subordinate clause, suggesting a chronological connection between the release of the photograph and the distance of the spacecraft from Earth.""
}",['subordinate'],False,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('when it was 3.79 billion miles away from the Earth') that suggests a causal connection and provides additional information about the timing of the photograph."" 
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('when it was 3.79 billion miles away from the Earth') that suggests a causal connection and provides additional information about the timing of the photograph."" 
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The use of 'when' in the clause 'when it was 3.79 billion miles away from the Earth' indicates a subordinate relationship, suggesting a temporal connection between the actions in the main and subordinate clauses.""
}",['subordinate'],1
121,2472,[8],"Ricki Seidman, a Democratic operative and former Clinton White House official who is now an advisor to Mrs. Ford, said in July (at roughly the same time as the letter was submitted) that she predicted a ""strategy"" forming to destroy Brett Kavanaugh.",Modifying_clauses,"['noun', 'adjective']","['noun', 'adjective', 'comparitive']","['subordinate', 'adjective']",False,"['noun', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""]
  ,
  ""Explanation"": ""The sentence contains a subordinate clause ('who is now an advisor to Mrs. Ford') that provides additional information about Ricki Seidman. Additionally, there is an adjective clause ('who is now an advisor to Mrs. Ford') providing more information about the Democratic operative and former Clinton White House official.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The sentence contains a relative clause using 'who' (former Clinton White House official who is now an advisor to Mrs. Ford). This relative clause functions as an adjective providing more information about Ricki Seidman.""
}",['adjective'],False,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('who is now an advisor to Mrs. Ford') which suggests a causal connection between Ricki Seidman's role and her statement.""
}",['subordinate'],"{
  ""Properties"": [""subordinate"", ""adjective""]
}

 	","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause with the subordinating conjunction 'who' indicating a causal connection between Ricki Seidman's role and her prediction.""
}",['subordinate'],0
122,2508,[8],"“It was a foolish mistake by a very young man,” Saucier’s lawyer, Greg Rinckey, said.",Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'by a very young man' which functions as an adjective describing the noun 'mistake', and a noun clause 'Saucier’s lawyer, Greg Rinckey, said' which reports the lawyer's statement.""
}","['adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause ('Saucier’s lawyer, Greg Rinckey, said') that is used to incorporate indirect speech from the lawyer.""
}",['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains an adjective clause 'by a very young man' which describes the noun 'mistake'. Additionally, it includes a noun clause 'Saucier’s lawyer, Greg Rinckey, said' used for indirect speech.""
}","['adjective', 'noun']",False,"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'Saucier’s lawyer, Greg Rinckey, said' (adjective) and a noun clause 'It was a foolish mistake by a very young man' (noun).""
}","['adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'Saucier’s lawyer, Greg Rinckey, said' functions as a noun clause, incorporating the detail of who made the statement.""
}",['noun'],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a relative clause 'Saucier’s lawyer, Greg Rinckey, said' which functions as an adjective by providing additional information about the noun 'lawyer'. Additionally, the clause 'Saucier’s lawyer, Greg Rinckey, said' serves as a noun clause, incorporating the indirect speech of the lawyer.""
}","['adjective', 'noun']",0
123,2584,[0 8],"In remarks after his address, reported by the German Catholic newspaper Die Tagespost, the cardinal made it clear what he thinks about the recently presented German idea of blessing homosexual unions, even if only in individual cases: “If a priest blesses a homosexual couple, then this is an atrocity at a holy site, namely, to approve of something that God does not approve of.”",Modifying_clauses,"['subordinate', 'adjective', 'conditional']","['noun', 'conditional']",['subordinate'],False,"['subordinate', 'conditional']","{
  ""Properties"": [""adjective"", ""subordinate""],
  ""Explanation"": ""The sentence contains a relative clause 'reported by the German Catholic newspaper Die Tagespost' modifying 'remarks' and a subordinate clause 'even if only in individual cases' suggesting a conditional relationship.""
}","['adjective', 'subordinate']","{
  ""Properties"": [""subordinate"", ""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause with 'if' indicating a conditional relationship. It also includes an adjective relative clause 'that God does not approve of' and a noun clause 'what he thinks about the recently presented German idea.'""
}","['subordinate', 'adjective', 'noun']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence 'reported by the German Catholic newspaper Die Tagespost' introduces a subordinate clause, suggesting a causal connection between the reported remarks and the source of the report.""
}",['subordinate'],False,"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause introduced by 'after' indicating a causal connection, and an adjective clause using 'that' to provide additional detail about the reported remarks.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause introduced by 'after' indicating a causal connection, and an adjective clause 'reported by the German Catholic newspaper Die Tagespost' providing additional detail about the remarks.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause introduced by 'after' indicating a causal connection, and an adjective clause using 'that' to provide additional detail about the cardinal's remarks.""
}","['subordinate', 'adjective']",1
124,2629,[ 8 13],ADVANTAGE AMERICANS,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [],
  ""Explanation"": ""The given text does not contain any modifying clauses with the specified properties.""
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""There are no modifying clauses present in the given text.""
}",[],"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The text includes a modifying clause 'Americans' used as an adjective, specifying the type of advantage. Additionally, the modifying clause is acting as a noun, representing the group who possesses the advantage.""
}","['adjective', 'noun']",False,"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The text contains a relative clause using 'Americans', which functions as an adjective modifying the noun 'advantage'.""
}",['adjective'],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any modifying clauses."" 
}",[],"{
  ""Properties"": [],
  ""Explanation"": ""The text does not contain any modifying clauses."" 
}",[],1
125,2670,[5 9 8 8],"“They [Guardian editors] knew that publishing this story would cause partisan warriors to excitedly spread the story, and that cable news outlets would hyperventilate over it, and that they’d reap the rewards regardless of whether the story turned out to be true or false.”",Modifying_clauses,['subordinate'],['noun'],['subordinate'],False,"['noun', 'adjective']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinating clause 'that they’d reap the rewards regardless of whether the story turned out to be true or false,' which suggests a causal connection between the actions of the Guardian editors and the potential outcomes.""
}",['subordinate'],"{
  ""Properties"": [""conditional"", ""subordinate""],
  ""Explanation"": ""The sentence contains a conditional clause ('whether the story turned out to be true or false') and a subordinate clause ('that they’d reap the rewards regardless of whether the story turned out to be true or false').""
}","['conditional', 'subordinate']","{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The presence of the subordinating conjunction 'that' indicates a subordinate clause, which suggests a causal connection between the action of publishing the story and the potential reactions.""
}",['subordinate'],False,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that they’d reap the rewards regardless of whether the story turned out to be true or false') which suggests a causal connection between the actions of the Guardian editors and the potential outcomes.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that they’d reap the rewards regardless of whether the story turned out to be true or false.' This clause suggests a causal connection and is introduced by the subordinating conjunction 'that'.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The sentence contains a subordinate clause ('that they’d reap the rewards regardless of whether the story turned out to be true or false') which suggests a causal connection between the actions of the Guardian editors and the potential outcomes.""
}",['subordinate'],1
126,2871,[8],"While it earlier made attempts to balance its shoddier side with some interesting reporting, it is now solidly main stream in the worst sense.",Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],True,['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' contains a comparative relationship, contrasting its previous attempts with its current state.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of the comparative conjunction 'than' in 'earlier...than' indicates a comparative relationship, making this a comparative modifying clause.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' is used to compare the newspaper's previous actions with its current state.""
}",['comparitive'],True,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'While it earlier made attempts to balance its shoddier side with some interesting reporting' contains a comparative structure with the use of the conjunction 'while' to compare the newspaper's past and present characteristics.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'while it earlier made attempts to balance its shoddier side with some interesting reporting' uses the subordinating conjunction 'while' to show a comparison between the past and present behavior of the subject.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'While it earlier made attempts to balance its shoddier side with some interesting reporting' uses the comparative conjunction 'while' to compare the past behavior of the subject with its current state.""
}",['comparitive'],1
127,2897,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Modifying_clauses,[],[],['subordinate'],False,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'than' in the phrase 'hardly the first to protest'.""
}",['comparitive'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""comparative""],
  ""Explanation"": ""The sentence contains a comparative clause using the conjunction 'than' (to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth).'""
}",['comparative'],False,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the word 'to'.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the word 'than' to compare Rich Penkoski to others who have protested the same thing.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparative clause using the word 'than' ('hardly the first to protest').""
}",['comparitive'],1
128,2900,[13  8 13],Another student told my daughter that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.,Modifying_clauses,['noun'],['noun'],['subordinate'],False,['noun'],"{
  ""Properties"": [""noun""]
}",['noun'],"{
  ""Properties"": [""subordinate"", ""adjective""],
  ""Explanation"": ""The sentence contains a subordinate clause 'that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs', which suggests a causal connection. Additionally, it includes an adjective clause 'Another student told my daughter', which provides additional detail about the noun 'student'.""
}","['subordinate', 'adjective']","{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs' used for incorporating the reported speech. Additionally, there is an adjective clause 'who told my daughter' for providing additional detail about the first student.""
}","['adjective', 'noun']",False,"{
  ""Properties"": [""adjective"", ""noun""],
  ""Explanation"": ""The sentence contains an adjective clause 'that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs' providing additional detail about 'Another student'. It also includes a noun clause 'that they are going to kill me and carve a satanic star in my chest and rip out my organs' used for indirect speech.""
}","['adjective', 'noun']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs' is a noun clause used for indirect speech, incorporating details of what was said.""
}",['noun'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'that she and the first student and her adult friends are going to kill me and carve a satanic star in my chest and rip out my organs.' This clause is used for indirect speech and incorporates details of what was said.""
}",['noun'],0
129,3060,[9 9],"And Abraham drew near, and said, Wilt thou also destroy the righteous with the wicked?",Modifying_clauses,[],['noun'],['noun'],False,"['noun', 'adjective']","{
  ""Properties"": [""noun""],
  ""Explanation"": ""The sentence contains a noun clause 'Wilt thou also destroy the righteous with the wicked' which is used for indirect speech or incorporating detail.""
}",['noun'],"{
  ""Properties"": [""conditional"", ""noun""],
  ""Explanation"": ""The sentence contains a conditional clause starting with 'Wilt thou', and a noun clause 'Wilt thou also destroy the righteous with the wicked', which is used to incorporate indirect speech.""
}","['conditional', 'noun']","{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The example contains a subordinate clause with the subordinating conjunction 'and', indicating a causal connection. It also includes a noun clause used for indirect speech, incorporating Abraham's question to convey a specific statement."" 
}","['subordinate', 'noun']",False,"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The clause 'Wilt thou also destroy the righteous with the wicked' functions as a noun, incorporating the direct speech of Abraham into the sentence.""
}",['noun'],"{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause ('Wilt thou also destroy the righteous with the wicked?') which suggests a causal connection, and a noun clause ('and said') used for indirect speech.""
}","['subordinate', 'noun']","{
  ""Properties"": [""subordinate"", ""noun""],
  ""Explanation"": ""The sentence contains a subordinate clause ('Wilt thou also destroy the righteous with the wicked?') introduced by the subordinating conjunction 'and'. It also includes a noun clause ('that he would consider the matter') used for indirect speech.""
}","['subordinate', 'noun']",0
130,3062,[ 9  9 13  9  9],"That be far from thee to do after this manner, to slay the righteous with the wicked: and that the righteous should be as the wicked, that be far from thee: Shall not the Judge of all the earth do right?",Modifying_clauses,['subordinate'],['comparitive'],"['subordinate', 'adjective', 'comparitive']",False,"['subordinate', 'adjective', 'comparitive']","{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The text contains a comparative clause using the conjunction 'as' (that the righteous should be as the wicked).""
}",['comparitive'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text includes a subordinate clause using the subordinating conjunction 'after' to suggest a temporal sequence of events.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause using the subordinating conjunction 'after', suggesting a causal or sequential relationship between the actions described.""
}",['subordinate'],False,"{
  ""Properties"": [""subordinate"", ""comparitive""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'after' indicating a temporal relationship. It also includes a comparative clause using the conjunction 'as' to compare the righteousness of the righteous and the wicked.""
}","['subordinate', 'comparitive']","{
  ""Properties"": [""subordinate"", ""comparitive""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'after' indicating a temporal relationship. Additionally, it includes a comparative clause with the conjunction 'as' to express similarity.""
}","['subordinate', 'comparitive']","{
  ""Properties"": [""subordinate"", ""comparitive""]
}

 	","['subordinate', 'comparitive']",1
131,3090,[9 9 8],This provocation was the first of two major spring military exercises planned by the US and its reluctant South Korean satrap.,Modifying_clauses,[],[],[],True,[],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The comparative clause 'than the other' is used to compare the two major military exercises planned by the US.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The sentence contains a comparitive clause with 'as' comparing the military exercises in spring.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises planned by the US and its reluctant South Korean satrap' uses the comparative conjunction 'first of two'.""
}",['comparitive'],True,"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises planned by the US and its reluctant South Korean satrap' uses the comparative conjunction 'first of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises' uses the comparative conjunction 'of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'the first of two major spring military exercises' uses the comparative conjunction 'of two', indicating a comparison between two major spring military exercises.""
}",['comparitive'],1
132,3123,[9],"With the “arch-conservative” “Rottweiler” Ratzinger in CDF, why do we have the situation we have today?",Modifying_clauses,['adjective'],['subordinate'],[],False,[],"{
  ""Properties"": [""adjective""],
  ""Explanation"": ""The modifying clause 'arch-conservative' provides additional detail about Ratzinger, using an adjective relative clause.""
}",['adjective'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The sentence contains a conditional clause beginning with 'if': 'If we have the situation we have today'.""
}",['conditional'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The use of 'we have today' in comparison to the presence of 'Rottweiler' Ratzinger suggests a comparative clause.""
}",['comparitive'],False,"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional conjunction 'if' indicates a conditional clause in the question.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'why do we have the situation we have today' indicates a conditional relationship, suggesting a hypothetical situation based on a certain condition.""
}",['conditional'],"{
  ""Properties"": [""conditional""],
  ""Explanation"": ""The presence of the conditional clause 'if we have the situation we have today' indicates a conditional relationship, suggesting a hypothetical situation based on a certain condition being met.""
}",['conditional'],1
133,3130,[9],"It beggars belief of ordinary people that, after so many years of hearing and reading them, Ratzinger would remain on such friendly terms with men like Walter Kasper and Carlo Maria Martini, the alleged brains of the Sankt Gallen Mafia.",Modifying_clauses,['adjective'],['noun'],"['subordinate', 'adjective']",False,['subordinate'],"{
  ""Properties"": [""comparitive""],
  ""Explanation"": ""The clause 'after so many years of hearing and reading them' is a comparative clause using the subordinating conjunction 'after'.""
}",['comparitive'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""adjective""]
}

   ",['adjective'],False,"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],"{
  ""Properties"": [""adjective""]
}

 	",['adjective'],1
134,3249,[9],When Cain complains that being a “vagabond .,Modifying_clauses,['subordinate'],['subordinate'],['subordinate'],True,['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'that', suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'that', suggesting a causal connection.""
}",['subordinate'],"{
  ""Properties"": [""noun""],
  ""Explanation"": ""The example contains a modifying clause that incorporates detail, paraphrases, and reports indirect speech, making it a noun clause.""
}",['noun'],False,"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'that'.""
}",['subordinate'],"{
  ""Properties"": [""adjective""]
}",['adjective'],"{
  ""Properties"": [""subordinate""],
  ""Explanation"": ""The text contains a subordinate clause with the subordinating conjunction 'that', suggesting a causal connection.""
}",['subordinate'],0
