,sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,annotator_consitency,props_gpt4_majority,res_1.0_1,gpt_props_1.0_1,res_1.0_2,gpt_props_1.0_2,res_1.0_3,gpt_props_1.0_3,gpt3.5_1.0_consistency,res_0.2_1,gpt_props_0.2_1,res_0.2_2,gpt_props_0.2_2,res_0.2_3,gpt_props_0.2_3,gpt3.5_0.2_consistency
84,989,[17  6],"What about Judge Kavanaugh's comfort in being put through the ringer without a shred of evidence, Senator Flake?",Predication,['stative'],['active'],['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' which indicates an action performed by the subject 'Judge Kavanaugh'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' with Judge Kavanaugh as the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' which indicates an action carried out by the subject 'Judge Kavanaugh'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' which indicates action performed by the subject 'Judge Kavanaugh'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' which indicates an action performed by the subject 'Judge Kavanaugh'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'being put' which indicates an action performed by the subject 'Judge Kavanaugh'.""
}",['active'],1
85,994,[8 6],"“I’ve never understood how chaos, anarchy and illegal border crossings are viewed as something good in a country like Germany, which we view as the best example of discipline and the rule of law,” he said.",Predication,"['stative', 'active']","['stative', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active"", ""stative""],
  ""Explanation"": ""The example contains the active verb 'said' and the stative verb 'viewed.'""
}","['active', 'stative']","{
    ""Properties"": [""active""],
    ""Explanation"": ""The text contains an active verb 'said', which indicates a direct action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'is viewed' and 'we view', and also a compound verb 'view as'.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'understood' and 'are viewed', indicating action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'understood', 'are viewed', 'view', and 'said'. These verbs indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The example contains an active verb 'said'. The speaker is performing the action of speaking.""
}",['active'],1
86,1040,[5 6 8],"The telling details of Archbishop Viganò’s testimony concerning Bergoglio’s friendly relations with McCarrick before he finally had to cut him loose—details conveniently ignored by Winters, Allen and Shea—are utterly devastating to any defense of Bergoglio.",Predication,['stative'],"['stative', 'active']",['stative'],False,"['compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'are' and 'conveniently ignored' which demonstrates active voice in the text.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs such as 'telling', 'ignored', and 'devastating'. Additionally, it features a compound structure with multiple verbs 'concerning', 'had to', and 'cut'.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (telling, concerning, ignored, devastating) and also includes a compound structure with multiple verbs (telling, concerning, ignored, devastating) about the same subject.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('telling', 'concerning', 'ignored', 'devastating') and a compound structure with multiple verbs ('are', 'ignored', 'had to cut').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""]
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'telling', 'concerning', 'ignored', and 'devastating', indicating actions performed by the subjects.""
}",['active'],0
88,1060,[5 6],That’s because he failed to conclude his article with one great big important point about former CIA Director Richard Helms.,Predication,['active'],"['stative', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed', indicating an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed' indicating the subject's action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed' indicating an action performed by the subject 'he'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed to conclude' which indicates an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed' indicating an action performed by the subject 'he'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'failed' which indicates an action performed by the subject 'he'.""
}",['active'],1
89,1100,[6],"In December it successfully carried out the most-distant course-correction manoeuvre ever, with the mission team guiding it towards a close-encounter with a KBO scheduled for 1 January 2019.",Predication,['active'],['active'],['active'],True,"['compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('carried out', 'guiding') and a compound structure with multiple verbs about one subject ('carried out', 'guiding').""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'carried out' describing the action of the spacecraft successfully performing a course-correction manoeuvre.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'carried out' and 'guiding'. These verbs demonstrate actions being performed by the subject.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'carried out' and 'guiding', indicating the performance of actions by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'carried out' and 'guiding', indicating actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'carried out', indicating an action performed by the subject 'it'.""
}",['active'],1
90,1105,[4 9 9 6],This is clearly the testimony of an honest man who has only the good of the Church in his heart—a modern-day Athanasius standing against something so much worse than Liberius.,Predication,['stative'],"['stative', 'active']","['stative', 'active']",False,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs ('is', 'standing') and a compound verb ('has', 'standing'). 'Is' is an active stative verb. 'Standing' is an active compound verb.""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The use of the compound verbs 'standing against' and 'is' in the same sentence indicates the presence of the compound property of predication.""
}",['compound'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The example contains a stative verb 'is'. The verb 'is' describes a state of being rather than an action.""
}",['stative'],False,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'who has only the good of the Church in his heart.'""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'who has only the good of the Church in his heart.'""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The text contains a stative verb 'is' in the phrase 'who has only the good of the Church in his heart'. This indicates a state of being rather than an action.""
}",['stative'],1
91,1145,[9 8 6],To call them nativists and parade their moral superiority.,Predication,['active'],['active'],[],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The phrase 'to call' is an active verb. It demonstrates the use of active voice in the sentence.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'call' and a compound structure with 'call' and 'parade' as multiple verbs about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which indicates an action performed by the subject.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which indicates an action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which directly attributes an action to the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'call' which directly attributes an action to the subject 'them'.""
}",['active'],1
92,1194,[6 9],"Julian Assange called it ""a hack job in the purest sense of the term"".",Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'called', which is a verb that shows the subject acting directly."" 
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'called'. 'Julian Assange' is the subject performing the action of calling something 'a hack job in the purest sense of the term'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'called' where the subject (Julian Assange) is performing the action of calling something.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'called', which indicates an action performed by the subject 'Julian Assange'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'called', which is a form of predication.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'called', which is a form of predication.""
}",['active'],1
93,1203,[8 6 8 8],Rich Penkoski is hardly the first to protest this egregious submission to the most vicious and brutal ideology on the face of the Earth.,Predication,['active'],['active'],['stative'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'is' and 'protest'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'protest' which indicates an action performed by the subject 'Rich Penkoski'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'protest' indicating an action performed by the subject 'Rich Penkoski'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'protest' which indicates an action performed by the subject 'Rich Penkoski'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'protest' which is performed by the subject 'Rich Penkoski'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'protest' which indicates an action performed by the subject 'Rich Penkoski'.""
}",['active'],1
95,1234,[7],"He was treated very unfairly by our government!""",Predication,['stative'],['active'],['active'],False,"['stative', 'active']","{
  ""Properties"": [""passive""]
}",['passive'],"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive construction, indicating that the subject (he) is being acted upon (was treated) by the government.""
}",['passive'],"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive verb 'was treated', indicating that the subject 'he' is the recipient of the action rather than the doer.""
}",['passive'],True,"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive verb 'was treated', indicating that the subject 'he' is receiving the action rather than performing it.""
}",['active'],"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive verb 'was treated', indicating that the subject 'he' is receiving the action rather than performing it.""
}",['active'],"{
  ""Properties"": [""passive""],
  ""Explanation"": ""The sentence contains a passive verb 'was treated', indicating that the subject 'he' is receiving the action rather than performing it.""
}",['active'],1
96,1259,[7],Does Berg and the AMA support our military?,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' which indicates an action being performed by the subject 'Berg and the AMA'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' which directly attributes the action of supporting to 'Berg and the AMA'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' indicating the action of supporting our military.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' which indicates an action being performed by the subject 'Berg and the AMA'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' indicating an action performed by Berg and the AMA in relation to the military.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'support' indicating an action performed by the subject 'Berg and the AMA'.""
}",['active'],1
97,1284,[7 8],"I hope the American people can see through this sham, that you knew about it and you held it.""",Predication,"['stative', 'active']","['stative', 'active']",['active'],False,"['stative', 'compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'see', which indicates action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'can see' which expresses an action performed by the subject 'the American people'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'see' with the subject 'American people'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'see' which indicates an action performed by the subject 'the American people'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'see' and 'held' which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'see' and 'held' which indicates action being performed by the subject.""
}",['active'],1
98,1290,[7 8],"But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.",Predication,"['stative', 'active']","['stative', 'active']",['active'],False,"['stative', 'active']","{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains the stative verb 'is' as in 'happy is NOT what you should be feeling right now.'""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' to express a state of being ('happy').""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' which indicates a state of being rather than an action.""
}",['stative'],True,"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'happy is NOT what you should be feeling'.""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'happy is NOT what you should be feeling right now.'""
}",['stative'],"{
  ""Properties"": [""stative""],
  ""Explanation"": ""The sentence contains a stative verb 'is' in the phrase 'happy is NOT what you should be feeling'.""
}",['stative'],1
100,1309,[7],What is happening in the Brett Kavanaugh nomination process should concern every American.,Predication,"['stative', 'active']",['active'],['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'concern' expressing an action performed by the subject 'every American'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'should concern', indicating an action performed by the subject 'what is happening in the Brett Kavanaugh nomination process'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'concern'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'should concern', indicating an action performed by the subject 'what is happening in the Brett Kavanaugh nomination process'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'should concern' indicating an action performed by the subject 'what is happening in the Brett Kavanaugh nomination process'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'should concern', indicating an action performed by the subject 'Brett Kavanaugh nomination process'.""
}",['active'],1
101,1311,[ 8  7 14  6],"As Trump grandly proclaimed, Americans no longer have to fear North Korea and can sleep peacefully at night!",Predication,"['stative', 'active']",['active'],['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'proclaimed' indicating an action performed by the subject 'Trump'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'proclaimed' as the main verb.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains the active verb 'proclaimed'."" 
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'proclaimed' which is a clear indication of the active voice.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'proclaimed' which indicates a direct action by the subject 'Trump'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'proclaimed' which indicates an action performed by the subject 'Trump'.""
}",['active'],1
102,1332,[7 8],These pardons cleanse another stain from our nation's history in the dark years of Obama.,Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'cleanse' and a compound structure with 'cleanse' and 'in the dark years'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence uses an active verb 'cleanse' to describe the action of the pardons.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence uses an active verb 'cleanse' to indicate the action of the pardons, making it an active predication.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'cleanse' which indicates an action being performed by the subject 'these pardons'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'cleanse' which indicates an action performed by the subject 'these pardons'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'cleanse' which indicates an action being performed by the subject 'these pardons'.""
}",['active'],1
103,1344,[7 7],“It’s time for our leaders in Washington to follow the lead of America’s mayors and put public safety over NRA priorities.”,Predication,['stative'],"['stative', 'active']",['stative'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains an active verb 'follow' which expresses an action being performed by the leaders in Washington.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text includes the active verb 'follow' which indicates an action being performed by the subject 'our leaders in Washington.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs (follow, put) that express actions performed by the subject (our leaders in Washington).""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'follow' which indicates an action being performed by the subject 'our leaders'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'follow' which indicates an action being performed by the subject 'our leaders'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'follow' which indicates an action being performed by the subject 'our leaders'.""
}",['active'],1
104,1350,[7],"As far as the labor market is concerned, “America First” has not translated to Americans First.",Predication,"['stative', 'active']",['active'],"['stative', 'active']",False,['stative'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has translated.' The subject 'America First' is performing the action of translating, making it an active construction.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has translated' indicating an action performed by the subject 'America First.'""
}",['active'],"{
    ""Properties"": [""active""],
    ""Explanation"": ""The sentence contains an active verb 'has translated' which indicates an action performed by the subject.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has translated' which indicates an action performed by the subject 'America First'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has not translated' which indicates an action performed by the subject 'America First'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'has translated' which indicates an action performed by the subject 'America First'.""
}",['active'],1
105,1354,[7],"“I have, on numerous occasions, noted our intelligence findings that Russians attempted to interfere in our elections.",Predication,['active'],['active'],['active'],True,"['stative', 'compound', 'active']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'noted' indicating the subject 'I' performing the action.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (noted, attempted) and also has compound verbs related to the same subject (noted, attempted).""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The given text contains an active verb 'noted' which demonstrates the action of noting the intelligence findings.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'noted' which indicates an action performed by the subject 'I'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs 'have noted' and 'attempted to interfere' which indicate actions being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'noted' which indicates an action performed by the subject 'I'.""
}",['active'],1
106,1355,[6 8 7],The very intensity and nastiness of former CIA Director Brennan and former Director of National Intelligence Clapper is an attempt to distract attention from their failure to protect America.,Predication,['stative'],"['stative', 'active']",['stative'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'distract' with the subject 'Brennan and Clapper'.""
}",['active'],"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('is', 'attempt') and compound verbs ('is', 'distract', 'protect').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (is, distract, protect) and compound verbs (is, distract, protect) around the subject 'Brennan and Clapper'.""
}","['active', 'compound']",False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'attempt' which indicates action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'distract', indicating action being performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'is' and 'distract', which indicates action being performed by the subject.""
}",['active'],1
107,1369,[7],"We imported goods ""Made in China,"" while exporting our future.",Predication,['active'],"['compound', 'active']",['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'imported' which shows a subject performing the action of importing goods.""
}",['active'],"{
    ""Properties"": [""active"", ""compound""],
    ""Explanation"": ""The sentence contains an active verb 'imported' and a compound structure with multiple verbs ('imported' and 'exporting') related to the same subject 'we'.""
}","['active', 'compound']","{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb ('imported') which indicates the subject performing the action.""
}",['active'],False,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'imported' indicating an action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'imported' indicating the subject's action of importing goods.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'imported' indicating the subject 'we' performing the action of importing goods.""
}",['active'],1
108,1371,[7],"Bush-Obama ""open borders"" brought in tens of millions of Third World peoples, legally and illegally, to rising resistance from Americans forced to bear the economic and social costs.",Predication,['active'],['active'],['active'],True,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'brought in' which indicates action performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs like 'brought' and 'forced'. These verbs show action and indicate that the subject performed the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'brought' which indicates action performed by the subject 'Bush-Obama'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'brought' and 'forced', which indicate actions performed by the subject.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains active verbs such as 'brought' and 'forced', indicating actions performed by the subjects.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The text contains active verbs such as 'brought' and 'forced', indicating actions performed by the subjects.""
}",['active'],1
109,1390,[7 9],"Barack Obama spent considerable time selling the American people on the idea of a cooperative Iran — all the while cutting quiet deals, behind closed doors, with the rogue nation.",Predication,['active'],"['compound', 'active']",['active'],False,"['compound', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('spent', 'selling', 'cutting') and also has a compound structure with multiple verbs ('spent', 'selling', 'cutting') about one subject.""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The text contains active verbs (spent, selling, cutting) and has a compound structure with multiple verbs (spent, selling, cutting) about one subject (Barack Obama).""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (spent, selling, cutting) and compound verbs (selling, cutting) about one subject (Barack Obama).""
}","['active', 'compound']",True,"{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('spent', 'selling', 'cutting') and also has compound verbs ('spent...selling', 'cutting...behind closed doors').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs ('spent', 'selling', 'cutting') and also has compound verbs ('spent...selling', 'cutting...behind closed doors').""
}","['active', 'compound']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains active verbs (spent, selling, cutting) and also has compound verbs (selling, cutting) about one subject (Barack Obama).""
}","['active', 'compound']",1
110,1405,[ 7 13],"I want to bring our soldiers back home,"" Trump said.",Predication,"['stative', 'active']",['active'],['active'],False,['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' with a clear subject performing the action.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said.'""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said', indicating the action performed by the subject 'Trump'.""
}",['active'],True,"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' which indicates an action performed by the subject 'Trump'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' which indicates an action performed by the subject 'Trump'.""
}",['active'],"{
  ""Properties"": [""active""],
  ""Explanation"": ""The sentence contains an active verb 'said' which indicates an action performed by the subject 'Trump'.""
}",['active'],1
112,1487,[8],"My acceptance from the reading of this document of the Church’s orthodox eucharistic doctrine was based in part on Pope Paul’s gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it.",Predication,['stative'],['active'],['stative'],False,"['stative', 'active']","{
  ""Properties"": [""active"", ""compound""],
  ""Explanation"": ""The sentence contains an active verb 'was based' and a compound verb structure 'was based...and...'.""
}","['active', 'compound']","{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound predicate with 'was based' and 'on the sheer radical, mad unlikeliness of it.'""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains the compound property as it includes multiple verbs 'was based' and 'gracious and beautiful exposition, and in part on the sheer radical, mad unlikeliness of it'.""
}",['compound'],False,"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound predicate with multiple verbs ('was based' and 'was').""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound predicate with multiple verbs ('was based' and 'was').""
}",['compound'],"{
  ""Properties"": [""compound""],
  ""Explanation"": ""The sentence contains a compound verb structure with 'was based' and 'was' as well as 'exposition' and 'on'.""
}",['compound'],1
