sentence_id,technique,text,feature_id,props_a20,props_a21,props_a22,props_gpt
3789,[ 8 10 13],"Unlike previous administrations, my administration has and will continue to move aggressively to repeal any efforts – and repel – we will stop it, we will repel it – any efforts to interfere in our elections.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['perfect'],"['progressive', 'perfect']"
3790,[10],Over-excitement is a serious problem in the Muslim world.,Aspect,['simple'],['simple'],['simple'],['simple']
3791,[10],"“This is contrary to Divine Revelation,” Schneider further told LifeSite, adding that the “beautiful explanations” that are being presented to clergy and faithful as “discernment” and “pastoral accompaniment,” or a “change of paradigm” and “discovery of the subjective part of the truth,” when translated into “common sense language,” are tantamount to an allowance to sin.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
3792,[11],"Specifically, the statement that Obama wanted “to know everything we’re doing” came in a private Sept. 2, 2016, text message from FBI lawyer Lisa Page to FBI agent Peter Strzok, with whom she was having an extramarital affair at the time.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
3793,[11],"Personally, I trust very, very few politicians no matter the party that they claim.",Aspect,['simple'],['simple'],['simple'],['simple']
3794,[11],"Awan told people Wasserman Schultz chose the name for his daughter, Leza — a Jewish name — and that the Florida congresswoman’s daughter regularly rode a horse that Awan kept at a boarding facility, sources with knowledge of the relationship told TheDCNF.",Aspect,['simple'],['simple'],['simple'],['simple']
3795,[11],"The jury of six men and six women, including three immigrants, found the Mexican national not guilty of all murder and manslaughter charges and guilty only of felony possession of a firearm.",Aspect,['simple'],['simple'],['simple'],['simple']
3796,[11 17],"Let me just remind them, they are themselves under investigation by a special prosecutor in Washington D.C. and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt, so I ask that they reflect on that before they comment or disparage the results of this case.”",Aspect,['simple'],['simple'],['simple'],['simple']
3797,[11],"How many defenseless (unarmed) people are robbed, assaulted, accosted, beaten up, raped, wounded, paralyzed, or killed in a year’s time?",Aspect,['simple'],['simple'],['simple'],['progressive']
3798,[ 6  4 11],"In other words, unlike Lee Harvey Oswald, who had absolutely no motive to kill President Kennedy, the national security establishment did have motive, a powerful motive, the same motive that motivated the CIA and Pentagon to target other political leaders for regime change or assassination around that time, such as Mohamad Mossadegh, Jacobo Arbenz, Patrice Lumumba (who Kennedy admired), Fidel Castro, and Salvador Allende.",Aspect,['simple'],['simple'],['simple'],['simple']
3799,[ 7 11  9],"After Oswald supposedly tried to defect to the Soviet Union and promised U.S. Embassy officials in Moscow that he was going to deliver classified information to the Soviet Union, which was America’s sworn Cold War enemy (and former World War II partner and ally), U.S. officials permitted him to return home with a Red wife, without even one grand-jury summons or even an iota of harassment.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
3801,[11],"For their sake, let’s hope it works better than this year’s flu vaccine.",Aspect,['simple'],['simple'],['simple'],['simple']
3803,[ 8 11],"Of course, the reality is that bringing something like this up more than 30 years later is ridiculous, but this is the Democrats for you.",Aspect,['simple'],['simple'],['simple'],['simple']
3804,[ 6 11],"What is that great big important point that Shapira, who, according to his tagline on his article, “enjoys writing about people who have served in the military and intelligence communities,” left out of his article?",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['simple']
3805,[11 13],"And Shapira, who “enjoys writing about people who have served in the military and intelligence communities” had an ethical duty to point out Helms’ proclivity for lying in his article.",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['simple']
3806,[11  8],"The Guardian, reputedly once a great liberal newspaper, conducted a vendetta against Julian Assange.",Aspect,['simple'],['simple'],['simple'],['simple']
3808,[11  6],"The Guardian, which used to consider itself the most enlightened newspaper in the country, has probably been the worst.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
3809,[12],The demonic forces we know are the driving force behind this supreme moment of heresy and destruction aren’t really looking at the undermining of marriage as their primary goal; they want to get at the Eucharist.,Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
3811,[ 9 12],"John Pilger — one of the few journalists to speak out on Julian Assange’s behalf, labels journalists who fail to stand in solidarity with Assange in exposing the behavior of the Establishment, “Vichy journalists — after the Vichy government that served ad enabled the German occupation of France.”",Aspect,['simple'],['simple'],['simple'],['simple']
3814,[12],"It’s as if the U.S. Army stopped to interrogate every German soldier who crashed through the Ardennes Forest at the beginning of the Battle of the Bulge in 1944, to see if each one’s actions had anything to do with the German Army and Adolf Hitler’s war aims.",Aspect,['simple'],['simple'],['simple'],['simple']
3816,[12],"There is still no mosque or Islamic school in the United States that teaches young Muslims why they should reject the understanding of Islam taught by al-Qaeda, ISIS, and other jihad terror groups.",Aspect,['simple'],['simple'],['simple'],['simple']
3817,[12],"Soros, for his part, compared Orban unfavourably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930's -- when Hungary was allied with Nazi Germany -- and was more oppressive than Cold War Soviet occupation.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
3819,[ 1 12],"And so Chris Bryant, “a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’, a senior Labour MP has said.”",Aspect,"['progressive', 'simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['perfect']
3820,[ 1 12],"…Chris Bryant, a senior Labour backbencher, has written to May urging her to go further, and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”, a senior Labour MP has said.",Aspect,"['progressive', 'simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['perfect']
3823,[12],"And since Trump’s Stalinist statements, there are at least 24 additional states that are currently considering passing “red flag” laws.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['progressive'],['simple']
3824,[ 7 12],"This “I’m offended” or “his gun scares me” complaint is nothing but cover for little Nazis to try and deny another person their Natural, God-given liberty.",Aspect,['simple'],['simple'],['simple'],['simple']
3827,[12],"An enlightened, progressive school was suddenly transformed into something harking back to the days of Nazi Germany and the Nuremberg Laws.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
3828,[12],There could be only one answer: communists.,Aspect,['simple'],['simple'],['simple'],['simple']
3831,[ 9 12],I call them Vichy journalists — after the Vichy government that served and enabled the German occupation of wartime France.,Aspect,['simple'],['simple'],['simple'],['simple']
3832,[12],"Soros, for his part, compared Orban unfavorably to both the Nazis and the Communists, saying his rule evoked dark tones from the 1930’s — when Hungary was allied with Nazi Germany — and was more oppressive than Cold War Soviet occupation.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
3833,[ 9  8  8  5 12],"I never thought I’d see the day when a preening, Internet-created neo-Catholic doyenne such as Simcha Fisher, as notorious as Mark Shea for her crude and often unprintable invective against traditionalists, would unload on Pope Bergoglio with the following headline: “Does Francis know he sounds like an abuser?”",Aspect,['simple'],['simple'],['simple'],['simple']
3834,[12],They tell me that Pope Francis is sounding more and more like the men who abused them.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
3837,[12  9],Exactly what this “special need” is that can constitute a Gestapo like police state surveilling its own citizens is a moving target that has already been proven to be abused over and over again.,Aspect,['simple'],"['progressive', 'simple', 'perfect']",['simple'],['simple']
3840,[12],"It is not an insignificant quirk of modern history, and one that tells us much about the nature of the current pontificate, that houses of contemplatives are always attacked by secularist regimes, from Henry VIII to the Soviet Union.",Aspect,['simple'],['simple'],['simple'],['simple']
3841,[12],It collaborates in the same way that the Vichy government in France collaborated with the Nazis.,Aspect,['simple'],['simple'],['simple'],['simple']
3855,[13  8],"And then, and then as no doubt was expected, if not planned, came a long series of false last-minute smears designed to scare me and drive me out of the process before any hearing occurred.",Aspect,['simple'],['simple'],['simple'],['progressive']
3871,[13],"And it seems clear from the way it was done, and the way Francis treated Muller in general, that he was indeed got rid of.",Aspect,['simple'],['simple'],['simple'],['simple']
3886,[ 9  9 13],Peradventure there be fifty righteous within the city: wilt thou also destroy and not spare the place for the fifty righteous that are therein?,Aspect,['simple'],['simple'],['simple'],['simple']
3895,[13],Impossible.,Aspect,,,,
3937,[ 9  9 13],"Of course this would be of little interest to secular journalists, who have paid no mind to his habit of rewriting Catholicism, but the sex abuse crisis is something secular journalists are very interested in, a fact Bergoglio seems not to have understood.",Aspect,['simple'],"['simple', 'perfect']",['simple'],"['progressive', 'simple']"
3951,[ 8 13  8],"The Hammond case is viewed by many in the West, and indeed across the nation, as a manifest miscarriage of justice akin to double jeopardy.",Aspect,['simple'],['simple'],['simple'],['simple']
3966,[13],It did not allow Iranian parties to open accounts or correspondent accounts at US banks.,Aspect,['simple'],['simple'],['simple'],['simple']
3967,[13],It did not allow Iran to send funds to the US or receive funds from the US.,Aspect,['simple'],['simple'],['simple'],['simple']
3988,[ 8 13],They make sure that the Islamic instruction in these textbooks presents a picture of Islam that is so pristine and whitewashed that it sometimes crosses the boundary from mere pro-Muslim bias into outright Islamic proselytizing.,Aspect,['simple'],['simple'],['simple'],['simple']
3990,[13],"Last January, parents filed a federal complaint against Chatham Middle School in Chatham, New Jersey, for forcing students to watch videos that proselytized for Islam.",Aspect,['simple'],['simple'],['simple'],['simple']
4019,[13],"Anti-jihadist activist Pamela Geller praised Orban for his honesty and wrote, ""At last, a politician who speaks the truth about the Muslim invasion of Europe.",Aspect,['simple'],['simple'],['simple'],['simple']
4024,[13],"Specifically, one executive suggests paying for the rides of Latinos to get them to the polls — if they vote for Clinton, that is.",Aspect,['simple'],['simple'],['simple'],['simple']
4037,[13],"How inconvenient that the head of the Synod on Youth and Vocations, Cardinal Kevin Farrell, was the former roommate of the most prolific serial predator of youth and seminarians in the history of the American Church.",Aspect,['simple'],['simple'],['simple'],['simple']
4041,[13  8  8  8],"How inconvenient that the homosexual network of clergy and prelates were blasted as predators and coverup enablers in the Pennsylvania Grand Jury Report, while the Instrumentum Laboris argues that:",Aspect,['simple'],['simple'],['simple'],['simple']
4169,[13],This emphasis is repeated so often one might almost think there is a concern in Rome that the “fruitful” post-conciliar monastic life is in danger of fizzling out… for… some reason…,Aspect,['simple'],['simple'],['simple'],['progressive']
4205,[13],"While the 69-year-old Jewish man (wearing a kippah on his head) was coming out of the synagogue, heading for a bakery near 17 rue Pelleport in Paris 20 th, he was attacked by a 19-year-old man, of North African descent, who hit him on the body and on the head, knocked down, pulled by the hair and beaten while shouting ""Allah Akbar"".",Aspect,"['progressive', 'simple']",['simple'],['simple'],['progressive']
4206,[13],"A Muslim terrorist stabbed four people at a train station near Munich while screaming, “Allahu Akbar”.",Aspect,['simple'],['simple'],['simple'],['simple']
4236,[13  1],They then threatened to hang my 3-year-old and 1-year-old and kidnap my 14-year-old.,Aspect,['simple'],['simple'],['simple'],['simple']
4263,[ 9 14  9],"With the leftist media entirely focused on the push to ban AR-15s and repeal the Second Amendment, practically no one noticed Louis Farrakhan's Saviours’ Day 2018 Address in which he told an approving audience that ""powerful Jews are my enemy,"" and ""white folks are going down,"" according to The Washington Examiner.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
4267,[14],“If someone can get me this young man’s information I’ll get him a new #maga hat… SIGNED by #potus!!,Aspect,['simple'],['simple'],['simple'],['simple']
4270,[14],Long live the Fifth Estate!”,Aspect,['simple'],['simple'],['simple'],[]
4278,[14],"In the months leading up to the vote, there had been other anti-Semitic incidents, including a tweet by Igor Sadikov, an elected representative of students in McGill’s faculty of arts, saying: “punch a zionist.”",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],['perfect']
4283,[ 1 14],"With mass immigration, especially from Africa, ""our worst nightmares can come true.",Aspect,['simple'],['simple'],['simple'],['simple']
4287,[ 8  9 14],"If you don’t like President Trump and can’t understand how anyone could, look no further than the past week for an excellent example of what on Earth could’ve made a man promising to Drain the Swamp so popular.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
4292,[14],"The leaders of the Islamic Republic of Iran order their people to chant “Death to America” in mosques every Friday, and repeatedly vow that they will ultimately destroy the United States of America and the state of Israel.",Aspect,['simple'],['simple'],['simple'],['simple']
4296,[14],"J Street ""Kapos"" May Un-Endorse Dem Rep Over ""Jewish Question""",Aspect,['simple'],['simple'],['simple'],['simple']
4302,[13 14],A Texas mother’s teenage son was allegedly attacked at a Whataburger for wearing a MAGA (Make America Great Again) hat.,Aspect,['simple'],['simple'],['simple'],['simple']
4306,[14],"Under that was a tweet from Jon Ralston of Ralston Reports in Nevada saying, among other things, that “Trump is dead” because of Latino turnout in early voting in the state.",Aspect,['simple'],['simple'],['simple'],['progressive']
4307,[14 14],The third page of the email begins with another headline and image of a Latina woman in a red Make America Great Again hat and “Latinos for Trump” sign.,Aspect,['simple'],['simple'],['simple'],['simple']
4315,[ 9 14],"Bishop Morlino does this in a moment when he is under heavy attack as a “hater” for defending the Church’s teaching on marriage—an attack, by the way, which prompted us here at The Remnant to join the fight to DEFEND BISHOP MORLINO last year.",Aspect,['simple'],['simple'],['simple'],['simple']
4318,[14],Kill the Messenger,Aspect,['simple'],['simple'],['simple'],[]
4320,[14],"Among the signs held by protesters in Chile last week were those reading, “Ni zurdos, ni tontos,” (Neither lefties nor stupid).",Aspect,['simple'],['simple'],['simple'],['simple']
4329,[14],"Representatives work for us, we do not work for them.",Aspect,['simple'],['simple'],['simple'],['simple']
4334,[14],"Such circular “reasoning” would be amusing if it were not so emblematic of what one writer called “Kavanaugh Derangement Syndrome.""",Aspect,['simple'],['simple'],['simple'],['simple']
4349,[14],The Last-Minute Character Assassination of Judge Kavanaugh,Aspect,,,,
4353,[ 7 14],"""For us, Hungary is first.",Aspect,['simple'],['simple'],['simple'],['simple']
4359,[14],"JP: It could but I don’t believe it would be, because power respects power.",Aspect,['simple'],['simple'],['simple'],['simple']
4366,[15],The authorities allowed him to commit the crime.,Aspect,['simple'],['simple'],['simple'],['simple']
4367,[15],They want to preserve the FBI’s reputation.,Aspect,['simple'],['simple'],['simple'],['simple']
4368,[15],They don’t care to see Trump vindicated.,Aspect,['simple'],['simple'],['simple'],['simple']
4370,[15],The media is very interested in racism.,Aspect,['simple'],['simple'],['simple'],['simple']
4371,[15],The media is happy to talk about anti-Semitism.,Aspect,['simple'],['simple'],['simple'],['simple']
4372,[15],Here’s my translation:,Aspect,['simple'],['simple'],['simple'],['simple']
4373,[15],"He mentions the Holy Father's letter to the Buenos Aires bishops, but he fails to take into account that the statement of those Argentine bishops can be interpreted in an orthodox way, as Cardinal Müller told Edward Pentin in a Sept. 28 interview published in the National Catholic Register.",Aspect,['simple'],['simple'],['simple'],['simple']
4375,[ 9 15],"Under an obscure set of US regulations known as the International Trade in Arms Regulations (ITAR), Wilson was accused of exporting weapons without a license, just as if he’d shipped his plastic gun to Mexico rather than put a digital version of it on the internet.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
4378,[16],"The Sun is getting cooler and dimmer, but scientists aren’t worried",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
4379,[16],"It was as though someone had plausibly told me that, yes, there were fairies and magical kingdoms in real life, “just around the corner”.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
4384,[16],The world is so much bigger than Farrakhan and the Jewish question and his position on that and so forth.,Aspect,['simple'],['simple'],['simple'],['simple']
4386,[16],The burst of sweetness and light coming from Pyongyang just sounds too good to be true.,Aspect,['simple'],['simple'],['simple'],['simple']
4392,[16],"“No evidence…” Lie big, lie often, and when caught, keep lying.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
4395,[16],"The problem is in making a lobby of this tendency: a lobby of misers, a lobby of politicians, a lobby of masons, so many lobbies.",Aspect,['simple'],['simple'],['simple'],['simple']
4400,[ 6 16],The world is so much bigger than Farrakhan and the Jewish question and his position on that and so forth.,Aspect,['simple'],['simple'],['simple'],['simple']
4401,[ 8 16  8],"Given the fallen human condition, such injustices are bound to occur in any judicial system, and everyone agrees that they should be ruthlessly remedied.",Aspect,['simple'],['simple'],['simple'],['simple']
4405,[16],So interesting!,Aspect,,,,
4408,[ 1 16],"This is more of the same old, same old going on, and it looks like it’s about to get a lot worse.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
4417,[16],The time for “prudence” is long past.,Aspect,['simple'],['simple'],['simple'],['simple']
4419,[16],"Meanwhile, Democrat election officials are marking ballots themselves and “finding” boxes of them everywhere to try to get him to victory, and when confronted about that, Gillum says, “Every vote must be counted.”",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
4427,[16],It is over.,Aspect,['simple'],['simple'],['simple'],['simple']
4430,[16],You really don't need to know anything.,Aspect,['simple'],['simple'],['simple'],['simple']
4431,[16],“I had no way to see into his mind.,Aspect,['simple'],['simple'],['simple'],['perfect']
4434,[ 8 16],No more games.,Aspect,,,['simple'],[]
4436,[16],“So what if this code is a gun?”,Aspect,['simple'],['simple'],['simple'],[]
4439,[17],Two guys on my ship did the same thing and weren’t treated as criminals.,Aspect,['simple'],['simple'],['simple'],['simple']
4440,[17],Once again the media are blaming the messenger instead of dealing with Islamic violence.,Aspect,['progressive'],['progressive'],['progressive'],['simple']
4448,[17],"@Theresa_May, don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
4452,[17],"Juanita Broaddrick, who accused Bill Clinton of rape — and who’s never ever recanted her story, in all the years she’s made the accusation — had a blunt message for Sen. Dianna Feinstein about the supposed “due process” that needs to be given to Brett Kavanaugh’s accuser, and it’s one that goes like this: Where was mine?",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
4457,[17],"The enemy to great power is not the likes of the Taliban, it is us.",Aspect,['simple'],['simple'],['simple'],['simple']
4458,[ 8 17],"They want to prosecute Assange and maybe hang him from the rafters in Congress, but what about Judith Miller and The New York Times lying the West into war?",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
4466,[17],But Shapira would be wise to follow his own advice because he himself is guilty of what he accuses others of.,Aspect,['simple'],['simple'],['simple'],['simple']
4473,[ 8 17  8],"Like a spurned lover, the Guardian aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from.",Aspect,['simple'],['simple'],['simple'],['simple']
4477,[17],"Seemingly heedless of these hard facts, President Trump – who himself avoided national military service in the 1960’s – keeps beating the war drums over North Korea and needling its thin-skinned regime with naval exercises, over-flights, and intensifying bombast.",Aspect,['simple'],"['progressive', 'simple']",['simple'],['simple']
4478,[17],Then he suggests that healing and reconciliation will only come if we take a hard look at our own flaws….,Aspect,['simple'],['simple'],['simple'],['progressive']
4482,[ 9 17],"Throughout his book, Wills’ assurances that the Qur’an is not really as bad as “right-wing Islamophobes” say, or that the Bible contains material that is just as bad or worse, dissolve under close scrutiny.",Aspect,['simple'],['simple'],['simple'],['simple']
4484,[ 9 17],Sen. Bob Corker is another summertime soldier calling on colleagues to stand and fight Trump while he retires to Tennessee.,Aspect,['simple'],"['progressive', 'simple']",['simple'],['progressive']
4487,[ 8 17],"Irony of ironies, the latter-day Pharisees and legalists Francis sees around every corner are hard at work defending Amoris Laetitia at the very moment it is being cited by bishop after bishop as their sole authority for admitting public adulterers to Holy Communion---while Francis does nothing but approve.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
4650,[],"In the last months of his pontificate, Pope Benedict XVI had convened a meeting of all the apostolic nuncios in Rome, as Paul VI and St. John Paul II had done on several occasions.",Aspect,['perfect'],['perfect'],['perfect'],['simple']
4742,[],He generated her in His Blood and continually revives her with His Spirit!,Aspect,['simple'],['simple'],['simple'],"['progressive', 'simple']"
4767,[],- No new deaths -,Aspect,,,['simple'],['simple']
4898,[],"From January 2009 through May 2011 the New VDAWDI, calculated using foreign-born and native-born employment figures, grew by 5.5%.",Aspect,['simple'],['simple'],['simple'],['simple']
4932,[],Here’s a link for ya to do just that.,Aspect,['simple'],['simple'],['simple'],[]
5024,[],The two cities are home to a combined 12 million people.,Aspect,['simple'],['simple'],['simple'],['simple']
5208,[],"“At this time, we have not had cooperation from attorneys representing other clients, and they have made no attempt to substantiate their claims.”",Aspect,['perfect'],['perfect'],['simple'],['simple']
5223,[],Roughly speaking there is a 4-to-4 liberal to conservative ideological split on the court.,Aspect,['simple'],['simple'],['simple'],['simple']
5272,[],"We will be demanding the opportunity to present testimony to the committee and will likewise be demanding that Judge and others be subpoenaed to testify,” Avenatti wrote on Twitter.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['progressive']
5285,[],"https://t.co/zHBz4gKpkf — Donald Trump Jr. (@DonaldJTrumpJr) July 5, 2018",Aspect,,,,
5383,[],Jeff begins the interview by making clear his belief that there were multiple active shooters targeting different places in Las Vegas on the night of the attack.,Aspect,['simple'],['simple'],['simple'],['simple']
5438,[],I wanted them to know that I listened.”,Aspect,['simple'],['simple'],['simple'],['simple']
5529,[],"Days ago the president threatened to withhold American aid from Honduras, Guatemala and El Salvador if the flow of immigrants wasn’t stopped.",Aspect,['simple'],['simple'],['simple'],['simple']
5582,[],"©2018 The Atlanta Journal-Constitution (Atlanta, Ga.), Distributed by Tribune Content Agency, LLC.",Aspect,,['simple'],['simple'],[]
6125,[],They know that.,Aspect,['simple'],['simple'],['simple'],['simple']
6215,[],"The new nominees of bishops and many auxiliary bishops are, approximately, communist, Marxist, and socialist.",Aspect,['simple'],['simple'],['simple'],['simple']
6331,[],It is impossible to do all this without God’s assistance.,Aspect,['simple'],['simple'],['simple'],['simple']
6497,[],"Lew said he feels vindicated to some extent, but is concerned anti-Semitism is still a problem within student government.",Aspect,['simple'],['simple'],['simple'],['simple']
6544,[],"There is no way to spin this, there is no defense, today the mask came off.",Aspect,['simple'],['simple'],['simple'],['simple']
6670,[],"Whether they heard anything or not, the consequences have been unmistakable — symptoms ranging from nosebleeds, nausea, dizziness and severe headaches to mild brain damage and permanent hearing or memory loss.",Aspect,"['simple', 'perfect']","['progressive', 'simple', 'perfect']","['simple', 'perfect']",['perfect']
6745,[],"O’Malley was not only a member of the pope’s “G9” group of close advisors; he was also the man who sought to clean up the abuse scandal in Boston after the departure of his predecessor, Cardinal Bernard Law, whose shifting of predator priests to new posts was exposed by the Boston Globe and chronicled in the movie “Spotlight.”",Aspect,['simple'],['simple'],['simple'],['simple']
6799,[],"The footage goes how to show two men attempt to help a victim who had apparently been shot, eventually resorting to covering up the body after they realized it was simply too late.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],['simple']
7011,[],Her ex-husband heads up Teneo Strategy: the organization created by the same man who made the Clinton Foundation happen and which employed Huma Abedin.,Aspect,['simple'],['simple'],['simple'],['simple']
7167,[],"In his book Principles of Catholic Theology, Ratzinger proposed the question, “Should the Council be revoked?” and in response recommended the “razing of the bastions” of the Catholic Church in relation to the modern world:",Aspect,['simple'],['simple'],['simple'],['simple']
7211,[],Then Benedict allowed him to remain a cardinal.,Aspect,['simple'],['simple'],['simple'],['simple']
7402,[],"In 2006, then-Archbishop Bergoglio complained of a “media campaign” and claimed that the Grassi case was “different” from other accusations.",Aspect,['simple'],['simple'],['simple'],['simple']
7408,[],"Looking carefully at the infamous “Who am I to judge” comment, this was clear early on.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",,['simple']
7447,[],But Thomas makes the point that it is first a matter of metaphysics.,Aspect,['simple'],['simple'],['simple'],['simple']
7758,[],Article posted with permission from Robert Spencer,Aspect,,['simple'],['simple'],['simple']
7791,[],If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations….,Aspect,['simple'],['simple'],['simple'],[]
7815,[],Julian has been vindicated in every possible way and yet he is isolated as few people are these days.,Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['perfect progressive']
7818,[],But really it comes down to the British government.,Aspect,['simple'],['simple'],['simple'],['simple']
7975,[],Laws are for conservatives.,Aspect,['simple'],['simple'],['simple'],['simple']
8482,[],Completing this poll grants you access to Freedom Outpost updates free of charge.,Aspect,['simple'],['simple'],['simple'],['simple']
8515,[],"I don't know that I would go quite that far, after all, the settlement does state that ""the government expressly acknowledges that non-automatic firearms up to .50-caliber – including modern semi-auto sporting rifles such as the popular AR-15 and similar firearms – are not inherently military.""",Aspect,['simple'],['simple'],['simple'],['simple']
8594,[],"Ever since Adam and Eve committed the Original Sin, every living creature is subject to it.",Aspect,['simple'],['simple'],['simple'],['simple']
8683,[],"Therefore he that resisteth the power, resisteth the ordinance of God, and they that resist purchase to themselves eternal damnation.",Aspect,['simple'],['simple'],['simple'],['simple']
8724,[],"Though House officials suspected that equipment was being stolen, the Capitol Police did not search their homes, The Daily Caller News Foundation learned, and did not ban them from the network until nearly a year later.",Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
8743,[],"If papal clarification was ever needed on the long-debated issue of the intended meaning of Amoris Laetitia chapter VIII, such clarification has now been provided for the Church at large.",Aspect,"['simple', 'perfect']","['simple', 'perfect']","['simple', 'perfect']",['perfect']
9077,[],The president also pointed out that Donnelly had opposed tax cuts and joined with his fellow Democrats in attacking and voting against Justice Brett Kavanaugh's confirmation to the Supreme Court.,Aspect,"['simple', 'perfect']",['perfect'],['simple'],['simple']
9235,[],He said he spoke with Trump to make sure that the president wasn’t actually issuing an order.,Aspect,"['progressive', 'simple']","['progressive', 'simple']",['simple'],['simple']
9329,[],Solemnly professed:,Aspect,,['simple'],['simple'],['simple']
9396,[],Also on communion between the communities.,Aspect,,,,
9437,[],"Sr. Enrica Rosanna, the representative of the Vatican’s Congregation for Religious told them that the “two great challenges to our contemplative life” are “the challenge of globalization and the challenge of irrelevancy.” She warned the nuns against bringing vocations from other countries to keep their monasteries alive, dropping a hint about what now seems to be a particular obsession of the Congregation.",Aspect,['simple'],['simple'],['simple'],['simple']
9657,[],I don't remember how I got there.,Aspect,['simple'],['simple'],['simple'],['simple']
9674,[],"Hannity asks, ""Why are people willing to throw out due process, equal justice under the law and the presumption of innocence?""",Aspect,['simple'],['simple'],"['progressive', 'simple']",['simple']
9681,[],"First, it was reported that Ford would answer questions, but only at a closed hearing and only after an FBI investigation had been completed.",Aspect,"['simple', 'perfect']","['simple', 'perfect']",['simple'],"['simple', 'perfect']"
9712,[],His life before joining the caliphate was unremarkable.,Aspect,['simple'],['simple'],['simple'],['simple']
9827,[],It will be addressed quickly and justly.,Aspect,['simple'],['simple'],['simple'],['simple']
9866,[],But he is now a full-fledged member of the nuclear club.,Aspect,['simple'],['simple'],['simple'],['simple']
9939,[],"Janet Smith, Professor of Moral Theology at the Sacred Heart Major Seminary in Detroit, recently wrote: “The problem of clergy abuse cannot be resolved simply by the resignation of some bishops, and even less so by bureaucratic directives.",Aspect,['simple'],['simple'],['simple'],['simple']
9995,[],"The Pontifical Commission for the Protection of Minors lapsed in December, when its members’ terms expired, prompting concerns that the advisory body could be disbanded.",Aspect,['simple'],['simple'],['simple'],['simple']
10073,[],"Hospitals have been forced to prioritize patients, ration services, and forgo elective surgeries.",Aspect,['perfect'],['perfect'],"['simple', 'perfect']",['perfect progressive']
10086,[],"The region is an area NASA would also like to visit, preferably with a robot that would bring souvenir rock home to Earth for scientists to analyze directly in the laboratory.",Aspect,['simple'],['simple'],['simple'],['simple']
10124,[],"A spokesperson for Feinstein declined Fox News’ request to elaborate on the lawmaker’s statement, but there has been much speculation that she is referring to a secret letter that has been the subject of intrigue on Capitol Hill over the last few days.",Aspect,"['progressive', 'simple', 'perfect']","['progressive', 'simple', 'perfect']",['simple'],"['simple', 'perfect']"
10425,[],Whom do you consider to be the most corrupt Democrat Politician?,Aspect,['simple'],['simple'],['simple'],[]
10442,[],"What size of bakery would you need to make 10,000 loaves of bread?… What if you wanted to make 50,000 loaves of bread an hour?",Aspect,['simple'],['simple'],['simple'],[]
10448,[],Anybody?,Aspect,,,,
